名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/07(金) 21:44:00.77 ID:8dWA6wXM0<> でゃまれ！ <>かわ余 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:01:29.24 ID:KzX43bXM0<> はいはいん、はいはい？おじさんついていけないよはいはい！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:31.08 ID:bqiAMgRo0<> 一周回ってそらちゃんを一瞬見る <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:01:35.10 ID:NN0BkwPv0<> みこちもすいちゃんのこと好きすぎやん両想いかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:36.21 ID:r/8EXpHH0<> みこちなんて言ってるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:37.65 ID:gXhg7m670<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:01:41.16 ID:ilZwymxH0<> <a href="../test/read.cgi/livemegami/1680871440/713" rel="noopener noreferrer" target="_blank">&gt;&gt;713</a> <br> 関係ないけど家にゴキブリ出ると心臓バクバクだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:41.29 ID:doCzPuCj0<> <a href="../test/read.cgi/livemegami/1680871440/738" rel="noopener noreferrer" target="_blank">&gt;&gt;738</a> <br> ただ遊びに来ただけなのに追い返すん？ <br> ひでーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:42.31 ID:VfWEKO/B0<> ござる枠にすいちゃんきました集合してください <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:46.25 ID:XnCFu9jI0<> なんて？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:01:47.53 ID:V5SIwe3h0<> ロベルオウガはホロメンに配慮しながらトークできるね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:57.21 ID:EQAiUpaX0<> まだ見てないんだけどマリンとまつりどうだった？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:01:58.16 ID:L+u27qec0<> びびっとばっとぶーっとしてぇー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:01.60 ID:6r22qEpX0<> 滑舌壊滅で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:02.49 ID:KzX43bXM0<> <a href="../test/read.cgi/livemegami/1680871440/751" rel="noopener noreferrer" target="_blank">&gt;&gt;751</a> <br>  <br> 神の味噌汁 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:03.34 ID:jSmnpasL0<> ルーナつまらんし かなたそ行くか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:03.44 ID:BXZsVsOt0<> ころさん４周年ライブのゲスト誰やろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:04.45 ID:6HIq5VQE0<> すいちゃんが歌うよりいいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:05.24 ID:CU/oP5Uc0<> 思ったより歌えてんな <br> まぁ腹から声出してないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:06.97 ID:kJoW+Zn70<> みこちｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:07.22 ID:h+XzqqdN0<> びびっとばっとぶっとしてどりゃあああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:08.15 ID:pChA1IVF0<> <a href="../test/read.cgi/livemegami/1680871440/551" rel="noopener noreferrer" target="_blank">&gt;&gt;551</a> <br> これウルトラマン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:09.99 ID:KB3xnP8e0<> びびとばっとしてぶーとして <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:12.29 ID:Fzzuamyp0<> <a href="../test/read.cgi/livemegami/1680871440/738" rel="noopener noreferrer" target="_blank">&gt;&gt;738</a> <br> アイマス曰く、可能性を生み出しただけで云々 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:12.32 ID:tNZ/p2hA0<> びびっとばっとぶっとしてえええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:13.62 ID:Qs5eGLHx0<> <a href="../test/read.cgi/livemegami/1680871440/484" rel="noopener noreferrer" target="_blank">&gt;&gt;484</a> <br> マリン昭和曲ばっかで完全に趣味セトリじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:13.94 ID:ZSgZsOER0<> ぷよテト同接 <br> みこち60000 <br> マリン55000 <br> スバル37000 <br> こより37000 <br> おかゆ25000 <br> ころさん20000 <br> ふぶき13000 <br> ルイ9800 <br> ござる9000 <br> まつり8000 <br> ポルカ7400 <br> ときのそら4800 <br> ロボ子3800 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:14.78 ID:ilZwymxH0<> https://i.imgur.com/WBwz9sb.jpg <br>  <br>  <br> &#128517;… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:15.92 ID:sf2bUII80<> 難しすぎるだろこの曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:17.19 ID:Tjf6YBgP0<> <a href="../test/read.cgi/livemegami/1680871440/751" rel="noopener noreferrer" target="_blank">&gt;&gt;751</a> <br> まあ本家も正直聞き取れないくらいには早口だからしゃあない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:18.33 ID:hyfzo8z90<> <a href="../test/read.cgi/livemegami/1680871440/758" rel="noopener noreferrer" target="_blank">&gt;&gt;758</a> <br> 普通に良かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:18.51 ID:VfWEKO/B0<> 処女北からいくわすまんなこざる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:22.30 ID:fLxfUKBB0<> なんでホロメンはかなたそのコーン営業を <br> バカにするくせにたいようがシュバったら拒否るの？ <br> 失礼じゃないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:22.60 ID:L+u27qec0<> 原曲も割と何言ってるかわからねえから丁度いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:24.80 ID:sxZTFtfL0<> ころさんリペイントどりゃああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:27.71 ID:KzX43bXM0<> うわあああああああああみこち&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:28.53 ID:meAgwEAq0<> これマジで歌えないわ舌が回らない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:30.91 ID:QRkwZqZD0<> びびっとばっとぶーっとしてー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:30.86 ID:ufVAcLFC0<> ぺこちゃんがテトリスじゃなくてぷよぷよなら見る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:31.11 ID:28a9M2p80<> 何かみこちの歌の気がしてきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:31.80 ID:sJjMvvIi0<> 難しいよな灼熱 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:36.31 ID:zDn7w5ZC0<> こんかなた～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:36.53 ID:CJjm5o280<> まあまあ歌えててくさ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:37.71 ID:FKpmoNC20<> にーん純&#10084;にーん純&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:38.02 ID:q1ga1fJ40<> ころさん常闇リペイント歌います <br> ホロライブ愛ありまくりです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:38.03 ID:CiMPo1Yu0<> <a href="../test/read.cgi/livemegami/1680871440/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> コラボと非コラボ変わるようにしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:38.87 ID:L9sli3sD0<> <a href="../test/read.cgi/livemegami/1680871440/768" rel="noopener noreferrer" target="_blank">&gt;&gt;768</a> <br> 笑ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:39.15 ID:SjQkuhpr0<> ライブの灼熱良かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:39.44 ID:F6RCwDlP0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> マリンまだこれスルーしてんの？失礼すぎるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:40.75 ID:EQAiUpaX0<> <a href="../test/read.cgi/livemegami/1680871440/777" rel="noopener noreferrer" target="_blank">&gt;&gt;777</a> <br> 良かったわ <br> じゃーみよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:42.30 ID:HpLdr8KO0<> <a href="../test/read.cgi/livemegami/1680871440/781" rel="noopener noreferrer" target="_blank">&gt;&gt;781</a> <br> マジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:41.97 ID:cKn3O8b70<> なんて言ってるのか分からんがなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:42.48 ID:U+NlaM1m0<> ちなみに <br>  <br> リミットかけずにブーストして　です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:44.25 ID:dQS5qxi40<> <a href="../test/read.cgi/livemegami/1680871440/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ぺこら95000 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:45.79 ID:VfWEKO/B0<> かなたそまじか・・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:47.99 ID:/ai+C2X70<> この曲テンポ速いからむずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:50.25 ID:W2qcyETD0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> ダメだこいつ早くなんとかしないと <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:50.59 ID:KM7E9Y240<> <a href="../test/read.cgi/livemegami/1680871440/745" rel="noopener noreferrer" target="_blank">&gt;&gt;745</a> <br> ホロはなんか縛りプレイでもしてんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:51.26 ID:aAYL1SZL0<> <a href="../test/read.cgi/livemegami/1680871440/758" rel="noopener noreferrer" target="_blank">&gt;&gt;758</a> <br> それなりに <br> ぶっ飛んだ面白さはない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:53.68 ID:lUycGi8v0<> ぺこーら数字出ないと思うんだけどどうだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:54.56 ID:7Y8Y8sMk0<> みこちの歌はこれでいいんだよこれで <br> 下手に上手くしようともにょもにょ歌うより鳴き声全力で行けば必然的に質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:55.13 ID:xub8pFo+0<> かなたそ～&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:56.00 ID:OQFflvN30<> https://i.imgur.com/gjjOnaR.jpg <br>  <br> かっさん魂しっかりと受け継いでる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:56.84 ID:+VtrHkc30<> みこちこういう時だけ滑舌がいいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:02:59.35 ID:7bb634Uo0<> かなたしょ&#12316;&#12316;&#12316;&#12316;&#12316;&#128525;&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:02:59.31 ID:05k7diW90<> <a href="../test/read.cgi/livemegami/1680871440/757" rel="noopener noreferrer" target="_blank">&gt;&gt;757</a> <br> IDのペットボトル <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:00.76 ID:hbdb/nfG0<> 35p歴50年だけどメン限の時のほうが上手いのは緊張してるからか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:02.00 ID:ilZwymxH0<> <a href="../test/read.cgi/livemegami/1680871440/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> 失礼倶楽部民失せろ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:02.86 ID:L+u27qec0<> ビビっとばっとぶーっとしてぇー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:02.63 ID:m3Y2EqWm0<> かなたマジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:07.75 ID:+Rf70quc0<> <a href="../test/read.cgi/livemegami/1680871440/785" rel="noopener noreferrer" target="_blank">&gt;&gt;785</a> <br> お前に見られる必要ないしな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:08.64 ID:ISQTO/c20<> さゆりまじか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:08.74 ID:fnBOSrQT0<> <a href="../test/read.cgi/livemegami/1680871440/799" rel="noopener noreferrer" target="_blank">&gt;&gt;799</a> <br> マジかよ&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:10.74 ID:gggHZgBY0<> <a href="../test/read.cgi/livemegami/1680871440/262" rel="noopener noreferrer" target="_blank">&gt;&gt;262</a> <br> 星詠みが嫌われてる理由がわかるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:16.69 ID:35C6HQm60<> みこちひでぇなんだこれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:18.59 ID:RI2JlPPj0<> <a href="../test/read.cgi/livemegami/1680871440/799" rel="noopener noreferrer" target="_blank">&gt;&gt;799</a> <br> 母音はまあまああってるか？&#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:17.72 ID:tthwdz7l0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> このゲームもう捨てない？ <br> 界隈が気持ち悪いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:19.08 ID:nNFvlA+s0<> なんでよりによってこの曲選んだんだよ…ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:19.94 ID:ATNaAUK10<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> マリン無視やめて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:21.75 ID:cN9PjXUm0<> <a href="../test/read.cgi/livemegami/1680871440/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> 純！？！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:24.34 ID:iWATNg1q0<> むずすぎるｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:32.06 ID:5rpGbHCy0<> たそ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:32.45 ID:KzX43bXM0<> みこちすいちゃんの歌本気です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:32.43 ID:NN0BkwPv0<> みこちめっちゃ声震えてんで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:32.86 ID:sf2bUII80<> 結構歌えてるのが草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:33.83 ID:7wk37zAM0<> <a href="../test/read.cgi/livemegami/1680871440/807" rel="noopener noreferrer" target="_blank">&gt;&gt;807</a> <br> その状態で音程とれるようにしたほうがうまくなるしな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:35.04 ID:doCzPuCj0<> <a href="../test/read.cgi/livemegami/1680871440/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> なんかもうノリが古いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:40.28 ID:t/r/EgrY0<> <a href="../test/read.cgi/livemegami/1680871440/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> スバルの数字はころねとのコラボなんだからころねも３７０００でよくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:40.69 ID:ufVAcLFC0<> <a href="../test/read.cgi/livemegami/1680871440/817" rel="noopener noreferrer" target="_blank">&gt;&gt;817</a> <br> 単発w <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:41.49 ID:z+uVoK6Q0<> みこちこれ練習はしてるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:41.81 ID:/qO5UwvQ0<> <a href="../test/read.cgi/livemegami/1680871440/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> 失礼倶楽部どりゃああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:42.98 ID:SIceU1ZZ0<> 初回より全然歌えてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:42.96 ID:j8Egj+cg0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> めちゃくちゃ痛い奴なんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:42.96 ID:CU/oP5Uc0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> 明日はにじさんじの大会だけどなんでそっちは反応してあげないんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:43.43 ID:h3+G9iAq0<> これはイマイチ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:43.92 ID:r/8EXpHH0<> <a href="../test/read.cgi/livemegami/1680871440/799" rel="noopener noreferrer" target="_blank">&gt;&gt;799</a> <br> これがびびっとばっとぶーになるのか&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:44.68 ID:LMyuGLrZ0<> <a href="../test/read.cgi/livemegami/1680871440/744" rel="noopener noreferrer" target="_blank">&gt;&gt;744</a> <br> 帰ってきて&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:46.05 ID:ssGNKC8u0<> ビビッとバーッとぶーっとしてってさぁ <br> 何ぶーっと出してるんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:46.88 ID:ACP0XiwK0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> ガン無視でOK <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:47.93 ID:zS7Ffsvu0<> <a href="../test/read.cgi/livemegami/1680871440/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> もしかしてぺこら兄のミカエルって… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:49.92 ID:TD7OKbjR0<> あいつぺっさんの所にも来るんかな・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:52.53 ID:bhfChY6T0<> あめみやくるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:03:52.71 ID:/ai+C2X70<> みこち星詠みに謝ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:53.57 ID:F4QMFAV/0<> ころねホロックスうたいたす <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:54.57 ID:fWRpCDNc0<> どうせやるならもっとネタに振り切れ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:56.44 ID:Qs5eGLHx0<> <a href="../test/read.cgi/livemegami/1680871440/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> マリンはそもそもリプ返すこと自体が少ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:57.31 <> <a href="../test/read.cgi/livemegami/1680871440/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> ぺっこりゃあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:03:59.49 ID:FKpmoNC20<> <a href="../test/read.cgi/livemegami/1680871440/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> っぱぺこ純こそ真実 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:00.01 ID:ciHbZ9W10<> みこちめっちゃ聴いてるのは分かるわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:00.49 ID:6HIq5VQE0<> <a href="../test/read.cgi/livemegami/1680871440/799" rel="noopener noreferrer" target="_blank">&gt;&gt;799</a> <br> びびっとばっとぶーっとしてぇーだと思ってたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:01.27 ID:uHYdKCZY0<> むしろ割と頑張ってるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:04.81 ID:qrH+DS580<> 待機5000からこうはならんやろ絶対ならんやろ <br> https://i.imgur.com/t4wSha3.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:05.24 ID:ptOmkltR0<> ころさんホロックスです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:05.14 ID:p2x83NFc0<> ころっくすきました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:06.15 ID:XIXW+TGA0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> いやぷよの方でもシュバってくるんかーい&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:07.48 ID:ZpHvU9st0<> ござっころねあります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:07.55 ID:m3Y2EqWm0<> ござっころねの絆あります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:09.19 ID:lUycGi8v0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> 自信ついてきたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:09.02 ID:rGgJs92z0<> <a href="../test/read.cgi/livemegami/1680871440/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ぺっさんの数字抜いてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:12.40 ID:OXWZ35DI0<> <a href="../test/read.cgi/livemegami/1680871440/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> 失礼倶楽部おりゅね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:12.88 ID:2bostaNj0<> <a href="../test/read.cgi/livemegami/1680871440/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> 大会終わったらぷよテト即捨てして逃げべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:13.29 ID:/AcgC1+M0<> <a href="../test/read.cgi/livemegami/1680871440/846" rel="noopener noreferrer" target="_blank">&gt;&gt;846</a> <br> うんこちゃんなんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:14.22 ID:Fzzuamyp0<> <a href="../test/read.cgi/livemegami/1680871440/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> ───────────────────失礼 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:17.55 ID:SWYkEwnk0<> <a href="../test/read.cgi/livemegami/1680871440/745" rel="noopener noreferrer" target="_blank">&gt;&gt;745</a> <br> これ100人分の働きしてるホロメンがいると思うとなんともいえないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:18.25 ID:fLxfUKBB0<> マリン「有識者教えて」 <br> プロ「こうすればいいですよ！」 <br> マリン「……」←なにこれ？酷くない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:21.15 ID:BOCHZ/ym0<> それしか言ってなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:25.62 ID:HIe1c6C+0<> あめみやってぷよテト仕様のアステルか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:25.72 ID:+VtrHkc30<> こういう時だけ滑舌がいいのね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:26.88 ID:/ai+C2X70<> ころっくすも見たいわ <br> 忙しすぎるす <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:28.29 ID:meAgwEAq0<> 常夜リペイント名曲だよなフェスで化けた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:29.45 ID:+SD9N5LH0<> 知らん曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 22:04:29.78 ID:sxZTFtfL0<> ころさんのセトリ質です <br> https://i.imgur.com/KAINMYS.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:30.94 ID:AXnHezZb0<> ぺこら枠に神が来る可能性何%？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 22:04:33.61 ID:h+XzqqdN0<> みこちの喉がはち切れそう <>
