名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/07/25(火) 11:22:38.46 ID:d9Xyck2t0<> 許せねえよ <>ビッグモーター&#12791;アンスレ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:44:52.08 ID:4pdev4bQ0<> <a href="../test/read.cgi/livemegami/1690251758/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> は？ <br> 社長雇え <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:44:52.91 ID:ou6mtk7g0<> 上層部はノルマのつもりはないと断言したから <br> これは内部告発待ちだな <br> 今後どれだけ証拠と証言が掘り出せるかで結果が変わっていく <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:44:53.99 ID:05i+Geop0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> いまビッグモーターの話してるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:44:58.95 ID:87EfM9P60<> 強いられてるんだ&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:44:59.22 ID:HuRF9vS+0<> <a href="../test/read.cgi/livemegami/1690251758/770" rel="noopener noreferrer" target="_blank">&gt;&gt;770</a> <br> ええ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:01.11 ID:d0/cSLXe0<> <a href="../test/read.cgi/livemegami/1690251758/716" rel="noopener noreferrer" target="_blank">&gt;&gt;716</a> <br> 有能 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:01.44 ID:A/vuSI3E0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> もしかしてスト鯖って民度最低なんか・・・？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:04.91 ID:aw+eYCHm0<> ヤッテモータ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:04.72 ID:/p6tdJMb0<> 罪を認めたくないから尻尾切りして逃げるんだよな！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:06.60 ID:gcUnDBXJ0<> スピード感あるのはゴルフボールだったなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:12.19 ID:pXPPPrOy0<> ビグモライブでどりゃああああしてるのおまえらだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:12.79 ID:fMzSEEk60<> なんでフラットにすると意志決定が速やかに進むんだ？ <br> 逆だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:12.93 ID:SWAI3xUH0<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> あっこりゃああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:14.92 ID:pueJl+900<> 社長まだ歯茎見せるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:18.08 ID:bOYg5LRM0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> ストリーマーさん視聴者の調教足りてないよ～&#128513; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:23.50 ID:hpKel1cw0<> 工場長震えてるんかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:25.17 ID:buc2kKK50<> 強いてた元凶ですよね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:25.68 ID:8c+IuYZt0<> https://i.imgur.com/ygUVW3u.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:26.20 ID:kliM8T9h0<> 証拠一切残してないから強気なのか気になる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:38.20 ID:n542RUnW0<> わりいやつの顔してるなこいつwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:42.31 ID:hjIeUl5s0<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 枯らしてコンクリで固めたら落ち葉は無くなるもんな <br> 頭良いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:45.01 ID:d0/cSLXe0<> <a href="../test/read.cgi/livemegami/1690251758/739" rel="noopener noreferrer" target="_blank">&gt;&gt;739</a> <br> なにこれ知らねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:45.20 ID:RpzlAbc70<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 厄介反転アンチのお手本みたいなやつだな <br> 嫌ならグダグダ言わずに離れろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:47.20 ID:T6Lh0cId0<> つまり目標を工場長がノルマと勝手に勘違いしてたから俺悪くないもん！ <br>  <br>  <br>  <br> こういうこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:48.07 ID:Z4AcVqrv0<> 僕は悪くないんだあああああ！！！ <br>  <br> うちの上司かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:48.24 ID:WzhWR8JV0<> ファウナをビッグモーター前に植えるFA頼む <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:49.77 ID:678/biig0<> にぃな、グラボ持ってんのにオンボで配信してました(´ ・ω・｀) <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:49.79 ID:pHg0P06r0<> さっきから1人だけヘラヘラした感じで印象悪いビグメンいるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:45:54.97 ID:8gT+rmtQ0<> あんま詳しくないけど街路樹に除草剤撒くのって犯罪にならないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:55.96 ID:m0iZhikU0<> 闇バイトだろもはや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:57.19 ID:M32mSKbe0<> 現場に申し訳ない気持ちでいっぱい(棒読み <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:45:57.59 ID:aw+eYCHm0<> 現場の人間に申し訳ないと言いつつ工場長が悪いとかさ <br> ダブスタすぎんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:00.87 ID:+zgBsEzw0<> 工場長からバックスタブされたらどうすんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:01.26 ID:Is0zp+zS0<> <a href="../test/read.cgi/livemegami/1690251758/746" rel="noopener noreferrer" target="_blank">&gt;&gt;746</a> <br> 安倍理論やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:01.90 ID:r+a/Mg6t0<> <a href="../test/read.cgi/livemegami/1690251758/735" rel="noopener noreferrer" target="_blank">&gt;&gt;735</a> <br> 全国規模だから請求厳しいか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:03.51 ID:gcUnDBXJ0<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:13.23 ID:79QkPkFh0<> もう飽きたろ <br> ビッグモーターの話はやめよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:15.80 ID:Bra5Wi9Z0<> <a href="../test/read.cgi/livemegami/1690251758/782" rel="noopener noreferrer" target="_blank">&gt;&gt;782</a> <br> てかホロライブに対する敵視が凄いだけ <br> にじやぶいすぽはここまで叩かれてない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:21.16 ID:HuRF9vS+0<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> ビグアンいたあ！w <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:25.27 ID:whXnOr2Z0<> <a href="../test/read.cgi/livemegami/1690251758/804" rel="noopener noreferrer" target="_blank">&gt;&gt;804</a> <br> なるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:27.07 ID:kliM8T9h0<> なんG勢い10万超えてるやん <br> ビグモ箱の天下きたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:27.20 ID:hr8Is4Q60<> 全役員知らないで行くのか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:27.13 ID:gM1NUY7X0<> なあ <br> ホロライブもサボってばかりだし“環境整備”しないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:28.14 ID:biePsCMF0<> <a href="../test/read.cgi/livemegami/1690251758/812" rel="noopener noreferrer" target="_blank">&gt;&gt;812</a> <br> 火消し北アァァァァアァ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:30.92 ID:FKmvCO180<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> ごめん、今忙しいからあとにしてくれる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:34.14 ID:MMf+DtUv0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> 残念でもないし当然 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:36.92 ID:7TNTltTJ0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> 配信者がクソ甘いGTAやってるからリスナーが本当のGTAやってるだけだから… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:40.39 ID:Helfuu970<> <a href="../test/read.cgi/livemegami/1690251758/716" rel="noopener noreferrer" target="_blank">&gt;&gt;716</a> <br> 草枯れるわこんなん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:42.92 ID:H/oeszUQ0<> もう工場長とコラボ配信しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:44.07 ID:M32mSKbe0<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> ギャハハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:44.16 ID:+zgBsEzw0<> 現場に申し訳ない… <br> でも全部工場長と板金部門が勝手にやったことです <br>  <br> ウケるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:45.15 ID:gUbDWYsj0<> 工場長が告発側になる可能性ないんかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:49.48 ID:KWuQFAvd0<> <a href="../test/read.cgi/livemegami/1690251758/791" rel="noopener noreferrer" target="_blank">&gt;&gt;791</a> <br> やり合う気満々だろ <br> 弁護士雇ってそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:51.71 ID:mGUupizd0<> こいつのせいで日本の倫理がぶっ壊れた <br> https://i.imgur.com/AZmiSt6.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:52.60 ID:n542RUnW0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> 興味ないから他所でやれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:53.36 ID:+w6A8OOY0<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 反転アンチw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:53.29 ID:oaZ0CKp20<> ビグメンを尊重しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:46:54.03 ID:buc2kKK50<> <a href="../test/read.cgi/livemegami/1690251758/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 草はやしたら減点かよ <br> マイナス突き抜けてるわｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:46:54.48 ID:zzmntFId0<> 海外新人何時から？？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:04.18 ID:cdR5q+910<> 工場長だけのネットワークがあったんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:11.33 ID:hr8Is4Q60<> 役員も監査役も全員無能やから許してくれってことか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:18.52 ID:/jJenqC70<> <a href="../test/read.cgi/livemegami/1690251758/716" rel="noopener noreferrer" target="_blank">&gt;&gt;716</a> <br> 社長暴走し過ぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:19.74 ID:uRrf8mJH0<> <a href="../test/read.cgi/livemegami/1690251758/804" rel="noopener noreferrer" target="_blank">&gt;&gt;804</a> <br> ならなかったらやべえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:22.33 ID:AfCKDmbA0<> <a href="../test/read.cgi/livemegami/1690251758/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> 責任のトリクルダウン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:22.54 ID:NDOuqAFv0<> <a href="../test/read.cgi/livemegami/1690251758/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> だから滅びた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:47:23.11 ID:fMzSEEk60<> ビッグライブに改名しよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:47:24.75 ID:d44w0Gma0<> でも一代でこれだけの会社作り上げたの凄くね？ <br> こんな才能潰したら日本にとって損失でしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:26.42 ID:gcUnDBXJ0<> <a href="../test/read.cgi/livemegami/1690251758/817" rel="noopener noreferrer" target="_blank">&gt;&gt;817</a> <br> 役員が知らないなら指示した工場長が出るべきだよぬ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:27.48 ID:n542RUnW0<> ゴルフボールきたぁ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:27.78 ID:79QkPkFh0<> <a href="../test/read.cgi/livemegami/1690251758/834" rel="noopener noreferrer" target="_blank">&gt;&gt;834</a> <br> 明日じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:34.59 ID:kliM8T9h0<> 再放送コピペにレスしてるガイジ～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:36.60 ID:8QSz66Db0<> <a href="../test/read.cgi/livemegami/1690251758/803" rel="noopener noreferrer" target="_blank">&gt;&gt;803</a> <br> マジで意識低いよな <br> 配信初心者か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:37.07 ID:HLzMJK1z0<> ビッグモーターのコメント欄クソ荒れてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:47:37.99 ID:w4v4Eanc0<> <a href="../test/read.cgi/livemegami/1690251758/834" rel="noopener noreferrer" target="_blank">&gt;&gt;834</a> <br> 明日の昼じゃないの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:42.38 ID:2lHovkTa0<> <a href="../test/read.cgi/livemegami/1690251758/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> その命で責任とってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:47:47.26 ID:NcpgouYF0<> ビクアンきも&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:48.14 ID:HuRF9vS+0<> 刑事告訴どりゃあああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:49.32 ID:T6Lh0cId0<> ゴルフボールきたああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:47:51.35 ID:pHg0P06r0<> <a href="../test/read.cgi/livemegami/1690251758/818" rel="noopener noreferrer" target="_blank">&gt;&gt;818</a> <br> 環境整備って要は商品見えやすくするために周りの邪魔なもの枯らすって意味だけどばりうむでも枯らすの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:51.83 ID:tqBHYTWv0<> <a href="../test/read.cgi/livemegami/1690251758/791" rel="noopener noreferrer" target="_blank">&gt;&gt;791</a> <br> 訴えられるなら死ぬ気で戦うしかないからなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:47:53.84 ID:KWuQFAvd0<> ゴルフボールどんだけ好きなんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:47:57.88 ID:HuRF9vS+0<> ゴルフボールきたああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:02.12 ID:ePPG4TUE0<> <a href="../test/read.cgi/livemegami/1690251758/836" rel="noopener noreferrer" target="_blank">&gt;&gt;836</a> <br> うん <br> 社長も幹部連中もみんな悪くない <br> 一部の部下が勝手にやっただけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:02.88 ID:C8cbYFKl0<> タコパ！ <br> https://i.imgur.com/5NewPJh.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:03.14 ID:/p6tdJMb0<> 炭治郎もタンジェロも怒っていいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:03.67 ID:4pdev4bQ0<> ノルマ設定したのは誰？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:04.81 ID:hr8Is4Q60<> 社長＆役員「「「いやぁ&#12316;初めてしりましたな&#12316;」」」 <br>  <br> 社長「よう知らんけど現場が悪いんちゃう？」 <br>  <br> 大体要約するとマジでこんな感じだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:05.70 ID:87EfM9P60<> 刑事罰ですよ&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:06.75 ID:GOSoe5q80<> ゴルフボール草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:06.89 ID:9d1EXS/r0<> ゴルフボールどりゃあああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:08.92 ID:a9bTSFj+0<> ホロライブもなんか不正してるんだろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:08.69 ID:Bc8FffWc0<> ゴルフボールはもう良いって&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:10.58 ID:k06/e18E0<> 全役員知らなかった <br> 33人の工場長が勝手にやったことでOK？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:12.83 ID:gcUnDBXJ0<> <a href="../test/read.cgi/livemegami/1690251758/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> ビッグライブとどっちが叩かれてる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:20.89 ID:rDK300UL0<> ゴルフどりゃあああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:22.48 ID:M32mSKbe0<> いやー上司無視する工場長怖いなぁ！ <br> 一体誰の指示何や誰の重圧でこうなったんや… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:23.42 ID:+w6A8OOY0<> 罪償えは草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:24.97 ID:pXPPPrOy0<> 社長他人事やん <br> こいつ逮捕しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:26.24 ID:WzhWR8JV0<> 歯茎出すなを草生やすなに戻そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:29.08 ID:YfDI9cvZ0<> ゴルフの人もう辞めてる人だよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:28.96 ID:biePsCMF0<> そろそろ向こうのスレから来てるお客さんも多いからスレ民チェックするぞ <br> これの名前を言ってみろ <br> https://i.imgur.com/1hvCjmY.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:29.86 ID:UW1mox1G0<> 溢れ出るゴルフ愛 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:30.91 ID:QO39jKWl0<> ゴルフボール一点張りか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:32.69 ID:buc2kKK50<> ゴルフばっかりやってを愛してるからな <br> 他人事だけどお前が強いてた結果 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:33.06 ID:kliM8T9h0<> 他人事ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:35.30 ID:HLzMJK1z0<> ほんと他人事みたいな喋り方だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:35.31 ID:WzDHHNZM0<> <a href="../test/read.cgi/livemegami/1690251758/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> あ、アベガーだ！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:36.84 ID:BSRCCPNS0<> <a href="../test/read.cgi/livemegami/1690251758/854" rel="noopener noreferrer" target="_blank">&gt;&gt;854</a> <br> 他事務所の配信コメント荒らすのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:37.01 ID:pueJl+900<> ホロメン見てるか？ <br> これが質だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:37.56 ID:2lHovkTa0<> <a href="../test/read.cgi/livemegami/1690251758/868" rel="noopener noreferrer" target="_blank">&gt;&gt;868</a> <br> OK&#128582;&#8205;♀ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:40.53 ID:kWqKV+xF0<> もしかして本当に社長悪くないのか？&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:45.85 ID:aw+eYCHm0<> ゴルフボール振り回す絵図想像して草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:47.25 ID:U+6akDFw0<> こいつ他人事で草ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:47.24 ID:cdR5q+910<> 罪を償え工場長 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:47.78 ID:mGUupizd0<> 「社員が勝手にやった事！オレは知らなかった！」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:51.10 ID:4d/XXS5i0<> <a href="../test/read.cgi/livemegami/1690251758/876" rel="noopener noreferrer" target="_blank">&gt;&gt;876</a> <br> ピグモン <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:48:51.82 ID:NCq6zk050<> <a href="../test/read.cgi/livemegami/1690251758/876" rel="noopener noreferrer" target="_blank">&gt;&gt;876</a> <br> バルタン星人 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:52.29 ID:TAaVZNxX0<> トップなのになんで他人事みたいに言ってるんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:53.83 ID:HuRF9vS+0<> ビグーラさぁ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> こっから信頼回復するには「メン限ASMR」しかないよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:53.96 ID:/p6tdJMb0<> <a href="../test/read.cgi/livemegami/1690251758/876" rel="noopener noreferrer" target="_blank">&gt;&gt;876</a> <br> ガラモン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:56.03 ID:gcUnDBXJ0<> <a href="../test/read.cgi/livemegami/1690251758/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> 責任取らされてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:48:56.15 ID:IOvZVkxS0<> なんやこいつは… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:49:00.76 ID:hr8Is4Q60<> だからおめーは捜査される側だっつうの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:49:04.71 ID:GOSoe5q80<> 社員に聞いたのに <br>  <br>  <br>  <br>  <br>  <br> わからないけど！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/25(火) 11:49:05.13 ID:RpzlAbc70<> ゴルカス今更開示に震えても遅いぞ <br> 出頭しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:49:05.56 ID:NcpgouYF0<> <a href="../test/read.cgi/livemegami/1690251758/570" rel="noopener noreferrer" target="_blank">&gt;&gt;570</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:49:08.17 ID:fMzSEEk60<> <a href="../test/read.cgi/livemegami/1690251758/859" rel="noopener noreferrer" target="_blank">&gt;&gt;859</a> <br> ｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/25(火) 11:49:08.70 ID:ftjAS6D60<> <a href="../test/read.cgi/livemegami/1690251758/876" rel="noopener noreferrer" target="_blank">&gt;&gt;876</a> <br> ガラモン <>
