名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/02(水) 20:22:38.28 ID:0aVFUYW00<> カバーしろ <>ホロメンのメンタルはボロボロ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:05.43 ID:owr8SuYo0<> 心の中でもヴァロしてるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:06.09 ID:4P/hrdvt0<> <a href="../test/read.cgi/livemegami/1690975358/704" rel="noopener noreferrer" target="_blank">&gt;&gt;704</a> <br> 山田 <br> こより <br> ノエル <br> 天皇 <br> ロボ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:06.91 ID:K9HE5qfv0<> でも泣いてる女の子って可愛いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:07.61 ID:+a0dqcL10<> ロボ子号泣してミュートで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:07.89 ID:9zY7YLFE0<> クソガキもこれちょっとダメージ受けてるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:07.92 ID:FptuEH+20<> マジで刺さりすぎだろ <br> ゴッドミオガチで占い師の才能あって草やわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:09.29 ID:aEhXMnRg0<> ビッグモーター <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:09.10 ID:bSpF6FJm0<> そりゃあさぁ <br> 普段好き勝手やってさぁ <br> 何も責任も持たずさぁ <br> リスクも抱えないような奴がさぁ <br> 人間的に成長するわけないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:09.20 ID:gfzDWq2B0<> その方針転換とやらを運営が何をどう言ってホロメンがどう返答してるのか気になるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:11.07 ID:HAC7Z19g0<> 40代独身無職チビハゲ野郎でも強く生きてるのに何がそんなに悲しいんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:11.74 ID:jz/qCOba0<> <a href="../test/read.cgi/livemegami/1690975358/701" rel="noopener noreferrer" target="_blank">&gt;&gt;701</a> <br> コラ&#128544; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:12.02 ID:ErklxdxS0<> ねねちこねーかなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:12.02 ID:udQn9O9+0<> めごち数字グロいけどなんかあった？ <br> https://i.imgur.com/LZNTuK9.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:12.39 ID:BFT3PeuR0<> <a href="../test/read.cgi/livemegami/1690975358/676" rel="noopener noreferrer" target="_blank">&gt;&gt;676</a> <br> クソ迷惑すぎんだろそんな事されたらアンチになるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:12.45 ID:O0ESlxag0<> <a href="../test/read.cgi/livemegami/1690975358/675" rel="noopener noreferrer" target="_blank">&gt;&gt;675</a> <br> 明るい雰囲気なんてあっさいもんいらないんだわ <br> このハラハラ感こそ求めてるもの <br>  <br> どちらが真のエンターテイナーかな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:12.14 ID:Evq7MRPS0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:13.30 ID:bgO1qwXB0<> こりゃGOD扱いになるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:13.71 ID:ngkMjADk0<> 大人ロボ <br>  <br> アダルトロボってことぉ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:13.40 ID:Cy81pXly0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> こんなんもうミスタードリラーだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:14.37 ID:NgJSb3ZV0<> ヴァロ不評なのホロメンはわかってるっぽいだけで収穫だわ <br> やらせてるのは誰だ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:14.69 ID:Ydugkgiz0<> <a href="../test/read.cgi/livemegami/1690975358/494" rel="noopener noreferrer" target="_blank">&gt;&gt;494</a> <br> 伝説の大神ミオ家族会議第8回 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:15.08 ID:9tXeSyJS0<> たしかに <br>  <br>  <br>  <br>  <br> さくらみこのライブ一人だけハブられてるしなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:15.23 ID:wwQey5e/0<> ミオしゃ優しいよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:15.05 ID:HGmAFezk0<> クソガキにも張り手して泣かしてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:15.37 ID:xLipnWSw0<> これ次だれ呼べば良いんだ？船長もワンチャン号泣するだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:16.88 ID:mmkZ/a130<> 浄化すべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:18.27 ID:tOxVl16l0<> <a href="../test/read.cgi/livemegami/1690975358/676" rel="noopener noreferrer" target="_blank">&gt;&gt;676</a> <br> 大迷惑で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:19.26 ID:ep3uOl/R0<> こんな相談に殴られて効かない方がすげえよ <br> 占ってる側も引っ張られて壊れるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:19.05 ID:eA4VYQ000<> 完全にメンタルヘルスで笑うわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:19.73 ID:3BgoTMoP0<> まつりさぁ、チームのエースのメンタルまで下げてるくせに、ガチ気取りか…&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:20.09 ID:wH/ubh/C0<> これ以上素直になったらもっと酷いことになるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:20.17 ID:dIxHPU9E0<> こ <br> れ <br> ま <br> じ <br> で <br> ヴァロコメントで批判しまくったらホロメン壊せるぞ <br>  <br> ホロメン壊せたらもう2度とこんな愚かな企画は辞めさせられる&#128052; <br>  <br> こ <br> れ <br> ま <br> じ <br> で <br> ヴァロコメントで批判しまくったらホロメン壊せるぞ <br>  <br> ホロメン壊せたらもう2度とこんな愚かな企画は辞めさせられる&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:20.25 ID:82kcyBHP0<> つぎサカマタでしょ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:21.40 ID:wRhICMzK0<> まつりちゃん来てくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:22.12 ID:liJZcONz0<> 人間関係でいいとこ取りはできないって俺の言葉が刺さりまくってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:22.82 ID:7PbC6R2g0<> ホロライブ無くなっても1番やってけるのはミオかもしれん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:22.85 ID:iIrB4IQD0<> 正論パンチやめろ <br> https://i.imgur.com/aPeUosR.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:23.12 ID:/f7ZKnhf0<> <a href="../test/read.cgi/livemegami/1690975358/566" rel="noopener noreferrer" target="_blank">&gt;&gt;566</a> <br> ガチのガチ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:26.10 ID:PElRPbq/0<> こよりはスケベ犬ですっていつから擦ってんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:26.49 ID:nn2wafNd0<> 今のところ泣いたやつってだれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:26.68 ID:BjGEmV660<> <a href="../test/read.cgi/livemegami/1690975358/646" rel="noopener noreferrer" target="_blank">&gt;&gt;646</a> <br> 見ないだけならいいけど叩くからな厚顔無恥ってのはこういうことを言うんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:27.03 ID:RGG0EaUt0<> こよりの配信に逃げたら温度差凄過ぎて風邪引くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:28.36 ID:EBWm1e060<> 占いじゃなくて完全にメンタルケアの件ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:28.87 ID:9+HG9ovs0<> 配信なんてマイペースでやってなんぼだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:28.94 ID:OvIOYVZz0<> てもロボ子はヴァロラント普通に配信でやってたろ <br> ゲーム自体は問題ないんじゃないメンバーが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:29.31 ID:t7bjQ3d70<> 東京に家建てるくらい儲けてて泣かれても・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:30.09 ID:EcIh+koU0<> <a href="../test/read.cgi/livemegami/1690975358/789" rel="noopener noreferrer" target="_blank">&gt;&gt;789</a> <br> 山ちゃん来てたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:31.43 ID:FptuEH+20<> ロボ子、ホリメンやめます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:32.86 ID:UFIWe6A00<> ホロアンが優しさに包まれるとか異常事態だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:34.34 ID:DqWuiPBX0<> メルさんもマイペースのままでいいよな <br> 激推し聞いてるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:34.64 ID:dR8MvGL40<> 今来た俺全く話についていけないんだが <br> みこち見てライブよかったねーしてたほうがええんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:34.73 ID:70LvdmQ/0<> ミオしゃをケアしてる♂置いとくぞ <br> https://i.imgur.com/zJSGQ5b.jpg <br>  <br> https://i.imgur.com/Nze5o8i.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:35.39 ID:CaaVFBpp0<> ホロは初期に親方とミオしゃ引き当てたのが最大の幸運だったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:35.52 ID:gML6ZFXO0<> これ非公開なる可能性あるわ <br> みとかんといけん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:35.44 ID:fin5WsL50<> <a href="../test/read.cgi/livemegami/1690975358/725" rel="noopener noreferrer" target="_blank">&gt;&gt;725</a> <br> ダウト&#128294; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:36.24 ID:DOpZeb5A0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> B型の長所だよな <br> 本人は周りに合わせてないだけなのに人を引っ張る強さがある <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:38.05 ID:Cszs8eTa0<> <a href="../test/read.cgi/livemegami/1690975358/747" rel="noopener noreferrer" target="_blank">&gt;&gt;747</a> <br> エロい方に行くしかないのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:38.53 ID:HAC7Z19g0<> マイペースにずっとヴァロやってますやん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:38.69 ID:p+KIkjNX0<> ロボ子がマイペースにやってええのか？ <br> もっと数字消えそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:38.84 ID:vyPKpT5b0<> 表ヴァロは辛くて <br> 裏ヴァロは楽しいのなーぜなーぜ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:39.50 ID:I2nieSF/0<> ぐるぐるなんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:39.58 ID:QE7cEJYd0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:40.26 ID:AvhXrnHN0<> ミオも昔はガチ泣きしてたよな <br> 自分は生姜焼きになりたかったのにお味噌汁だって <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:40.67 ID:/HtlAXI70<> ミオしゃ一人で配信してる？ <br> ロボ子返事ないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:40.58 ID:bjgu6AHD0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> このガワめちゃくちゃ可愛い&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:40.75 ID:5HsLag8h0<> &#128058;（味噌汁に戻りてぇ） <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:42.31 ID:Eecy7XH90<> ミオもそろそろキツそう&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:42.72 ID:oY+Yd0q90<> <a href="../test/read.cgi/livemegami/1690975358/824" rel="noopener noreferrer" target="_blank">&gt;&gt;824</a> <br> それはsou <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:43.62 ID:5UidGA8C0<> <a href="../test/read.cgi/livemegami/1690975358/713" rel="noopener noreferrer" target="_blank">&gt;&gt;713</a> <br> まあそれはそうだな <br> そういえばぺこらも同じようなこと言ってたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:43.43 ID:70xiRpy40<> いやそれは心の中の悪魔に負けるということでは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:44.99 ID:nFM+IS9D0<> <a href="../test/read.cgi/livemegami/1690975358/768" rel="noopener noreferrer" target="_blank">&gt;&gt;768</a> <br> この前やってたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:45.14 ID:HswHl8kp0<> <a href="../test/read.cgi/livemegami/1690975358/719" rel="noopener noreferrer" target="_blank">&gt;&gt;719</a> <br> つまりスバちょこるなたんてガチでお互いに理想の組み合わせじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:45.31 ID:P4QIPPZ+0<> もしかしてこれ運営指示でメンタルケアさせるための配信？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:46.95 ID:WshtVEIZ0<> そらちゃんが泣くのは意外やな&#129402;もっとメンバーと遊び行ったりコラボしたり仲良くしなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:47.20 ID:wwQey5e/0<> <a href="../test/read.cgi/livemegami/1690975358/827" rel="noopener noreferrer" target="_blank">&gt;&gt;827</a> <br> 団長、そら、ロボ <br> 3連発です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:47.67 ID:51A80snV0<> あまりにも占い師の才能がありすぎる女 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:47.92 ID:nYOHLhpd0<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> でもPVには出たよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:47.95 ID:jcHq6duz0<> <a href="../test/read.cgi/livemegami/1690975358/789" rel="noopener noreferrer" target="_blank">&gt;&gt;789</a> <br> ファッ！？山田も来たのか <br> ありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:48.06 ID:musF35qa0<> ラミィの案件のゲームってミストレ作ってる会社なのか <br> 一般ゲーム作るようになるとはなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:48.66 ID:ngkMjADk0<> もう素直にホリメンギブアップしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:49.07 ID:UtLIs0z40<> <a href="../test/read.cgi/livemegami/1690975358/709" rel="noopener noreferrer" target="_blank">&gt;&gt;709</a> <br> プライベートでヴァロ遊んでるくせに案件だとメンタル壊すって調子いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:49.29 ID:xMvpqViQ0<> <a href="../test/read.cgi/livemegami/1690975358/827" rel="noopener noreferrer" target="_blank">&gt;&gt;827</a> <br> 最初以外全員 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:51.21 ID:HY8vlFct0<> すまんいま来たけどなんかとんでもない配信やってるみたいやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:52.19 ID:d0KWFkvo0<> ホリメンだけ見れるホリジュールを作ってデフォルト表示にすればホロメンからホリメンへ誘導できるんじゃないだろうか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:52.57 ID:0888CzFJ0<> <a href="../test/read.cgi/livemegami/1690975358/725" rel="noopener noreferrer" target="_blank">&gt;&gt;725</a> <br> この言い方ヴァロ求められてないことわかってるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:52.82 ID:8iYuc74i0<> FPS大会ホロで二度と出来ないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:53.12 ID:P53+J1Dn0<> こ　　　　　　　　　　　　　　　　やべえ！ <br> れ　　　　やばい！ <br> ま　　　　　　　　　　　　　　　　　　　　　　まずい！ <br> じ　　　　　　　　　　　　　すごい！ <br> で <br> ヴァロコメントで批判しまくったらホロメン壊せるぞ <br>  <br> ホロメン壊せたらもう2度とこんな愚かな企画は辞めさせられる&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:53.75 ID:VjaAY1Ub0<> 巨大ホタテ食え <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:53.92 ID:vlTz09oH0<> 自分を抑えている気持ち <br>  <br>  <br>  <br>  <br> ヴァロやりたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:53.83 ID:T5RSDvJC0<> Bチームどんな顔して明日の大会出るんだよ <br> 雰囲気ヤバすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:54.29 ID:ARJRwss20<> これもうドキュメンタリーだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:54.06 ID:Zwrd6gRc0<> 何この空気・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:54.67 ID:qYtZCxXI0<> &#128170;&#128058; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:55.92 ID:HHqn3fmY0<> インドネシアは基本辛いのしかねえのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:55.93 ID:wQX1uo1I0<> みおしゃホロメンへの影響力凄そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:55.87 ID:ydwaHBq90<> 誰かと話し合い…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:56.41 ID:wH/ubh/C0<> <a href="../test/read.cgi/livemegami/1690975358/839" rel="noopener noreferrer" target="_blank">&gt;&gt;839</a> <br> ホンマイケメンやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:56.78 ID:O3MCDE4L0<> にぃなの&#128169; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:57.49 ID:TIdA9wdZ0<> みこがひっそりとオワコンになってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:59.00 ID:xZ0T4+PC0<> にぃな～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:28:59.27 ID:Xk8yEKoy0<> <a href="../test/read.cgi/livemegami/1690975358/837" rel="noopener noreferrer" target="_blank">&gt;&gt;837</a> <br> メルさんはメンタル強いから無敵やろ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:59.65 ID:ECgEMlua0<> すまん、冷静に考えてなんでロボ子が泣いてるんだ？ <br> ブルジャニ出たかったのにホリメン行きにされたねねち <br> それに加えて真面目に指示出してたら叩かれたまつり <br> まつりに怒られたクソガキ <br> 裏ヴァロバレて言い訳し始めたござる <br> あたりが泣くならまだしもロボ子ってだんごボイチャ事件バラした本人じゃなかったっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:28:59.91 ID:0V0EoBAP0<> <a href="../test/read.cgi/livemegami/1690975358/444" rel="noopener noreferrer" target="_blank">&gt;&gt;444</a> <br> 数字で”何か”が決まってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:00.38 ID:jz/qCOba0<> もうヴァロやめよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:01.24 ID:Xv5xxCrc0<> なんやこれ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:01.95 ID:XRAaUxYo0<> <a href="../test/read.cgi/livemegami/1690975358/547" rel="noopener noreferrer" target="_blank">&gt;&gt;547</a> <br> あくあは単にモチベがないだけって自白してるからな・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:01.91 ID:/kHSESiI0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:02.21 ID:RtPH3Rdy0<> 人の話を聞くこと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:02.96 ID:5vXAvqbM0<> <a href="../test/read.cgi/livemegami/1690975358/839" rel="noopener noreferrer" target="_blank">&gt;&gt;839</a> <br> でもタマナシじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:04.08 ID:4PSbs5ux0<> ？？？「vtuberってメンタルなんだわ」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:04.23 ID:u7V5rE/Z0<> ルーナ来てくれ <br> この空気を吹き飛ばしてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:04.98 ID:wRhICMzK0<> うんうん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:05.17 ID:9zY7YLFE0<> うんうん <br> うんうん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:05.33 ID:0LtUJ5e10<> かざまとねね <br> ポニーテールとしゅしゅ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:05.60 ID:4iXxBJYB0<> うんうん。 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:05.80 ID:VVsSIutw0<> 張り手どりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:06.52 ID:RxGkPAzH0<> 泣いてないでちゃんと聞けよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:04.08 ID:GOa3QTA00<> ヴァロが悪いんじゃなく一人でイライラして空気壊した激推しが悪いんだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:06.99 ID:FlT+8hmG0<> ろぼーこ平気そうだったけどそうでもなかったのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:07.24 ID:G9eUy6dt0<> ロボ子お返事して？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:07.77 ID:EvlVLJ5K0<> <a href="../test/read.cgi/livemegami/1690975358/826" rel="noopener noreferrer" target="_blank">&gt;&gt;826</a> <br> アンジュとの枠で言われたんじゃなかったっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:08.61 ID:Evq7MRPS0<> 〆はわためでいこう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:08.88 ID:fin5WsL50<> 今かｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:09.14 ID:4P/hrdvt0<> ミオしゃ宗教団体の教祖の素質あるわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:10.24 ID:Ui53iCRt0<> これ張り手です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:10.12 ID:7hi86Iwd0<> やべえ張り手来て草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:10.41 ID:V6XwhOQj0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> モグラすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:10.41 ID:hJaKKsx10<> ＢチームのIGLろぼーこでいいとおもうんだ <br> キルとってるから誰も文句言えんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:10.70 ID:m4ISPhb60<> <a href="../test/read.cgi/livemegami/1690975358/800" rel="noopener noreferrer" target="_blank">&gt;&gt;800</a> <br> すまん今みこの配信なんか見てる場合やないんや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:10.69 ID:eFWjtgcF0<> すまん、さすがにDMで慰めていいか？ <br> https://i.imgur.com/dmsOlag.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:13.11 ID:Wn1VwLaW0<> こより！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:29:14.09 ID:K9HE5qfv0<> これもしかして7期くる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:29:14.09 ID:Vw/MtYSg0<> 楽しくやるはずがガチになってたから皆病んでるなヴァロは <>
