名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/18(金) 23:40:31.05 ID:qqFV2MvU0<> &#128003; <>牛 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:54:47.03 ID:Z7dPny1X0<> <a href="../test/read.cgi/livemegami/1692369631/531" rel="noopener noreferrer" target="_blank">&gt;&gt;531</a> <br> 再放送はどうなんだ？ <br> ガチで初見のていで行くのも寒いし <br> かと言って既プレイの反応でいくのもな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:48.50 ID:porV0FcI0<> <a href="../test/read.cgi/livemegami/1692369631/739" rel="noopener noreferrer" target="_blank">&gt;&gt;739</a> <br> そもそもでかいタイアップこないんじゃどうしようもなくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:48.45 ID:39DyqTX90<> ほんとフレアってズレてるんだなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:48.85 ID:gvPsv6RA0<> モォ～終わり？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:50.88 ID:vjIMEQFf0<> セレちゃんの質なしトークかわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:54:50.89 ID:G/qerVTc0<> もう終わりなの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:50.94 ID:9ZT6dZAp0<> 結局最高の登山をかましたのがラストのセレーナか <br> 大成功じゃないか　バリウム運営は意外とやるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:54:50.89 ID:bC7cEd3s0<> 1125！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:54:51.91 ID:a6K7DJyX0<> ギアス最終回で２万だっけ？バケモンだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:55.55 ID:JHzRZ2oG0<> バリウムの話するやつ、全員にじホロまとめ民ですｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:54:56.92 ID:V+5Ri3vI0<> <a href="../test/read.cgi/livemegami/1692369631/725" rel="noopener noreferrer" target="_blank">&gt;&gt;725</a> <br> ないと絶対無理 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:54:57.59 ID:io9G4B910<> <a href="../test/read.cgi/livemegami/1692369631/684" rel="noopener noreferrer" target="_blank">&gt;&gt;684</a> <br> 初配信除くソロ枠最高記録 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:54:59.56 ID:TuSwWbOd0<> <a href="../test/read.cgi/livemegami/1692369631/730" rel="noopener noreferrer" target="_blank">&gt;&gt;730</a> <br> そんなに伸びてほしくないとか書いてるやつここにも大量にいるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:01.08 ID:gX2+sFld0<> 俺のちゆ殿見つかって欲しくないんだけど大丈夫そ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:01.50 ID:Pug2r+Qk0<> <a href="../test/read.cgi/livemegami/1692369631/714" rel="noopener noreferrer" target="_blank">&gt;&gt;714</a> <br> 推し活はそれが一番楽しいまである <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:02.33 ID:6SP+YBiv0<> <a href="../test/read.cgi/livemegami/1692369631/642" rel="noopener noreferrer" target="_blank">&gt;&gt;642</a> <br> これ倶楽部 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:04.20 ID:Qrr0OavM0<> セレちゃん終わらないで&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:03.90 ID:HIJzqceT0<> レイドリレーつええわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:04.10 ID:tJDq1ipk0<> <a href="../test/read.cgi/livemegami/1692369631/722" rel="noopener noreferrer" target="_blank">&gt;&gt;722</a> <br> 中華サイトに昔のMGSの動画あるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:03.81 ID:hf8m/gwN0<> <a href="../test/read.cgi/livemegami/1692369631/665" rel="noopener noreferrer" target="_blank">&gt;&gt;665</a> <br> 怪しいのはお前の頭だろ <br> 何今からぺこらの裏の心配してんだよ糞ガイジ <br> 馬鹿しかいねーな野うさぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:04.38 ID:HOd2WxBh0<> 1,125が天井やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:06.64 ID:b3gnthzc0<> 王の宣伝 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:07.14 ID:ng3WkupI0<> セレちゃん可愛い&#128525;&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:08.34 ID:dflrS/9u0<> <a href="../test/read.cgi/livemegami/1692369631/754" rel="noopener noreferrer" target="_blank">&gt;&gt;754</a> <br> コボカナエル <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:08.71 ID:neAJiF5v0<> <a href="../test/read.cgi/livemegami/1692369631/386" rel="noopener noreferrer" target="_blank">&gt;&gt;386</a> <br> にぃな企画、セレ歌、にゃにゃせ歌 <br> この辺りが同接1000安定位まで強くなれれば箱同接はネズミ算式に増えて行きそうだけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:10.49 ID:PXxODalX0<> ニヤニヤw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:10.87 ID:dHKqIFlm0<> ぺっさん何回告知してんねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:13.22 ID:1dZAcxeJ0<> お盆は影廊ござる最強だったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:13.70 ID:/id/RpXg0<> 同接にはにじに負け、質ではバリウムに負け <br> ホロライブどうしちゃったの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:15.33 ID:jcvRsUKo0<> <a href="../test/read.cgi/livemegami/1692369631/630" rel="noopener noreferrer" target="_blank">&gt;&gt;630</a> <br> セレちゃん入れたら旧すいの敗北が確定してしまうからな <br> さすが大資本はやることが汚い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:16.22 ID:gMpU7YRV0<> <a href="../test/read.cgi/livemegami/1692369631/719" rel="noopener noreferrer" target="_blank">&gt;&gt;719</a> <br>  <br> https://i.imgur.com/mkzgXNU.jpeg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:16.38 ID:fmN9IM9i0<> すいちゃんよりムーナなリスの方が上手いとか言ってるヤツはアホ <br> そこら辺のオペラ歌手の方がYOASOBIやバウンディやADOよりも歌は上手い <br> でも今の大衆にオペラ歌手の歌が響きますか？ <br> 結局ある程度の歌唱力があれば後は声のエモさや表現や曲が重要なんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:17.87 ID:yeSHMmqU0<> もう終わりかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:20.57 ID:TzY6I6zg0<> <a href="../test/read.cgi/livemegami/1692369631/774" rel="noopener noreferrer" target="_blank">&gt;&gt;774</a> <br> 俺もそこで気絶してしまった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:21.46 ID:2IWTeaG60<> <a href="../test/read.cgi/livemegami/1692369631/778" rel="noopener noreferrer" target="_blank">&gt;&gt;778</a> <br> ニコニコ組は知ってるだろ多分 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:21.22 ID:VFJePw1N0<> ハピエン風だけど、このあとレム誰です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:21.96 ID:I+/q3cut0<> セレちゃんは歌と愛嬌のギャップがすごい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:22.13 ID:o/wi35fu0<> セレちゃんが一番若いってのはなんとなく理解できる <br> 素直すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:22.73 ID:dwn5CoKe0<> <a href="../test/read.cgi/livemegami/1692369631/700" rel="noopener noreferrer" target="_blank">&gt;&gt;700</a> <br> 否定から入るタイプだろフレアは <br> 会話聞いててもわかるじゃん自分は賢いって思ってる凡人 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:23.18 ID:JHzRZ2oG0<> <a href="../test/read.cgi/livemegami/1692369631/588" rel="noopener noreferrer" target="_blank">&gt;&gt;588</a> <br> 耳鼻科行け、な？ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:23.48 ID:V5RVUE770<> フレア会話苦手部か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:24.70 ID:62swptJ+0<> <a href="../test/read.cgi/livemegami/1692369631/798" rel="noopener noreferrer" target="_blank">&gt;&gt;798</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:25.68 ID:fHOdH6Vr0<> 最後の曲くっぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:25.79 ID:MHhDNgK20<> <a href="../test/read.cgi/livemegami/1692369631/659" rel="noopener noreferrer" target="_blank">&gt;&gt;659</a> <br> アフィられて喜んでるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:26.51 ID://wk+wMZ0<> せめて1129行けよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:27.16 ID:OsSqe7+R0<> <a href="../test/read.cgi/livemegami/1692369631/465" rel="noopener noreferrer" target="_blank">&gt;&gt;465</a> <br> ボイトレすればいいのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:29.52 ID:IFvom6jk0<> <a href="../test/read.cgi/livemegami/1692369631/730" rel="noopener noreferrer" target="_blank">&gt;&gt;730</a> <br> 弱小の方が育てがいがあるとかプロデューサー面してるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:32.78 ID:FYhC1KYi0<> バリに流れるのも納得だわ <br> 見る目あるやつほど早く推してる印象 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:32.78 ID:t9dyXL2A0<> <a href="../test/read.cgi/livemegami/1692369631/787" rel="noopener noreferrer" target="_blank">&gt;&gt;787</a> <br> 流石にギアスまではな <br> 知名度が違いすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:32.79 ID:pK503mKo0<> ぼざろブームすらとっくに終わって中古屋に黒いギターがいっぱいってXで見た <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:33.10 ID:A+cRpQ8+0<> バリウムあんま興味なかったけど実況すると発狂する奴いるから面白くて実況し始めたわ <br> アンスレしか居場所ないやつの居場所奪うの気持ちいい&#129396; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:35.00 ID:Qrr0OavM0<> トークがなぜかカワイイ牛 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:35.16 ID:8SzSDAuR0<> <a href="../test/read.cgi/livemegami/1692369631/674" rel="noopener noreferrer" target="_blank">&gt;&gt;674</a> <br> まったり釣り雑談は普通に出来てたよね？ <br> 同時視聴だって先週はなんの問題もなく出来てたよね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:35.52 ID:nfvi6Hl60<> リゼロの同時視聴1.5万出てるのかよ <br> 6000くらいまで落ちると思ってたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:35.83 ID:AH0HuImx0<> <a href="../test/read.cgi/livemegami/1692369631/681" rel="noopener noreferrer" target="_blank">&gt;&gt;681</a> <br> いうて1～3もリメイクまだ発売されてないしなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:36.98 ID:pIg/NV8j0<> セレちゃん可愛いんだけど&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:37.24 ID:NCF2I3vs0<> <a href="../test/read.cgi/livemegami/1692369631/611" rel="noopener noreferrer" target="_blank">&gt;&gt;611</a> <br> いなかったらただのみこめっとだからいるぞ <br> 何が起こるかわからんというスパイスだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:37.15 ID:r/QQfE7/0<> みこち、ゆるキャンのサウンドトラック持ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:37.56 ID:6SP+YBiv0<> <a href="../test/read.cgi/livemegami/1692369631/791" rel="noopener noreferrer" target="_blank">&gt;&gt;791</a> <br> 何人中何人いるかデータ出してからまた来てください&#128527; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:37.98 ID:YiwUXD2u0<> 正直ぺっさんメタルギア数字出る気がしないんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:39.03 ID:2D+jaJ010<> でもレムのがいいよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:39.37 ID:TS+n7nFX0<> <a href="../test/read.cgi/livemegami/1692369631/778" rel="noopener noreferrer" target="_blank">&gt;&gt;778</a> <br> せめてポルカがいれば… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:39.39 ID:gMpU7YRV0<> セレちゃん行かないで&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:41.42 ID:vdxyQBiF0<> <a href="../test/read.cgi/livemegami/1692369631/812" rel="noopener noreferrer" target="_blank">&gt;&gt;812</a> <br> あれお風呂タイムだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:41.42 ID:1PO+WEZa0<> 最後全員でwe are the world 歌ったらめちゃくちゃおもろいのにそういうのないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:41.83 ID:Pug2r+Qk0<> <a href="../test/read.cgi/livemegami/1692369631/754" rel="noopener noreferrer" target="_blank">&gt;&gt;754</a> <br> 友人Ａ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:43.52 ID:luDH107Y0<> <a href="../test/read.cgi/livemegami/1692369631/798" rel="noopener noreferrer" target="_blank">&gt;&gt;798</a> <br> 辛辣で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:43.70 ID:Ht6cF5h/0<> あしたすいすいと何話そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:45.75 ID:F0Mr1wju0<> スバル最後のシーン見ません <br> 終わります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:45.72 ID:JS9kAe520<> セレちゃんマジで性格も良さそうなんだよなあ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:47.58 ID:V+5Ri3vI0<> ホロもう一年がルーティーン化しててつまんねーからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:50.09 ID:L+700cSk0<> お水を飲みます&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:51.84 ID:vnPygf7F0<> <a href="../test/read.cgi/livemegami/1692369631/659" rel="noopener noreferrer" target="_blank">&gt;&gt;659</a> <br> 要はホロが連日ボロ負けしてたからさも質重視ですよみたいな感じで現実逃避してるだけだろ <br> でも身に染み付いた数字根性は抜けないと <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:52.43 ID:TuSwWbOd0<> <a href="../test/read.cgi/livemegami/1692369631/837" rel="noopener noreferrer" target="_blank">&gt;&gt;837</a> <br> 効いてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:52.64 ID:CyEvvkY70<> やっぱさくらみこちゃんが1番かわいくて面白いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:53.70 ID:Ds5uOiXP0<> <a href="../test/read.cgi/livemegami/1692369631/739" rel="noopener noreferrer" target="_blank">&gt;&gt;739</a> <br> 俺には分かるがお前は反転民だな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:54.57 ID:iD6kV4Ig0<> スバルハピエンに拍手です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:55.35 ID:YA1b0All0<> <a href="../test/read.cgi/livemegami/1692369631/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> 萎えたわ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:55:55.94 ID:9ZT6dZAp0<> このにぃなからはじまってセレで終わらせる <br> 歌の打順考えたやつはカバーにスカウトすべきかもしれんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:56.66 ID:YBTzVuJN0<> セレちゃんガワをケモノにする必要無かったよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:58.86 ID:MHhDNgK20<> <a href="../test/read.cgi/livemegami/1692369631/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> 単発で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:55:59.69 ID:sOa6NNan0<> スバル <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:00.37 ID:J81W7ygQ0<> 絶対ハピエンっていうと思ったわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:02.11 ID:06ZAardy0<> 群馬しらけんの聖地です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:04.04 ID:WEeg8msp0<> <a href="../test/read.cgi/livemegami/1692369631/813" rel="noopener noreferrer" target="_blank">&gt;&gt;813</a> <br> ノエルが初耳状態だったけどどうなんだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:04.79 ID:IeOURkdW0<> <a href="../test/read.cgi/livemegami/1692369631/787" rel="noopener noreferrer" target="_blank">&gt;&gt;787</a> <br> あれが最高かな <br> 強いていうならあとファテゼロくらいか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:04.98 ID:vjIMEQFf0<> ファンサ歌え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:05.93 ID:JvA4F4kZ0<> いやハピエンじゃねえんだよなあ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:06.79 ID:vdxyQBiF0<> セレちゃんラストか…&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:07.75 ID:WLaIfGVw0<> <a href="../test/read.cgi/livemegami/1692369631/713" rel="noopener noreferrer" target="_blank">&gt;&gt;713</a> <br> 倶楽部のメインターゲットだし実況してる奴がどこから来てるのかよく分かるだろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:09.18 ID:fmN9IM9i0<> バリガイって一生倶楽部の一般人追っかけてスクショ貼りつけてるけどそれなんか楽しいの？ <br> それ一般人やで <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:09.93 ID:EGHxeROi0<> バリウムみんな配信楽しい楽しい言う子ばっかなんよ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:12.44 ID:yNprALPn0<> セレちゃん話の内容からいい子にじみ出てるのすごい <br> 生主でこんなのおらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:12.44 ID:vtPvKNlm0<> <a href="../test/read.cgi/livemegami/1692369631/828" rel="noopener noreferrer" target="_blank">&gt;&gt;828</a> <br> 何故歴史は繰り返すのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:14.00 ID:3ZsZ5qy60<> 花に亡霊か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:14.57 ID:9dKIy8EF0<> セレちゃんは可愛いなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:14.78 ID:TuFLnyo40<> こんなんハピエンじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:15.17 ID:dflrS/9u0<> <a href="../test/read.cgi/livemegami/1692369631/780" rel="noopener noreferrer" target="_blank">&gt;&gt;780</a> <br> 一応来年にタイアップ系は用意されてるみたいだけど <br> 多分糞アニメだろうしな（暴言 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:16.71 ID:t9dyXL2A0<> <a href="../test/read.cgi/livemegami/1692369631/832" rel="noopener noreferrer" target="_blank">&gt;&gt;832</a> <br> リゼロは後半盛り上がるタイプだからな <br> 前半さえ耐えれればの話だけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:17.28 ID:5Q6VeMQC0<> <a href="../test/read.cgi/livemegami/1692369631/853" rel="noopener noreferrer" target="_blank">&gt;&gt;853</a> <br> 言うまでもないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:17.30 ID:bC7cEd3s0<> おいおと4分だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:20.81 ID:gAudGd2A0<> スバルリゼロハピエンで歓喜してます <br>  <br>  <br> この後レム誰来ます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:21.21 ID:2IWTeaG60<> <a href="../test/read.cgi/livemegami/1692369631/818" rel="noopener noreferrer" target="_blank">&gt;&gt;818</a> <br> じゃあにじで誰が上手いと思う？ <br> ちまとかより上手いと思うぞEnna <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:22.65 ID:UU8tZiZ00<> <a href="../test/read.cgi/livemegami/1692369631/792" rel="noopener noreferrer" target="_blank">&gt;&gt;792</a> <br> 酒飲み続けたら見つかる可能性ある <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:22.61 ID:gFrw+rL/0<> はーはやくこの眩しい笑顔曇らせたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:23.20 ID:8H+TZiQB0<> バリガイうざいしもう移住しようぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:23.66 ID:5c+spiNl0<> <a href="../test/read.cgi/livemegami/1692369631/788" rel="noopener noreferrer" target="_blank">&gt;&gt;788</a> <br> そうだったのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:22.81 ID:LsSwzzku0<> 知ってる曲来い… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:24.98 ID:E/WCOSMU0<> 怪獣&#12316;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:24.98 ID:5w+nEfIm0<> リゼロ1期面白いじゃん <br> 2期そんなつまらんのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:27.71 ID:6SP+YBiv0<> <a href="../test/read.cgi/livemegami/1692369631/852" rel="noopener noreferrer" target="_blank">&gt;&gt;852</a> <br> 俺の勝ちな <br> 「大量」にいるデータ出してください&#128527; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:29.23 ID:J81W7ygQ0<> スバルハピエンで終わったと思ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:29.23 ID:ij3UMDcc0<> <a href="../test/read.cgi/livemegami/1692369631/858" rel="noopener noreferrer" target="_blank">&gt;&gt;858</a> <br> 本人が気に入ってるからええやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:29.58 ID:d9MaanN00<> このままだと今月こよりがトップになるのか <br> ぺこら2日でクリアして次の週耐久やれよ <br> こよりトップはまだ早いやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:29.97 ID:mm2QqeKW0<> <a href="../test/read.cgi/livemegami/1692369631/831" rel="noopener noreferrer" target="_blank">&gt;&gt;831</a> <br> どう見てもしらけんやるためのリスケやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:30.55 ID:I+/q3cut0<> &#129412;セレちゃん信じてええんか…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:31.22 ID:HOd2WxBh0<> <a href="../test/read.cgi/livemegami/1692369631/879" rel="noopener noreferrer" target="_blank">&gt;&gt;879</a> <br> アンカー特権や <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:34.25 ID:HJI79+2o0<> 7期生は下手にカバーの採用基準で取ってきた人よりバリウムそのまま買い取って再デビューの方が人気出そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:34.65 ID:FGQiZOhY0<> <a href="../test/read.cgi/livemegami/1692369631/832" rel="noopener noreferrer" target="_blank">&gt;&gt;832</a> <br> おまえリゼロなめすぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:39.79 ID:941hi3yn0<> <a href="../test/read.cgi/livemegami/1692369631/611" rel="noopener noreferrer" target="_blank">&gt;&gt;611</a> <br> ポルカがいないまったり雰囲気いいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:40.30 ID:Bw1/pMNS0<> セレちゃんとかいう広い海を見せただけで感動して泣きそうな牛 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:40.64 ID:sOa6NNan0<> ２期見ざる負えなくなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:56:42.58 ID:6SP+YBiv0<> <a href="../test/read.cgi/livemegami/1692369631/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> ナハーハ <br>  <br> グルグルのせいだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:42.63 ID:mLDZV0pu0<> セレちゃんは性格良いのが伝わってくるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:56:43.81 ID:YA1b0All0<> ミスチルくる？ <>
