名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/28(火) 19:21:31.57 ID:qov6fbHX0<> たそ&#128546; <>カズさん質です 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:49.56 ID:6Edw8QGW0<> 中国？台湾？語でもわいせつタワーなんだな <br> https://i.imgur.com/VMTc7ne.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:50.92 ID:3jU4hc2U0<> 山田、もうホロ辞めてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:51.77 ID:jW69aq+L0<> かなたんまだ置物なおってないのかｗｗｗｗ <br> ほんま困ったもんやな。オウムだったり置物だったり <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:54.71 ID:n5zuHvhP0<> たそ以外の枠ではたそがいないのけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:28:54.42 ID:6psXSq4a0<> へい民はこんなかなた見てなんとも思わんのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:28:55.81 ID:XrQf75TQ0<> かなたそミュートにしちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:56.52 ID:maFVG4Uk0<> ホロメンがガンガン絡んでくるから周り困惑してそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:57.51 ID:YGlOYuOu0<> 愛され系らぷーら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:57.97 ID:OHRZsb3o0<> エンドラ討伐はおんりー達のチームにかなわないわな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:58.32 ID:xg0FTAqf0<> <a href="../test/read.cgi/livemegami/1679998891/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> もし今回の話ならもうアンタ部外者だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:59.17 ID:DrOgxQTX0<> かなたももっと楽しめよ <br> 他の４人は最高に楽しんでるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:59.35 ID:SUQ23yJs0<> <a href="../test/read.cgi/livemegami/1679998891/735" rel="noopener noreferrer" target="_blank">&gt;&gt;735</a> <br> ギャババババババババババババババ&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:28:59.86 ID:dQ+IHmwl0<> かなたそこんなムーブしてたら普通にホロメンにまで嫌われそうだけど大丈夫か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:00.22 ID:SjL6skB+0<> かなたそのコーン配慮職人芸やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:00.74 ID:ESjxePZC0<> かなたそいいね <br> 昔のアモアスを思い出すわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:01.60 ID:1qyZbERt0<> <a href="../test/read.cgi/livemegami/1679998891/423" rel="noopener noreferrer" target="_blank">&gt;&gt;423</a> <br> PDS株式会社しか知らんわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:03.32 ID:OiN/kfje0<> かなたそマジで喋らなくなっちまった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:04.23 ID:mOaEn7ZC0<> これこの後のたそ枠で反省会？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:04.37 ID:fcW1FrJj0<> これもうセックスだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:04.75 ID:MthzqvD/0<> 山ちゃん中身漏れすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:05.04 ID:68JmKrA50<> かなたそ、もう良いだろ…自分を傷付けるな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:06.52 ID:LEAP+6CH0<> かなたそ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:06.37 ID:CJEk5li10<> 山田はやっぱすげぇわ <br> 間違いなくホロの新世代リーダー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:06.83 ID:KeXqDlwA0<> <a href="../test/read.cgi/livemegami/1679998891/580" rel="noopener noreferrer" target="_blank">&gt;&gt;580</a> <br> ぺこら平ら過ぎで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:06.76 ID:pSD/RAc+0<> たそ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:07.14 ID:0rW54QRc0<> 赤髪のともはまずい&#129412; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:08.55 ID:tkAXpUGp0<> 山田いなかったらこんな雑魚チーム相手にされてないだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:08.62 ID:dhiJgSaC0<> かなたそ別世界&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:08.62 ID:DCWlHDpr0<> なにこのイベント？ <br> まさかストリーマーと通話混ぜられたりしたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:08.99 ID:BNexIhM00<> <a href="../test/read.cgi/livemegami/1679998891/691" rel="noopener noreferrer" target="_blank">&gt;&gt;691</a> <br> たそは安心して推せる&#129412; <br> ここまで覚悟決めてくれると着いて行こうと思うな&#128548; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:09.05 ID:44/W6tJT0<> たそ叩いてるやつムカつくわ <br> どっちにしても叩く気だろクソが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:10.06 ID:MDUyqKOU0<> <a href="../test/read.cgi/livemegami/1679998891/744" rel="noopener noreferrer" target="_blank">&gt;&gt;744</a> <br> ミュートでリスナーと喋りだしてる&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:10.29 ID:L8qtP+pp0<> かなたどっか行ったんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:10.81 ID:ZvsgEQyd0<> ぼっさん草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:10.86 ID:jdyzIkk/0<> <a href="../test/read.cgi/livemegami/1679998891/542" rel="noopener noreferrer" target="_blank">&gt;&gt;542</a> <br> 単純につまらんわな <br> ただのまんさん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:10.97 ID:kQTVmZeU0<> へい民ってこれを望んでたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:11.34 ID:4JGnScfJ0<> かなたそ孤立して独り言しかしてない… <br> 見てるこっちもツライわこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:11.79 ID:TpbrcBnJ0<> 緑から赤に移ってて酷え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:11.86 ID:kweCj9OP0<> <a href="../test/read.cgi/livemegami/1679998891/657" rel="noopener noreferrer" target="_blank">&gt;&gt;657</a> <br> コーン配慮的には最善ではある <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:11.82 ID:RsqfFz1o0<> 一緒に行く！？？？かなた無事死亡 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:12.17 ID:+Ra3rVbl0<> ぼっさんｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:12.00 ID:c/gbyepE0<> 山ちゃんマジで楽しんでるな <br> 正直印象良いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:12.04 ID:k1pmdist0<> カズさん&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:12.46 ID:19TC+9zi0<> かなたお前もう帰れよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:12.74 ID:jpNvge3I0<> やっぱ山田だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:13.60 ID:yR8+JH2F0<> ついにミュートしたん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:15.54 ID:qqcXCsTE0<> 山田とぼっさんは慣れすぎてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:16.74 ID:imEerFOm0<> カズさんは地域の為に自費で除雪車買っちゃう良い人 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:17.00 ID:YuGOLBqC0<> かなたそかわいいんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:17.51 ID:Kl4f/Qsd0<> かなたさぁ… <br> 活動の幅を狭めさせるタチの悪いファンなんて捨てちまえよ <br> 同接ゼロから築き上げ直した方がマシだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:18.58 ID:tpYv8BeI0<> かなたそ他が男と絡んでる間喋れなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:18.85 ID:p+h+Kx8z0<> もうみこちだけが最後の希望 <br> 山田はさっさと船降りろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:19.23 ID:nQxSN5dT0<> カズさんの枠のチャット欄でホロチームのこと女子チームって言われてて草 <br> 中身の年齢知ったらどうすんだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:19.31 ID:UFhDpoW80<> <a href="../test/read.cgi/livemegami/1679998891/754" rel="noopener noreferrer" target="_blank">&gt;&gt;754</a> <br> 野球かサッカーで例えて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:19.83 ID:igaFv3pF0<> カズさん優しいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:19.62 ID:2nrFsUEr0<> ホロライブがでかすぎて相手にならないんだよな <br> 誰も強く出られないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:20.09 ID:jmgFOgTJ0<> 完全にマイクラデートです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:20.21 ID:2fWxCsdV0<> 山ちゃんいてよかったなぁ <br> 他のメンツもイキイキしてきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:21.50 ID:QZGsp2Dd0<> なんかデート始まった&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:21.74 ID:2JVVsUIk0<> かなたログアウトしていいんじゃない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:21.93 ID:WqSbBzK70<> 天音かなたおる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:22.17 ID:ol7cQ9IS0<> 4人の誰かかなたそ誘ってくれお願いだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:23.02 ID:V6pcUZRP0<> これさぁ、へい民のせいで確実にヘラるだろ <br> しばらく配信なくなるかもな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:23.84 ID:a/rEVIkX0<> 山田とかなた、どっちが自然に見える？それが答えだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:24.18 ID:pOAMruay0<> メスを使って釣りとかパパかつかよ <br> なさけねえやめろや！！！！！！！！！！ <br> 硬派なかなたそを見習えよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:24.29 ID:+zzshXjq0<> ここまで喋れなくするコーンが気持ち悪いわ <br> 気持ち悪いってかもはや病気 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:24.28 ID:Yw1p1o0t0<> 山田叩いてるやつ正気か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:24.74 ID:PDGxYhQS0<> たそさぁ他のホロメンに代打してもらったほうが良かっただろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:25.86 ID:18mfawk80<> こうやって俺たちはまたガキに騙されるんだ <br> でもそれでいいんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:26.08 ID:4Jp5JUlp0<> こうなる事は分かってただろ <br> 何で挙手したんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:26.73 ID:MT/ejHf20<> 山田がかなたそをミュートに追い込んだんだが <br> 自覚一切なしか？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:27.12 ID:8B/tjMe+0<> たそ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:27.54 ID:maFVG4Uk0<> 全体チャットだからカズさんわかってない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:28.19 ID:2mUzosZb0<> 合コン大会楽しそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:29.67 ID:d67yivhj0<> うきうきしてきたなあああああああああああああああああああああああ <br> https://i.imgur.com/HlN5UkB.jpg <br> https://i.imgur.com/TJkCW6y.jpg <br> https://i.imgur.com/xqfIwMH.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:29.68 ID:N2ulewa10<> これ好き嫌いめっちゃ荒れるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:31.08 ID:28E0wZVa0<> たその活動方針は分かるけどこれ仕事だからな…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:31.33 ID:MYDq0E8r0<> 赤髪の友、、、 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:32.37 ID:BO3F7oOT0<> 山田が1人で質出してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:33.07 ID:Ya1ogseQ0<> 他の4人は何故かなたそを無視してるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:33.47 ID:I+tS/laF0<> かなた独りで喋ってんのかよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:33.43 ID:R5WmRq1r0<> かなたその詫び風呂配信くるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:33.95 ID:dKXChi1X0<> かなたそ&#129394; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:34.37 ID:uf4aQmZh0<> 信じていいのかこの男ども&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:34.63 ID:R1LtPkpN0<> だから嫌だったんだよ <br> 主体性なくなって媚びるだけ <br> クソつまらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:34.87 ID:veVcWt5F0<> カズホロてぇてぇ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:36.30 ID:XjsOQSO/0<> <a href="../test/read.cgi/livemegami/1679998891/632" rel="noopener noreferrer" target="_blank">&gt;&gt;632</a> <br> でもかなトワって疎遠になってるんでしょ？ <br> 何では知らんけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:36.84 ID:3jU4hc2U0<> 流石に山田とぺこらに低評価入れた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:37.24 ID:pVEJ47iv0<> かなたそ男と絡み合っても良いから楽しくマイクラやってるとこ見たかった <br> こんなの悲しすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:37.24 ID:hbzomuaa0<> <a href="../test/read.cgi/livemegami/1679998891/685" rel="noopener noreferrer" target="_blank">&gt;&gt;685</a> <br> 今迄のこの案件の数字調べて来てみ、しっかりアクセにされてるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:38.34 ID:lqK9XNDS0<> <a href="../test/read.cgi/livemegami/1679998891/791" rel="noopener noreferrer" target="_blank">&gt;&gt;791</a> <br> まあ、だろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:38.89 ID:xjstw/MO0<> らぷーらいてよかったなガチで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:40.35 ID:q5CzDNBZ0<> <a href="../test/read.cgi/livemegami/1679998891/709" rel="noopener noreferrer" target="_blank">&gt;&gt;709</a> <br> アホかwかなたそだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:40.59 ID:dFYQDoja0<> エンドラ討伐で質でしょう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:41.52 ID:f7sGY0HH0<> <a href="../test/read.cgi/livemegami/1679998891/813" rel="noopener noreferrer" target="_blank">&gt;&gt;813</a> <br> 女子と呼べる年齢は1人だけだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:41.91 ID:76LMYVYY0<> たそ枠開いたら普通に喋ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:43.59 ID:Vh9hOVBH0<> かなたそ <br> ミュートでコメントとマイクラしてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:44.02 ID:KyMvwgyA0<> 山田のおかげで質出来たな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:44.88 ID:+hwuzIrY0<> <a href="../test/read.cgi/livemegami/1679998891/827" rel="noopener noreferrer" target="_blank">&gt;&gt;827</a> <br> へい民が正気だったことなんてないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:45.21 ID:Z7UbEqRw0<> たそはマジで心中するつもりでルーナと一蓮托生したほうが良い <br> 答えはそこにある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:45.60 ID:bVB1xgf50<> もう完全に合コンで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:45.69 ID:iUdBqe+u0<> カズさん「ホロライブはガチ恋リスナーが多いのか・・・あまり刺激しないようにしよう」 <br> 山田「カズさん&#12316;&#129392;」 <br> カズさん「！？」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:46.54 ID:KM1xbsqY0<> <a href="../test/read.cgi/livemegami/1679998891/753" rel="noopener noreferrer" target="_blank">&gt;&gt;753</a> <br> 最高なんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:46.92 ID:r9mlccwA0<> かなたそ頑張れ&#128557; <br> 俺はその覚悟を応援するよ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:47.89 ID:oaROiZAD0<> まじで運営はなんでかなた選んだんだよ <br> かなた推しじゃないけど不憫過ぎるんだが&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:48.01 ID:N9JYkKN/0<> <a href="../test/read.cgi/livemegami/1679998891/827" rel="noopener noreferrer" target="_blank">&gt;&gt;827</a> <br> へい民が正気だったことが今までに一度でもあるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:48.67 ID:Nf6vyPF+0<> へい民がプレッシャーかけたからかなたそなんもできんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:48.91 ID:taSd9G3/0<> 運営の忖度来た！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:49.27 ID:iXuRhISP0<> <a href="../test/read.cgi/livemegami/1679998891/826" rel="noopener noreferrer" target="_blank">&gt;&gt;826</a> <br> 選んだのはかなただよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:49.44 ID:x+vev4kE0<> <a href="../test/read.cgi/livemegami/1679998891/840" rel="noopener noreferrer" target="_blank">&gt;&gt;840</a> <br> ミュートしてんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:49.90 ID:MUfvaLY00<> かなた喋ってるぞ自分をミュートにしただけだからかなた枠では喋ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:50.42 ID:CvFXKJdG0<> あもあすの比じゃねーぞ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:51.01 ID:t09TqSHI0<> 戦いに行けってそれでガイガイする奴は切り捨てて良いってマジで <br> みんなの話の輪に入ってけよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:51.52 ID:68JmKrA50<> かなたそ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:51.97 ID:lTXJVMPh0<> なあ、今からこよりとかなた入れ替えないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:51.87 ID:iQHRcI3i0<> やるからには全力で楽しんだほうがいいぞマジで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:52.29 ID:yvr+WoiP0<> すまん、これ第二の建築王だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:53.09 ID:hpPR7Kb10<> <a href="../test/read.cgi/livemegami/1679998891/623" rel="noopener noreferrer" target="_blank">&gt;&gt;623</a> <br> Among Usと一緒でこれから男と絡みまくって喋れるようになれば振り返り配信するだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:54.02 ID:b7icuRnO0<> 山田興味なかったけど普通に可愛いと思ってしまったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:54.71 ID:q3BkmBj40<> たそはまじで大型コラボは避けとけ見てて辛いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:54.76 ID:2LOA3QIN0<> コーンこれ泡拭いて倒れてるだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:56.67 ID:aHYyXJeC0<> <a href="../test/read.cgi/livemegami/1679998891/680" rel="noopener noreferrer" target="_blank">&gt;&gt;680</a> <br> なんか草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:56.35 ID:dLFLWtnu0<> 山ちゃん叩いてるのも倶楽部なの？ <br> なぜか全然言われないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:57.09 ID:QUZCGCvM0<> みんな楽しそうにしてるのにかなたそどうしたの？&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:57.48 ID:c/gbyepE0<> 山ちゃん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:58.14 ID:xyImfM9V0<> コっさん助けて… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:59.25 ID:36h9qvCU0<> 4人が盛り上げてるのに黙ってるやつがいるなぁ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:29:59.57 ID:1/i7oi2u0<> <a href="../test/read.cgi/livemegami/1679998891/770" rel="noopener noreferrer" target="_blank">&gt;&gt;770</a> <br> なにあったん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:29:59.98 ID:VMEZpW6a0<> かなたマイクの音消えてるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:00.80 ID:AkQFkd6a0<> ここまでコーン配慮するとかなかなかだな&#128514; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:01.36 ID:eLQWhiwF0<> かなアン倶楽部さん&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:01.73 ID:dqhfwvXQ0<> <a href="../test/read.cgi/livemegami/1679998891/542" rel="noopener noreferrer" target="_blank">&gt;&gt;542</a> <br> ホロ潰そうとしている勢力だよ <br> 分かるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:02.25 ID:D6uhwbRu0<> かなたそ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ミュートで別世界 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:03.63 ID:MDUyqKOU0<> すまん <br>  <br> 誰もかなたそ喋ってないの触れないの何なん？ <br>  <br> ホロライブはあったけえはずじゃなかったのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:04.11 ID:ZR/yDAOQ0<> ストリーマーになりてえな&#12316; <br> マイクラで女Vとデートするだけ&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:07.09 ID:emvZO0tK0<> あーあ、これかなたそ病んで2か月休むやつだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:07.23 ID:6AV6c8g30<> 山田とかなた足して割ればちょうどいいのになｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:08.34 ID:+Ra3rVbl0<> 山ちゃん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:08.99 ID:c7Use6Dk0<> かなたをこんなに苦しめてる <br> ユニコーンって邪悪生物だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:09.30 ID:s+XrAZXD0<> 山田めっちゃ元気になったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:09.55 ID:CJZLRGQv0<> <a href="../test/read.cgi/livemegami/1679998891/694" rel="noopener noreferrer" target="_blank">&gt;&gt;694</a> <br> ホロライブ破壊したいのか？山田は <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:30:10.79 ID:8C7UoZ9U0<> らぷーら&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:30:11.94 ID:wJnKk3T40<> リアルタイムにかなたそのマイクラバーサス内での活動の幅を狭めたのは山田なんだよなぁ <>
