名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/10/21(金) 21:54:35.69 ID:ajOEuG5m0<> おいしそう <>ぺこちゃんのとろとろチーズ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:27:58.97 ID:SfKkBMvG0<> にじさんじは特に被せ禁止とかしてないのに… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:00.16 ID:rCDjMQuH0<> 表でも文句言うしホロスタのコメントも荒らすわ <br> 流石にカバーのキチガイっぷりには呆れ果てた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:04.13 ID:IsyABuRw0<> 別にホロスタが時間独占してても見るわけないじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:07.98 ID:SVpIkmjM0<> ミオしゃホロキュアどりや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:09.22 ID:aQOZXlcb0<> なぁクレームってどこに入れたらいい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:14.34 ID:/t3J7OEl0<> ホロスタの記念枠は一律深夜4時に開始します&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:17.66 ID:1oSE4/Gd0<> このホロスタにヘイトを集める暴露 <br> ぺっさんがホロスタ潰しに来たな <br> ロベルとオウガだけは見逃してくれ <br> アルおじはどうなってもいいから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:18.74 ID:cRWuxxFB0<> 取りなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:21.76 ID:OUIFduEX0<> ただでさえ今そんな順調じゃないのに <br> ヒモに構ってたら本当に一気に落ちることもあるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:21.87 ID:Uf0rx1TA0<> <a href="../test/read.cgi/livemegami/1666356875/786" rel="noopener noreferrer" target="_blank">&gt;&gt;786</a> <br> そら疲れてるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:22.17 ID:1p2pGw+X0<> ロロっさん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:23.46 ID:NLDdpn710<> カバーも黒の騎士団みたいなもんだしな <br> ココがルルーシュでぺこらがカレンだっただけだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:25.55 ID:Afl1izup0<> 最近のホロスタ優遇にぺっさんもムカついてたんだな <br> そういうとこいいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:26.65 ID:WNVDZcqP0<> ホロスタって誰に需要あるんだ <br> まんさんはにじ男しか見ねえだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:27.58 ID:tGdpC2yC0<> なあ、今こそandyを手を組むべきじゃないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:28.43 ID:acIMJSFJ0<> ロロ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:30.45 ID:ps8UxpQT0<> ロロ&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:34.81 ID:OkhH61Zx0<> これ全体ライブでホロスタ決まってね？ぺこちゃんからの警告じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:35.01 ID:xJ3rEymk0<> <a href="../test/read.cgi/livemegami/1666356875/782" rel="noopener noreferrer" target="_blank">&gt;&gt;782</a> <br> もうそのおっさんデビューも3Dお披露目も終わってんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:36.22 ID:4sFTKIFv0<> <a href="../test/read.cgi/livemegami/1666356875/780" rel="noopener noreferrer" target="_blank">&gt;&gt;780</a> <br> 目が怖いよばばち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:36.72 ID:hyu4Ft+Z0<> お気持ちファンネルホロスタとの対立構図でまとめられるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:38.78 ID:xe7WeUeh0<> アルおじ禁止ってマジか？ここに言ってきていい？ <br>  <br> https://youtu.be/8hVTuGGR4Pw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:39.08 ID:ncyiU0XC0<> <a href="../test/read.cgi/livemegami/1666356875/780" rel="noopener noreferrer" target="_blank">&gt;&gt;780</a> <br> うおおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:39.65 ID:csCnA1Y60<> <a href="../test/read.cgi/livemegami/1666356875/792" rel="noopener noreferrer" target="_blank">&gt;&gt;792</a> <br> まじで無理やり視界に入れて見せようとするの無意味なの気づいてほしいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:39.59 ID:+xbV2alk0<> <a href="../test/read.cgi/livemegami/1666356875/767" rel="noopener noreferrer" target="_blank">&gt;&gt;767</a> <br> うん <br> ルール変わったんだってよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:41.76 ID:EaYLyF6b0<> ゴミスタ解散しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:43.32 ID:IsyABuRw0<> <a href="../test/read.cgi/livemegami/1666356875/794" rel="noopener noreferrer" target="_blank">&gt;&gt;794</a> <br> みこちに5万スパチャ投げる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:43.52 ID:6ea4bgW30<> 見るやつは見る <br> 見ないやつは見ない <br> 結局これなんだから意味ねーっての <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:43.78 ID:jKhzT1ia0<> <a href="../test/read.cgi/livemegami/1666356875/790" rel="noopener noreferrer" target="_blank">&gt;&gt;790</a> <br> 御披露目は禁止だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:44.62 ID:l8qGbsaW0<> ロロ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:47.23 ID:Q/CJs/fQ0<> スバル「今日さぁあれなんよ、何だっけ、８時からホロスターズの方のすんません名前が・・・」 <br> スバル「３ｄの発表があってそれはさ、流石に被せたくないからさ」 <br> スバル「全然知らないというか、分かんないんだけど、流石にそれはね・・・あ、そうシエン君」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:48.07 ID:1qc58O0Z0<> <a href="../test/read.cgi/livemegami/1666356875/787" rel="noopener noreferrer" target="_blank">&gt;&gt;787</a> <br> それな <br> マジで20時～21時できないのとかモチベ下がりまくりだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:49.21 ID:+PiySoPC0<> <a href="../test/read.cgi/livemegami/1666356875/776" rel="noopener noreferrer" target="_blank">&gt;&gt;776</a> <br> すまん正直厄介にしか感じられない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:49.67 ID:iENmjA7A0<> <a href="../test/read.cgi/livemegami/1666356875/757" rel="noopener noreferrer" target="_blank">&gt;&gt;757</a> <br> ぺっさんは反発を期待して発言してるんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:51.40 ID:NntM1lpG0<> いやならホロやめれば？&#128517;&#128517;&#128517; <br> ここはyagooが社長なの！&#129322;&#129322;&#129322; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:51.42 ID:ys5wm5yC0<> ホロスタって言うヒモゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:54.34 ID:3XAT/qRA0<> ロロ&#128557; <br> シャーリー&#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:56.91 ID:qzC+TfX40<> ホロスタのためにぺこらもみこもスバルも配信被せれない <br> 笑うわｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:28:57.66 ID:8/OOxMh50<> 雑巾&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:58.27 ID:1bOQvwDC0<> <a href="../test/read.cgi/livemegami/1666356875/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> ルーナの釣りに被る可能性があるのでNG <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:28:59.71 ID:3MSJM7Pa0<> ホロスタ潰すか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:03.42 ID:jNyZ6OAU0<> ロロ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:03.81 ID:O6kURfgY0<> たしかにホロが被せ禁止で配信ねえのか <br> 仕方ねぇじゃあホロスタ見るか！ってならんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:04.22 ID:xc+mOFOg0<> みこちの赤スパ並にきついの連打しまくったらホロスタも音あげるんじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:05.57 ID:V7yzhTvX0<> 運営はこれでヘイト買わないと本気で思ってるのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:07.17 ID:MIPhn0Y70<> どっかの底辺が男ファンがいないからって言ったから被せ禁止にして俺らに強制的に見せようってか？ <br> 存在自体が男から反感買う底辺ホモなんか見るわけねえだろガイジ運営 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:07.88 ID:7aHwrYs70<> そもそもホロスタが3Dとかでスタジオを当たり前のように使ってんのもおかしいんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:07.69 ID:CzjehLfa0<> ぺこーらさぁホロスタは仲間だよ？ <br>  <br> https://i.imgur.com/9IdIakd.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:08.88 ID:rPdSQ8bL0<> ホロスタとかいうゴミいつまで続けんの？ <br> 足しか引っ張らんやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:11.10 ID:l8qGbsaW0<> こーれダモクレス飛ぶ前に終わるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:12.84 ID:PDvQjHH70<> 今までの緩めの実質的な被せ禁止でも厳しい反応出てたのに <br> 全体的に縛る方向性で行くとヘイトやばくなるだけだと思うんだけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:19.88 ID:YXoSc45I0<> 女版のandyホロスタいねえのかお？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:20.54 ID:RdjSqZ0V0<> 表でもホロスタ被せにお気持ちしてる人多いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:20.95 ID:cibT4BK60<> せめてやっても3Dお披露目だけでいいだろ&#128517; <br> 記念枠被り禁止とか頭おかしいだろ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:23.70 ID:P3T6GWdK0<> ライブでもお披露目でも被せがあろうが無かろうが興味あれば見るし興味無ければ見ないだけなんだけどね <br> 個人的にどんな枠でも被せ禁止はアホらしい <br>  <br> 厄介な鳩を回避するには良いかも知れんけど被せ禁止はせめてホロ内だけに留めとくべきだろうな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:24.49 ID:acIMJSFJ0<> スザク壊れちゃった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:25.55 ID:KYPmsZl10<> <a href="../test/read.cgi/livemegami/1666356875/747" rel="noopener noreferrer" target="_blank">&gt;&gt;747</a> <br> 理解してるのか？今度アップローのお披露目が２１時とかにあったら配信禁止だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:25.68 ID:zAYfQ+mN0<> 同接1000以下の配信者が同接30000以上のメンバーの配信を妨害するって普通に考えて頭悪くない？ <br>  <br> 意味不明なんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:26.81 ID:ivxoggj50<> 客層かぶってるなら被せ禁止わかるけど <br> ホロライブ見てるやつがホロスタなんか見るわけなねぇやろがい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:29.37 ID:9x/amBAL0<> ホロスタとかロベルぐらいしか見たことねえわ <br> あいつがホロスタ所属なのは機会の損失 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:30.58 ID:6ea4bgW30<> <a href="../test/read.cgi/livemegami/1666356875/837" rel="noopener noreferrer" target="_blank">&gt;&gt;837</a> <br> しね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:31.50 ID:+xbV2alk0<> ぺこちゃん今日ホロスタ何回言った？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:31.74 ID:iENmjA7A0<> <a href="../test/read.cgi/livemegami/1666356875/818" rel="noopener noreferrer" target="_blank">&gt;&gt;818</a> <br> やるやつはやるぞ <br> 配慮の空気があるってだけで <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:36.51 ID:HNE2Y1hX0<> いい弟だった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:37.32 ID:yR7+aq0M0<> なんでぺこらって社内情報ぺらぺらぺらぺらしゃべるの？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:38.96 ID:8KBiixWa0<> 正直今まで時々くらいはホロスタ見てたけど <br> もう一生見んわ <br> お前らで支えてやってくれな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:42.36 ID:rCDjMQuH0<> 本当にカバーはホロスタのためならホロライブがどうなっても良いんだなって <br> 応援するだけ馬鹿らしいだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:42.35 ID:n3+aWBBj0<> <a href="../test/read.cgi/livemegami/1666356875/780" rel="noopener noreferrer" target="_blank">&gt;&gt;780</a> <br> かわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:43.05 ID:8i7apa9y0<> <a href="../test/read.cgi/livemegami/1666356875/837" rel="noopener noreferrer" target="_blank">&gt;&gt;837</a> <br> この人ほんと嫌い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:43.02 ID:F63M+VEn0<> <a href="../test/read.cgi/livemegami/1666356875/786" rel="noopener noreferrer" target="_blank">&gt;&gt;786</a> <br> ストレス溜まってるのを感じる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:45.43 ID:NPJE//yo0<> 今日のぺこらこれ思い出しちゃう <br> https://i.imgur.com/Uzk62Qg.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:46.09 ID:+JaAOxeR0<> <a href="../test/read.cgi/livemegami/1666356875/776" rel="noopener noreferrer" target="_blank">&gt;&gt;776</a> <br> アルおじ若返れば強くなっから見てろって <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:29:46.46 ID:LvzTnZmq0<> 1人1コメとは限らんけど <br> くろあっさん月10000円養い隊30人以上いるんけ… <br>  <br> https://i.imgur.com/2yK506c.jpg <br> https://i.imgur.com/6QxnH83.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:46.80 ID:b+Leie770<> <a href="../test/read.cgi/livemegami/1666356875/665" rel="noopener noreferrer" target="_blank">&gt;&gt;665</a> <br>  <br> 255 名前：名無しさん＠実況は禁止ですよ[sage] 投稿日：2022/10/21(金) 17:05:21.51 <br>  <br> ホロスタファンですが <br>  <br> ファンが来てないのに本人たちとスタッフが勝手に満足気になってるのガチでキモいです <br>  <br> 推す理由分からなくなりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:46.91 ID:IsyABuRw0<> これもうセックス秒読みじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:49.37 ID:V679bW2o0<> <a href="../test/read.cgi/livemegami/1666356875/808" rel="noopener noreferrer" target="_blank">&gt;&gt;808</a> <br> すまん微塵も興味ないからマジで知らないんだ <br> なんかシルエットのお披露目枠は立ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:52.38 ID:s1iPd+aG0<> やっぱぺっさんとるしあって同類だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:53.60 <> スザクおかしくなっちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:53.87 ID:0zIGLlLL0<> ぺこちゃんの口から「ホロスタ」！！ <br> 終わりだ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:29:59.24 ID:4sFTKIFv0<> <a href="../test/read.cgi/livemegami/1666356875/839" rel="noopener noreferrer" target="_blank">&gt;&gt;839</a> <br> 今日は３話だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:30:00.51 ID:lvvLGZ0o0<> <a href="../test/read.cgi/livemegami/1666356875/747" rel="noopener noreferrer" target="_blank">&gt;&gt;747</a> <br> たいして変わってないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:01.50 ID:uqJQCJYc0<> ラミィ、クレーンゲームド下手です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:30:10.34 ID:n3+aWBBj0<> <a href="../test/read.cgi/livemegami/1666356875/837" rel="noopener noreferrer" target="_blank">&gt;&gt;837</a> <br> えぇ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:12.69 ID:rohx2/MH0<> 被せ禁止にしたところで表の&#129412;共がホロスタの同接に貢献すると思うか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:13.97 ID:ps8UxpQT0<> スバル疲れすぎてリアクション取れてないじゃねえか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:30:13.64 ID:XjwE3cHV0<> ラミィはまたやる気出してくんないかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:17.96 ID:Re9VqRvV0<> <a href="../test/read.cgi/livemegami/1666356875/833" rel="noopener noreferrer" target="_blank">&gt;&gt;833</a> <br> ホロスタにスパチャとか罰ゲームじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:19.50 ID:jTYfVkRQ0<> <a href="../test/read.cgi/livemegami/1666356875/871" rel="noopener noreferrer" target="_blank">&gt;&gt;871</a> <br> ゲーム全部下手だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:26.64 ID:8j81vhJy0<> クソアーム&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:26.33 ID:3Urgj1QU0<> ラミィちゃんはかわいいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:27.24 ID:8a3Eqwsd0<> 男コラボ禁止みたいな流れ作ったの3期なわけで別に社長がしたわけじゃないもんな <br> たまたま3期が良かったから以降真似しただけで <br> ホロスタが全くなとこ見ても運が良かっただけだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:27.61 ID:TnxxX1wd0<> すばう絶句してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/10/21(金) 22:30:34.05 ID:dJjDIQpO0<> <a href="../test/read.cgi/livemegami/1666356875/814" rel="noopener noreferrer" target="_blank">&gt;&gt;814</a> <br> EN2期の初配信にはミオしゃ被せてたのに… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:35.17 ID:l8qGbsaW0<> <a href="../test/read.cgi/livemegami/1666356875/869" rel="noopener noreferrer" target="_blank">&gt;&gt;869</a> <br> うん、だからcの世界くらいで終わりそうやなって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:39.71 ID:Ekals6fb0<> ファンネル翔ばしといい類友なんやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:41.57 ID:4sFTKIFv0<> <a href="../test/read.cgi/livemegami/1666356875/874" rel="noopener noreferrer" target="_blank">&gt;&gt;874</a> <br> 寝起きだからだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:44.29 ID:Fa8UEDqr0<> まずい <br> 野うさぎブチギレてます <br>  <br> とろとろ野うさぎ　ふれば&#128111;&#8205;♀ @yakiusagi519 (2022/10/21 22:24:45) <br> なんでホロメンがホロスタの記念に被せ禁止なの？？？？？ <br> 運営頭沸いてんの？？？？？ <br> http://twitter.com/yakiusagi519/status/1583449210653134849 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:44.61 ID:833+uIDw0<> まあええんちゃう <br> 表でもホロスタへのヘイト爆増するやろ <br> 存在自体がホロライブ配信への実害になることによって無関心だった大多層が嫌う方向に傾く <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:45.82 ID:rPdSQ8bL0<> ホロスタに被せ禁止にしたところでホロスタ見ねぇしその時間外部(Vに限らず)見るだけだろ <br> むしろ流出幇助するとかバカか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:47.60 ID:CkWsPNHh0<> やっぱぺこらは危険分子だろ、ラインの線引きミスってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:49.12 ID:PhF+y0P40<> <a href="../test/read.cgi/livemegami/1666356875/847" rel="noopener noreferrer" target="_blank">&gt;&gt;847</a> <br> ほんそれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:55.60 ID:GhpvZebM0<> ぺこちゃんガチでイラッときてるやろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:30:56.79 ID:8i7apa9y0<> ホロスタさぁ被せ禁止すんならせめて面白い配信してくれ頼むから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:00.21 ID:8fvJVdJi0<> ホロスタなんてそもそも狙ってる層違うだろうに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:03.52 ID:csCnA1Y60<> 早くマリンとガンマのお絵かきコラボしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:04.40 ID:xe7WeUeh0<> ああ、ぺこちゃんもちんポケになっちゃうのか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:06.85 ID:NJuVn5cl0<> ホロスタはにじさんじのチンコとコラボしまくったらファン連れてこれるんじやない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:07.42 ID:MIPhn0Y70<> 赤スパでホロスタ追い込んでええぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:07.77 ID:2aExDpTc0<> <a href="../test/read.cgi/livemegami/1666356875/846" rel="noopener noreferrer" target="_blank">&gt;&gt;846</a> <br> 知ってるよマジでやめてほしいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:10.82 ID:xJ3rEymk0<> デビュー日と3Dお披露目だけっていってんのに拡大解釈してるのわざとか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:11.41 ID:KYPmsZl10<> <a href="../test/read.cgi/livemegami/1666356875/799" rel="noopener noreferrer" target="_blank">&gt;&gt;799</a> <br> 頑張って稼いだ金もホロスタに注ぎ込まれるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:14.58 ID:XjwE3cHV0<> <a href="../test/read.cgi/livemegami/1666356875/882" rel="noopener noreferrer" target="_blank">&gt;&gt;882</a> <br> お局様は自分ルールで動いてるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:19.80 ID:xc+mOFOg0<> <a href="../test/read.cgi/livemegami/1666356875/876" rel="noopener noreferrer" target="_blank">&gt;&gt;876</a> <br> 文面の話であってホロスタのコメ速度ならスパチャじゃなくても目にとまるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:26.48 ID:+0YL9ODo0<> <a href="../test/read.cgi/livemegami/1666356875/889" rel="noopener noreferrer" target="_blank">&gt;&gt;889</a> <br> ライン引けてないのはYAGOOな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:28.18 ID:cibT4BK60<> お披露目はギリわかるけど記念日なんか被りなしにしたって誰も見ねーよ稼ぎ時にわざわざ一軍どけさせるって頭おかしいんじゃねーの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:34.06 ID:8/OOxMh50<> <a href="../test/read.cgi/livemegami/1666356875/875" rel="noopener noreferrer" target="_blank">&gt;&gt;875</a> <br> 雪民が離れれば嫌でもやる気出るよ <br> ラミィだけじゃなく余裕ができるとサボるやつは何言っても変わらないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:34.45 ID:SfKkBMvG0<> ホロライブ見てるやつがホロスタ見るわけねぇだろww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:34.96 ID:jKhzT1ia0<> <a href="../test/read.cgi/livemegami/1666356875/887" rel="noopener noreferrer" target="_blank">&gt;&gt;887</a> <br> 現実はこれだろうな <br> かえってホロスタにヘイトが向かうだけだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:35.05 ID:zg898PVP0<> そろそろブチギレしてもいいだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/10/21(金) 22:31:35.29 ID:XPMecBWW0<> ホロスタENとホロライブENがコラボ <br> ホロスタお披露目被せ禁止 <br>  <br>  <br> これホロスタ全力できてるな <br> ホロスタENが思ってたより同接出たからか？ <br> ホロJPとホロスタJPのコラボ近いなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/10/21(金) 22:31:39.00 ID:G6snTDDf0<> これホロメンにゲスト打診してそうだな <br> とことんキャリーさせる方針 <>
