名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/20(月) 21:40:23.77 ID:R4HD/pcB0<> にぇ <>おつみこでした～ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:14.44 ID:d9grLokL0<> 親方これ演出ちゃんとしてるなら1万は取れるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:14.54 ID:cBh6fT/U0<> フブちゃん家で1人でこれやってると思うとかわいいわ&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:16.28 ID:0lSF4d6C0<> あすいろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:18.33 ID:wBd2C1sk0<> <a href="../test/read.cgi/livemegami/1679316023/643" rel="noopener noreferrer" target="_blank">&gt;&gt;643</a> <br> ほんとそれだな <br> ポルカはガチのファン目線っぽいけどノラのは営業にしか見えん <br> 営業ができるラプラス <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:18.86 ID:4bV/E83g0<> <a href="../test/read.cgi/livemegami/1679316023/627" rel="noopener noreferrer" target="_blank">&gt;&gt;627</a> <br> だよね、DAY3でもやってくれて満足したわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:18.64 ID:SySoer7s0<> 手帳「35Pは？ねえ35Pは？」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:18.77 ID:VDg7ysBf0<> あすいろ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:22.39 ID:RyG64dim0<> どんだけ義務感でイヤイヤやったんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:23.22 ID:k75fO2hF0<> なんでそんなにみこちを避けるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:23.75 ID:UkuLLKNu0<> やっぱぺこらが避けてるじゃん <br> 野うさぎどーすんのこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:25.12 ID:SMpz0M3k0<> <a href="../test/read.cgi/livemegami/1679316023/716" rel="noopener noreferrer" target="_blank">&gt;&gt;716</a> <br> ホロメンは全員35P避けてるだろ <br> 厄介だし凶暴だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:26.93 ID:R4eLiI5l0<> あすいろどりゃ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:29.26 ID:8xSzNPk20<> <a href="../test/read.cgi/livemegami/1679316023/582" rel="noopener noreferrer" target="_blank">&gt;&gt;582</a> <br> twitterの大司教界隈 <br> にゃるらの暴露記事が出てVの仄めかしがあった <br> にじ追ってたやつなら検討つく内容 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:31.20 ID:FtbwShSY0<> bloomだっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:32.08 ID:Pr5RkMSw0<> フブちゃんライブしてたのかよ <br> もっと早く教えてくれ、みこよりフブちゃん見るべきだった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:33.14 ID:Rqctyckb0<> ３５P　の　Pって <br>  <br> なんのPなんだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:38.07 ID:dCrdpWzQ0<> あすいろ&#12316;&#128557;&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:38.68 ID:ydoyT3vO0<> ところでフブちゃんめっちゃテンション上がっちゃってるけどfesでハイになってる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:40.14 ID:a1pG+T7d0<> ぺこみこはどうでもいいけどなんであまりものユニットにされたんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:40.47 ID:LtKSbHsA0<> <a href="../test/read.cgi/livemegami/1679316023/644" rel="noopener noreferrer" target="_blank">&gt;&gt;644</a> <br> そりゃみこが枠閉じたら一気に上がるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:41.92 ID:aeSuctGm0<> インド！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:42.54 ID:JMvEsUm90<> ぺこらんだむぶれいん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:43.01 ID:ApnNkaw+0<> 余っさんのコーン営業泣ける&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:44.10 ID:SMpz0M3k0<> <a href="../test/read.cgi/livemegami/1679316023/763" rel="noopener noreferrer" target="_blank">&gt;&gt;763</a> <br> The・手帳持ちって感じできもい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:44.99 ID:09IJkPfs0<> というか例のライブビューイング動画化しろよ <br> 現地でライブ見てないやつしか見れないってどういうことだよマジで <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:46.78 ID:vXkfhbP30<> 余の好きなディレクターさん、女性のね <br>  <br> 心臓止まるかと思った <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:46.97 ID:eIbaBYEp0<> <a href="../test/read.cgi/livemegami/1679316023/581" rel="noopener noreferrer" target="_blank">&gt;&gt;581</a> <br> そもそも女オタがメインのにじでビックリマンじゃ売れんだろうと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:48.01 ID:YvuLdA2V0<> モッシュレースに比べてめっちゃ口回るやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:48.29 ID:qy/ZrYY70<> <a href="../test/read.cgi/livemegami/1679316023/767" rel="noopener noreferrer" target="_blank">&gt;&gt;767</a> <br> 避けられる方がなんかやったってことだよね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:50.52 ID:KYe5k72z0<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ポン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:50.70 ID:firoBDWP0<> ぺこらんだむでよかったのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:52.36 ID:XpwqITZQ0<> ころさんこれTwitterのお気持ちころねすきーか何か見ただろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:51.81 ID:x6eFGHYQ0<> みこちも義務ぺこみこだったのに <br> これからぺっさんだけ鬼のように叩かれます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:54.56 ID:SQx8qt880<> フブちゃんみるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:56.82 ID:Qoxa7A4i0<> <a href="../test/read.cgi/livemegami/1679316023/595" rel="noopener noreferrer" target="_blank">&gt;&gt;595</a> <br> 感想枠だらけだから無銭がマイクラに集まってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:51:57.43 ID:X9uz2dFu0<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ピーマン <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:58.28 ID:iUK/OsKD0<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ポンだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:51:59.02 ID:cY5yb4wI0<> っぱフブちゃんのカワボは唯一無二だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:01.11 ID:BDpy8xY40<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> プロデューサー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:02.05 ID:a6YtH50T0<> じゃあたまには歌えよ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:02.38 ID:YMJq6Ho90<> ぺこらんだむ以外じゃ盛り上がらんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:03.19 ID:2fDUZyQQ0<> <a href="../test/read.cgi/livemegami/1679316023/690" rel="noopener noreferrer" target="_blank">&gt;&gt;690</a> <br> 汚した布団洗わせる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:03.49 ID:RuaqUUQE0<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ポンらしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:06.00 ID:eTTbazFA0<> <a href="../test/read.cgi/livemegami/1679316023/572" rel="noopener noreferrer" target="_blank">&gt;&gt;572</a> <br> そもそも野うさぎがアンスレには少ないし <br> 擁護や反論しても数の暴力にかき消されるから35pによるぺこら叩きで埋まる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:07.27 ID:XAvvJB3L0<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> 聞いばっかいねぇで調べろや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:08.05 ID:K+BWSL270<> <a href="../test/read.cgi/livemegami/1679316023/582" rel="noopener noreferrer" target="_blank">&gt;&gt;582</a> <br> 天皇がやばい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:08.30 ID:USe013Vn0<> ぺこらんだむはうさぎ化計画の時が最骨頂だから他でええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:09.70 ID:zJrU3NsZ0<> オリ曲のがいいんじゃない言われてました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:09.81 ID:QZsF5EoC0<> あーよく考えたら二日目の話か <br> 35pは確かに居ないけどさぁ <br> 紛らわしいんだよ言い方が <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:11.43 ID:PmIfZH7c0<> <a href="../test/read.cgi/livemegami/1679316023/707" rel="noopener noreferrer" target="_blank">&gt;&gt;707</a> <br> 今となっては大戦犯だわ <br> 運営上げてこんな事やらせるから泡吹いて倒れるんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:12.02 ID:OQsN/MWW0<> &#128048;「ララララララビット」 <br>  <br>  <br>  <br>  <br>  <br> 自分の曲名も覚えてません <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:12.08 ID:QpUcVO3k0<> お前らのせいでころさんが選曲について弁明してるじゃねえか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:12.30 ID:rfBX21j/0<> <a href="../test/read.cgi/livemegami/1679316023/657" rel="noopener noreferrer" target="_blank">&gt;&gt;657</a> <br> 通報する為やろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:12.89 ID:JCZfuyRw0<> <a href="../test/read.cgi/livemegami/1679316023/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> ポン <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:13.23 ID:pC667pgm0<> フブちゃんがかわいいんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:14.58 ID:HN6pBVo+0<> 豊洲あたりの曲いい曲が多すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:16.40 ID:EYYRdBeP0<> ノリやすくはないだろ… <br> ぺこらんだむのほうがだいぶマシ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:17.26 ID:tuygLwVy0<> <a href="../test/read.cgi/livemegami/1679316023/707" rel="noopener noreferrer" target="_blank">&gt;&gt;707</a> <br> 前髪整えるの良いね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:19.86 ID:Pr5RkMSw0<> フブちゃんのセトリ誰か頼む <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:23.31 ID:f+dEdbWv0<> そりゃここ見るだけでも35Pが異常なのわかるしできるだけみこちの話題ださないやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:26.54 ID:FtbwShSY0<> ホロの全体曲ってまじで当たり多いともうんだよなぁ <br> パレパレパレも良いし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:27.20 ID:3ZU/h8LF0<> そら船長も言ってたけど <br> お前等のせいだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:30.35 ID:VDg7ysBf0<> フブちゃんいなくなりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:30.99 ID:rdPOmsEi0<> にぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:31.50 ID:rVN+yB1g0<> <a href="../test/read.cgi/livemegami/1679316023/715" rel="noopener noreferrer" target="_blank">&gt;&gt;715</a> <br> 今さらじゃね <br> 散々そうだって言われてるのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:32.32 ID:axSHZp420<> <a href="../test/read.cgi/livemegami/1679316023/742" rel="noopener noreferrer" target="_blank">&gt;&gt;742</a> <br> そういうの気をつけんとお手紙来ても知らんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:33.89 ID:4bV/E83g0<> こぉね&#12316;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:34.12 ID:L1c+keyf0<> マジで35Pが嫌いなんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:34.46 ID:X9uz2dFu0<> フブちゃん質すぎるだろ 昨日の知らない曲ライブなんだったんだ…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:35.30 ID:scB+LUnE0<> ねねちにホロキュア指示すっぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:36.03 ID:Pr5RkMSw0<> フブちゃん消えたんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:36.27 ID:CVXpTGQ00<> いやあれライブ向きの曲じゃないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:36.66 ID:XbZBQy/i0<> マキバーオーってなんだよって思いながら見てた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:37.22 ID:7vqhGECa0<> また飛行機しながらみこちと35P叩きか <br> めんどくせぇなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:38.68 ID:dm+8uqAX0<> 気持ちよすぎてフブちゃん消えました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:40.53 ID:t8V9aBqQ0<> 歌は上手い下手とか関係ないことがわかった、情熱だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:41.60 ID:w6+8Ty1C0<> <a href="../test/read.cgi/livemegami/1679316023/766" rel="noopener noreferrer" target="_blank">&gt;&gt;766</a> <br> ここ見れば分かるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:41.36 ID:jZEL12xe0<> フブキってもう荒らされなくなったの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:43.86 ID:fRqkDBae0<> ころさん多少効いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:44.21 ID:P4piwRWR0<> ふぶにゃんいかないで&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:48.73 ID:pdFSRK4L0<> みこだって触れてないし完全に別収録だったんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:49.42 ID:GhZZzP2I0<> <a href="../test/read.cgi/livemegami/1679316023/818" rel="noopener noreferrer" target="_blank">&gt;&gt;818</a> <br> ハードル高すぎるけど全部いい線いってるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:51.22 ID:givkHrlI0<> <a href="../test/read.cgi/livemegami/1679316023/702" rel="noopener noreferrer" target="_blank">&gt;&gt;702</a> <br> 5chでホロメン誹謗中傷してる野うさぎがなんだって？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:52.84 ID:WGbKQro+0<> 選曲クソだったからしゃーない <br> アンスレはころねには基本優しいのにそれでも荒れてたし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:53.24 ID:3fEmfsjA0<> <a href="../test/read.cgi/livemegami/1679316023/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> マリンすら苦言するレベルやし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:54.59 ID:a1pG+T7d0<> ぺこら曲つかわないし宣伝しない歌わんからぺこらんだむが一番みんなしってるというか他しらんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:52:54.48 ID:R4eLiI5l0<> フブちゃんガチ恋距離&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:55.52 ID:dCrdpWzQ0<> ちけええええええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:52:58.56 ID:YieSsh060<> 親方最高や <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:00.15 ID:4PVlBBUV0<> フブぺこMCは触れるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:00.85 ID:iWapSTYH0<> ころねこれ裏で言われたんだろな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:02.18 ID:XpwqITZQ0<> &#128054;『みんなではないけど、(マキバオー)良かったよって言ってくれて嬉しかった』 <br>  <br>  <br> 賛否の声、ころさんまで届いちゃってます………… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:03.01 ID:JMvEsUm90<> <a href="../test/read.cgi/livemegami/1679316023/835" rel="noopener noreferrer" target="_blank">&gt;&gt;835</a> <br> Andyが逮捕されたからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:03.66 ID:jY9gPme30<> ぺこみこの方が珍しかったよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:03.91 ID:VDg7ysBf0<> <a href="../test/read.cgi/livemegami/1679316023/835" rel="noopener noreferrer" target="_blank">&gt;&gt;835</a> <br> なんか国葬荒らしを期に消えた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:03.73 ID:+YO6hboL0<> フブちゃんフェス楽しんでんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:04.77 ID:rfBX21j/0<> メン限じゃみこちの名前普通にだすからなw表ではやらんけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:06.09 ID:QKqJh5tH0<> https://imgur.com/a/WqFMk67 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:06.95 ID:iw8YHY6e0<> フブちゃんのセトリを昨日のメンツでやってたらクソ強かったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:06.95 ID:+4BQc97j0<> <a href="../test/read.cgi/livemegami/1679316023/782" rel="noopener noreferrer" target="_blank">&gt;&gt;782</a> <br> 録画はしてるだろうから円盤特典とかでワンチャンあるかもしれない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:08.04 ID:Vu3A/R/u0<> https://www.youtube.com/watch?v=UfiNOtY-cbg <br> なにこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:09.01 ID:yvN5b7pw0<> でも35Pってぺこら見るんだな <br> ありがとう同接増えたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:09.63 ID:L9rYRdrX0<> こより草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:09.74 ID:fDiXREzg0<> マキバオー良かったけどライブ会場は冷えまくっちゃったな…&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:09.55 ID:/AdhHEV80<> <a href="../test/read.cgi/livemegami/1679316023/818" rel="noopener noreferrer" target="_blank">&gt;&gt;818</a> <br> 全体曲じゃなくても当たり多いけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:10.32 ID:aipQY0ny0<> ぺっさんのライブの話はほとんど無料ですむから無銭に優しいんや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:11.53 ID:02yFCWC20<> <a href="../test/read.cgi/livemegami/1679316023/707" rel="noopener noreferrer" target="_blank">&gt;&gt;707</a> <br> もどして <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:11.58 ID:YvuLdA2V0<> モッシュレースでみこ先輩とですって言われたときは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:13.34 ID:cBh6fT/U0<> ムレムレフブちゃんのうなじのにおい嗅ぎたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:14.70 ID:uTfAvZDN0<> MCも運営手動なんか <br> そらそうか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:15.87 ID:mqp9u1b10<> やっぱマキバオー批判の声も目に入ったんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:20.19 ID:Si8kku6D0<> 親方の名前は出すのになんでさくらみこの名前は出さないんですか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:22.93 ID:9hAECdIu0<> <a href="../test/read.cgi/livemegami/1679316023/677" rel="noopener noreferrer" target="_blank">&gt;&gt;677</a> <br> 結構いたぞ <br> 女ルーナイト含め <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:23.23 ID:RTp9j9kC0<> こより草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:24.49 ID:GhZZzP2I0<> <a href="../test/read.cgi/livemegami/1679316023/838" rel="noopener noreferrer" target="_blank">&gt;&gt;838</a> <br> お互いにトップバッター緊張でガチガチだったって言ってたはずだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:24.44 ID:iAjLVyWy0<> <a href="../test/read.cgi/livemegami/1679316023/842" rel="noopener noreferrer" target="_blank">&gt;&gt;842</a> <br> マリンのせいってこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:25.02 ID:PpBYK8Xs0<> <a href="../test/read.cgi/livemegami/1679316023/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> なんだって？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:25.44 ID:X9uz2dFu0<> ぺっさんフブちゃんの話するやん二窓しなきゃ…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:25.62 ID:yArcg0rs0<> こより沼ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:26.58 ID:RV9ZGUeL0<> <a href="../test/read.cgi/livemegami/1679316023/550" rel="noopener noreferrer" target="_blank">&gt;&gt;550</a> <br> ローソンとにじって伊藤忠繋がりだっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:26.74 ID:HnZ8o4mP0<> ころさんマキバオー歌うならEDのほうがよかったんじゃないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:27.28 ID:ApnNkaw+0<> <a href="../test/read.cgi/livemegami/1679316023/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> 表ではトレンド入る程の絶賛だったのになんで弁明してんだ&#129300;&#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:27.55 ID:U4FleB9L0<> 体型の話？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:30.28 ID:YReXTRQY0<> フブちゃんなのかフブキ先輩かどっちなんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:31.28 ID:EaNRsuws0<> <a href="../test/read.cgi/livemegami/1679316023/849" rel="noopener noreferrer" target="_blank">&gt;&gt;849</a> <br> ここ見てそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:31.40 ID:DuJAMg0D0<> 親方！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:32.45 ID:aeSuctGm0<> フブちゃん呼び違和感すごい <br> フブさんにしないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:32.75 ID:+HR2qAs30<> <a href="../test/read.cgi/livemegami/1679316023/849" rel="noopener noreferrer" target="_blank">&gt;&gt;849</a> <br> いやマキバオーはいいけど問題は… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:06.06 ID:6Gdui0sg0<> ころさんの配信やばい感じ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:53:33.32 ID:PmIfZH7c0<> <a href="../test/read.cgi/livemegami/1679316023/715" rel="noopener noreferrer" target="_blank">&gt;&gt;715</a> <br> 出してるじゃなくて、出すんだろ？ってなに？ <br> お前がメン限見てないんならそれは真実ではないよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:33.40 ID:YFYObGkU0<> 35Pだけ話題に出さない <br> 部屋紹介でも35Pの部屋を別のファンのように紹介 <br>  <br>  <br>  <br>  <br>  <br> 言っていいかな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:53:36.90 ID:2fDUZyQQ0<> マキバオーオレは爆笑してたんだが現地波冷えてたのか… <>
