名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/24(月) 21:12:10.06 ID:uPG/jH1I0<> 最強 <>兎田ぺこら 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:05.19 ID:drQa07jy0<> <a href="../test/read.cgi/livemegami/1682338330/579" rel="noopener noreferrer" target="_blank">&gt;&gt;579</a> <br> こっからいろいろ楽しみだな&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:05.55 ID:4vXxftMm0<> ガンマ7000どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:07.40 ID:7ugJXU/M0<> スタ婆鬱陶し過ぎる <br> 倶楽部がやってる説もある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:08.08 ID:Apwpp6CN0<> ぺこみこスト鯖大戦争まだか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:09.73 ID:QLD3fE1z0<> ロボットといえばロボ子さんは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:09.75 ID:IrreRHaj0<> <a href="../test/read.cgi/livemegami/1682338330/681" rel="noopener noreferrer" target="_blank">&gt;&gt;681</a> <br> いいネタだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:12.91 ID:wIiiVO4e0<> えっろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:13.38 ID:VtGZLB460<> 今日記念日だろこれ <br> 記念ライブしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:13.28 ID:08YajVIF0<> スト鯖の話しかないじゃんココ&#128558;&#8205;&#128168; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:13.72 ID:438WnPtj0<> ガンマ <br>  <br>  <br> 王です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:14.59 ID:YbgcoGgZ0<> ガンマ7000ってルーナのどのくらい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:15.10 ID:p+fvA+JN0<> 叶討伐されんじゃねーのこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:15.44 ID:35Mx+7iz0<> ガンちゃん７０００どりゃあああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:15.82 ID:LQaRivQ30<> えっろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:17.18 ID:mi/KVYKd0<> ガンマどりゃあああああああああああああああｑ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:17.24 ID:vN9r+kuc0<> ガンマ7000はやべえよ <br> どうなってんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:17.23 ID:CNr4qV1h0<> 昨日しのみやが8000&#12316;9000くらいだったからそいつらが来てるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:17.40 ID:rzD5FUhS0<> ちょっと面白いワードやめろ <br> 呪物がゴミやんけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:18.40 ID:F7LQ3Ek60<> グラブルってマクロかなんか組んでできないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:19.47 ID:QLD3fE1z0<> ぺっさんほんとグラブルの才能ありすぎてやばいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:20.79 ID:BhRuBm1A0<> みこちがパトラに最近ディスコードで連絡できたのってなんでだ？ <br>  <br> 昔のコラボの連絡先とかずっと残ってるものなのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:21.39 ID:3N0sneqR0<> 延々と質絵続ければ山田抜きそうじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:23.64 ID:I6hV7tf/0<> <a href="../test/read.cgi/livemegami/1682338330/625" rel="noopener noreferrer" target="_blank">&gt;&gt;625</a> <br> まずいまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:24.77 ID:OQiiX2E60<> 大作で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:25.80 ID:BBcNVzuR0<> 絵面www <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:25.78 ID:bJ2fDifX0<> ガンマ7000どりゃぁぁぁぁぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:26.38 ID:7woSYFzd0<> ガンマ7000どりゃああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:26.55 ID:71tdA+pf0<> これはエロい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:26.60 ID:FWtrE9Nu0<> <a href="../test/read.cgi/livemegami/1682338330/625" rel="noopener noreferrer" target="_blank">&gt;&gt;625</a> <br> ガチでマズい <br>  <br>  <br>  <br>  <br>  <br>  <br> と思うじゃん？ <br> 女はマジであっさり乗り換えるだけだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:26.63 ID:h0xXSS5t0<> これガンマ1万目指せるやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:29.14 ID:yGlBDWmd0<> 7000とか信じられん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:30.44 ID:DeXz4QMY0<> ガンマなんでじわじわ伸びてるんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:30.43 ID:yib/Hlkk0<> 7000すげぇな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:30.56 ID:kL6Ec2Ny0<> ガンマええやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:30.78 ID:n2s6P5ss0<> ガンマ7000どりゃああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:31.22 ID:YxUauGK80<> &#128048;RUST！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:31.58 ID:s5ZzHMph0<> 切り抜きが伸びたらガンマもっと数字伸びるんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:31.87 ID:IU6gZVtq0<> 昔スクフェスの上位ランカーは一部では自閉症って呼ばれてたな <br> ひたすら同じ曲をやり続ける <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:31.77 ID:MABBjlL70<> アルさん見てるか？ <br> この7000、アルさんのものだったかも知れないんだぞ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:34.19 ID:QLD3fE1z0<> エレ持ってるとアサルトタイムくそ邪魔だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:34.01 ID:OMmfJxMt0<> なんでぺこーらボッチなの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:34.47 ID:JbLR/moP0<> <a href="../test/read.cgi/livemegami/1682338330/567" rel="noopener noreferrer" target="_blank">&gt;&gt;567</a> <br> ﾄﾞｩﾙ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:36.74 ID:66pM63A60<> これはエロガンマ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:36.97 ID:WjAbqOrq0<> 親方がコラボしてて俺嬉しいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:39.40 ID:8oh+vQJM0<> ぺっさんご機嫌やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:40.58 ID:JqdqbFjD0<> ガンマ7000は快挙 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:41.16 ID:1+OV5G9z0<> 7000ってサロメレベルじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:42.21 ID:1ZDH8L080<> <a href="../test/read.cgi/livemegami/1682338330/477" rel="noopener noreferrer" target="_blank">&gt;&gt;477</a> <br> また勝手に妄想してら <br> 酔っ払ってはいる <br> とりあえず病気行け <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:43.00 ID:bmPacnqn0<> <a href="../test/read.cgi/livemegami/1682338330/777" rel="noopener noreferrer" target="_blank">&gt;&gt;777</a> <br> &#129327;&#129327;&#129327; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:44.16 ID:SeL+jU7E0<> ガンマ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:44.47 ID:Xuorn3Oa0<> がんちゃんどりゃあああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:45.00 ID:QLD3fE1z0<> 倶楽部ホロメンの誹謗中傷からガンマ連呼に切り替えたのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:45.33 ID:Z8p4G5ST0<> ホロまんさん遂に見つかって絶頂しとるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:46.53 ID:29GW9/zm0<> <a href="../test/read.cgi/livemegami/1682338330/528" rel="noopener noreferrer" target="_blank">&gt;&gt;528</a> <br> 結局どんくらいのバズなんだ？ <br> スト鯖のこと知らんからよう分からん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:48.35 ID:bmQq8M7y0<> <a href="../test/read.cgi/livemegami/1682338330/654" rel="noopener noreferrer" target="_blank">&gt;&gt;654</a> <br> <a href="../test/read.cgi/livemegami/1682338330/733" rel="noopener noreferrer" target="_blank">&gt;&gt;733</a> <br> やっぱ外から人呼ばないとダメだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:48.49 ID:/o7G2Cm20<> エロガンマ先生7200 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:50.45 ID:wkez26HO0<> やっぱホロスタはまんさんに見付かってなんぼだよな <br> ホロにすり寄ってもリスナー男しかいないから無理だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:50.87 ID:CNr4qV1h0<> <a href="../test/read.cgi/livemegami/1682338330/749" rel="noopener noreferrer" target="_blank">&gt;&gt;749</a> <br> エレクトーンで8万くらい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:51.55 ID:H752keeR0<> <a href="../test/read.cgi/livemegami/1682338330/757" rel="noopener noreferrer" target="_blank">&gt;&gt;757</a> <br> できるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:52.08 ID:vAzen2Kl0<> &#129412;すまん、ガンマNG入れたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:52.89 ID:5FDSZ8MS0<> <a href="../test/read.cgi/livemegami/1682338330/459" rel="noopener noreferrer" target="_blank">&gt;&gt;459</a> <br> すげえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:53.83 ID:+D7Ysqzb0<> どりゃああしてんの何時ものコピペガイジじゃねえかしね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:53.91 ID:FkqUtVsY0<> <a href="../test/read.cgi/livemegami/1682338330/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> 3,4回くらいかな？ <br> あんまりおすすめしないぞ <br> みこち大好きならいいと思うけど <br> まぁそれならもう入ってるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:56.03 ID:xVKymf1b0<> 7000は感無量だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:57.09 ID:7woSYFzd0<> ガンマ7300どりゃああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:57.10 ID:umyn5jko0<> ガンマ最強！！！ <br>  <br>  <br> ガンマ最強！！！ <br>  <br>  <br>  <br> 7000どりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:57.35 ID:Tyb7Oo2/0<> ガンマまだ止まる事を知りません <br> これ8000人行きます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:57.95 ID:7ugJXU/M0<> スタ婆うざすぎる <br> ぶいすぽスレでやってろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:24:58.78 ID:bkdN461I0<> &#129402;&#128077; <br> https://i.imgur.com/sYSUSlD.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:24:59.87 ID:QLD3fE1z0<> ぺっさんもしかして他の団員と温度差ない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:00.06 ID:gN+FcBXT0<> ぶいすぽが誰もやってないのありそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:00.34 ID:NnbFa+hl0<> <a href="../test/read.cgi/livemegami/1682338330/612" rel="noopener noreferrer" target="_blank">&gt;&gt;612</a> <br> 高齢非モテはお前だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:01.14 ID:7v/tq3uN0<> <a href="../test/read.cgi/livemegami/1682338330/757" rel="noopener noreferrer" target="_blank">&gt;&gt;757</a> <br> よほどうまくやらないとBANされます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:02.21 ID:VtGZLB460<> YAGOO感動して号泣もんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:03.64 ID:n2s6P5ss0<> ぺこら枠だれかきたらおしえてくれ <br> 虚無すぎてガンマに帰ってきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:03.98 ID:NWBpHicp0<> もしかしてガンマって名前マンガのもじりだったのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:04.71 ID:Q9uiWX5S0<> なぁ <br>  <br> ガンマ叶討伐しそうなんだけど…&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:07.49 ID:F7LQ3Ek60<> <a href="../test/read.cgi/livemegami/1682338330/691" rel="noopener noreferrer" target="_blank">&gt;&gt;691</a> <br> なんでそのメンバー選んだの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:08.19 ID:1SmhdXZf0<> 花の背景綺麗だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:09.95 ID:TUrcskGm0<> これ画面映すと発達が強調されるから <br> 普通に雑談よそおったほうが良くないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:11.21 ID:Rg6SgSkj0<> <a href="../test/read.cgi/livemegami/1682338330/738" rel="noopener noreferrer" target="_blank">&gt;&gt;738</a> <br> 前世もちなんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:11.61 ID:Rd2yR2kW0<> ガンマトレンドにのったイナゴタワー形成中の銘柄みたいになってんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:13.34 ID:4vXxftMm0<> ガンマ7000どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:14.33 ID:QLD3fE1z0<> これもう今日勝ち確したら肉稼がないとやばくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:16.24 ID:9KYLIFLZ0<> <a href="../test/read.cgi/livemegami/1682338330/798" rel="noopener noreferrer" target="_blank">&gt;&gt;798</a> <br> &#129412;すまん、がんーまは処女なんだが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:17.17 ID:7woSYFzd0<> 叶7900 <br> ガンマ7300 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:17.55 ID:4vXxftMm0<> ガンマ7000どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:17.89 ID:4vXxftMm0<> ガンマ7000どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:17.93 ID:O5IRbeyq0<> 三大こいつだけは認めるホロスタ <br>  <br> ロベル <br> アステル <br> オウガ <br> ガンマ <br> アルランディス <br>  <br> あと一人は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:21.64 ID:p+fvA+JN0<> あの…これマジでかなかな討伐あります… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:21.99 ID:mxypmSju0<> スト鯖ガイジ＝倶楽部＝35p <br> って解釈で良かった？もしそうだったらGT中に女神に近づくのやめるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:22.02 ID:BcaEgSCn0<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> なお数日前のホロアン <br>  <br> ホロアン民「カバーがVCTに招待貰いに行ったなんて嘘乙！」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:22.75 ID:6ctgAJ6E0<> ガンマ7000とか姉さんの男超えるやん <br> こーれ荒らされる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:23.15 ID:yGlBDWmd0<> <a href="../test/read.cgi/livemegami/1682338330/777" rel="noopener noreferrer" target="_blank">&gt;&gt;777</a> <br> ギャハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:23.43 ID:XZPbLWNQ0<> <a href="../test/read.cgi/livemegami/1682338330/747" rel="noopener noreferrer" target="_blank">&gt;&gt;747</a> <br> 杉浦かなんMに行け <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:23.68 ID:NsG2Z3jV0<> ホロアンは初期からホロスタ応援してたからな <br> 敗北を知りたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:23.72 ID:TpN1mlL70<> <a href="../test/read.cgi/livemegami/1682338330/786" rel="noopener noreferrer" target="_blank">&gt;&gt;786</a> <br> ああ、やべえ奴だったのね <br> もうレスしなくていいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:25.42 ID:QLD3fE1z0<> ぺっさん150じゃなく95回し続けてたってそりゃ肉無くなるわ <br> 勿体ねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:25.14 ID:B2vEt+BN0<> ホモ野郎単発で必死だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:26.50 ID:2QI5RRAN0<> お前らなんで男の実況してるの？ <br> 7000なんてホロの2&#12316;3軍レベルやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:26.97 ID:/p6UF85e0<> yagooの夢叶ったってまじ？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:28.52 ID:NWBpHicp0<> 山ちゃん今からガンマの百合絵見に行きます！ <br> ガンマ1万もありえます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:29.00 ID:4WyxUqnz0<> 7000ってどうなっとんねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:29.71 ID:71tdA+pf0<> 山田が百合絵を取りに来ます！！！クライマックスです”！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:30.12 ID:pIiwzCVo0<> まつりはRUSTバフ使っても伸びないな <br>  <br> https://i.imgur.com/7lhh0A1.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:30.33 ID:WGpBfZSQ0<> <a href="../test/read.cgi/livemegami/1682338330/777" rel="noopener noreferrer" target="_blank">&gt;&gt;777</a> <br> アルおじには何があるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:30.68 ID:VH0pRC5b0<> エロガンマ先生&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:30.91 ID:YbgcoGgZ0<> <a href="../test/read.cgi/livemegami/1682338330/796" rel="noopener noreferrer" target="_blank">&gt;&gt;796</a> <br> &#129327; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:31.37 ID:35Mx+7iz0<> 一配信でしのみやと対等な力関係になっちゃった・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:31.67 ID:Tyb7Oo2/0<> ガンマ7500どりゃああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:33.96 ID:Vn+O7t4k0<> ガンマの近くにラプラスおるやんw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:36.40 ID:QLD3fE1z0<> ガンマ必死に引き伸ばしてて草 <br> マジで今しか無いぞ全力でスウジーになれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:37.57 ID:0j6Hi8Rh0<> あんまり言いたくもないけど <br> 今のグラブルの古戦場で相手に勝つために動くやついないんよ <br> ノルマか個人報酬なんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:40.05 ID:/o7G2Cm20<> 叶の背中が見えてきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:42.92 ID:M2vZvY210<> ホロスタの同接7000の価値は <br>  <br> ホロライブの同接17万と同等である <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:43.20 ID:0CCKStIN0<> いやホロスタで7000は快挙だな <br> RUST終わって維持出来るかどうか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:44.73 ID:lWh/IBez0<> 山田鳩の対応下手くそやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:44.93 ID:LQaRivQ30<> <a href="../test/read.cgi/livemegami/1682338330/795" rel="noopener noreferrer" target="_blank">&gt;&gt;795</a> <br> カバーがあほなだけやわ <br> 本体のホロにもダメージだしてただけやしゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:44.99 ID:JpGaPJKf0<> まだ登山するのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:46.71 ID:+mDAzYJt0<> 300から7000とか <br> どこのビットコインだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:47.23 ID:shKDzYyD0<> <a href="../test/read.cgi/livemegami/1682338330/819" rel="noopener noreferrer" target="_blank">&gt;&gt;819</a> <br> ( ^)o(^ )そんなものは無い！ <br>  <br> びたーすいーt <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:47.67 ID:aQrOcSzB0<> <a href="../test/read.cgi/livemegami/1682338330/567" rel="noopener noreferrer" target="_blank">&gt;&gt;567</a> <br> あー･･･ね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:48.73 ID:5FuWIn+m0<> あのさ… <br>  <br>  <br> 水着ゾーイは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:48.81 ID:3N0sneqR0<> アンスレと交互に見てるだけで同接アホ伸びてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:49.52 ID:7woSYFzd0<> ガンマ7500どりゃああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:50.06 ID:QLD3fE1z0<> ガンマ「みんなの前で女の子のえっちな絵描くの恥ずかしい」 <br> ガンマ「こういう時の表情分からなくてGoogleで検索した」 <br> ガンマ「へそと鎖骨ってどうなってるかわからない」 <br> ガンマ「女の子の身体描いてる時が一番緊張する」 <br>  <br>  <br> ガンまんさんさぁこれどういうこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:50.28 ID:+D7Ysqzb0<> <a href="../test/read.cgi/livemegami/1682338330/824" rel="noopener noreferrer" target="_blank">&gt;&gt;824</a> <br> まずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:50.71 ID:nxB3Bpzf0<> 数字が数字を呼んでるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:53.24 ID:Vn+O7t4k0<> ガンマどりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:54.85 ID:RLTiSELr0<> コピペガイジしつけえ <br> メモ帳にコピペし続けてろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:25:55.20 ID:iIbTNoN60<> ラプちゃんくっぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:56.33 ID:wIiiVO4e0<> ホロスタがまさかこんな位置まで来る時代が来るとはな <br> https://i.imgur.com/uEnIf8N.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:57.33 ID:FfOfSb/+0<> え、これ8000行くんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:25:57.56 ID:HLI1duz/0<> <a href="../test/read.cgi/livemegami/1682338330/777" rel="noopener noreferrer" target="_blank">&gt;&gt;777</a> <br> https://www.youtube.com/live/GdnaqLgLYF4?feature=share <br> 1:16:35 スト鯖RUSTの話 <br> 1:17:43 <br> アルランディス「ホロスタから何人か向こう(スト鯖)に入ってるんよな、もう敵なのよそれは」 <br> 1:21:13 <br> アルランディス「気づけなかったのが悔しいわ、そんなもの(スト鯖RUST)があったんだってなったもん。 <br> 楽しそうすぎて羨ましかった…じゃあもう俺、ホロスタ卒業しようと思ったんだよね、あれに3年間頑張って誘ってくれる友人が出来ないんだったらもうホロスタ要らねえかもなってぐらい悲しくなった」 <>
