名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/17(火) 23:42:23.35 ID:87+z2OCe0<> まずい <>日南 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:13.24 ID:XsLa7Y/20<> 小豆 <br> 続行です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:13.13 ID:YP8ovoWE0<> 終わらないあずきちやったあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:13.95 ID:SdtxISJG0<> <a href="../test/read.cgi/livemegami/1673966543/755" rel="noopener noreferrer" target="_blank">&gt;&gt;755</a> <br> 女に喧嘩で負けて泣かされた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:15.34 ID:uxCqVh/K0<> あずきちまだやりますwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:17.00 ID:9MN6uiPm0<> あずきち続行どりゃああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:17.05 ID:61hFc10C0<> 小豆ハマりすぎだろwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:18.21 ID:3pUuaFw90<> まだやる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:19.08 ID:00oKgzAf0<> AZKi続行どりゃああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:18.81 ID:1TipkaOm0<> あずき続行どりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:21.47 ID:yTbg5ir70<> ねねちはエロゲとかポケモンで伸びてんだから燃えるなやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:21.96 ID:9JFPXe1j0<> うおおおおおおおおお&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525; <br>  <br> 0m出るなあああああああ&#128525;&#128525;&#128525;&#128525;&#128525;&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:22.17 ID:3Jk2Y8SF0<> やったーまだやります！&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:22.32 ID:OSMvVxKi0<> 0メートル耐久どりゃあ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:22.55 ID:fQO1+jjy0<> あずき～&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:23.67 ID:Q6Z0JB160<> あずき止まりません <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:24.28 ID:9s6ykyw00<> 3回戦とか明日大丈夫か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:24.51 ID:R5XdMgcm0<> あずきち終わりじゃないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:24.58 ID:ZaAH1mYU0<> あずきちガチでハマってんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:25.05 ID:G5IOtBLo0<> あずきちゃん終われまてん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:26.40 ID:h5edb8kI0<> 嵌りすぎてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:26.18 ID:S37VxOii0<> <a href="../test/read.cgi/livemegami/1673966543/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> ぺこちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:26.45 ID:6IraYGdc0<> ねねちは純粋さは悪にも善にもなるので <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:26.74 ID:5mk7Y2N40<> 寝る人おやすみー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:28.04 ID:DHDT7SJD0<> ねねちの垢共有って実際もんだいなの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:30.48 ID:pnk8CONh0<> 誰かルーナのゲッサーも神編集で面白くしてくれんかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:31.57 ID:Dl62dQ1r0<> あずきちハマりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:34.77 ID:HZfOfvID0<> あずきち、つづきます！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:36.13 ID:tne7BsVD0<> ルーナてなんで最近叩かれるようになったの？ <br> 肯定意見しかなかったよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:37.21 ID:f13UAxjk0<> こりゃ本気で気に入ったかこのゲーム <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:39.20 ID:ilMyqN6t0<> 小豆次は海外攻めろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:40.01 ID:7D5AmpMp0<> <a href="../test/read.cgi/livemegami/1673966543/756" rel="noopener noreferrer" target="_blank">&gt;&gt;756</a> <br> 文脈とかから一切の悪意とかやましさが無いの逆にビビるよな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:42.96 ID:6EWMrKZh0<> <a href="../test/read.cgi/livemegami/1673966543/756" rel="noopener noreferrer" target="_blank">&gt;&gt;756</a> <br> おもしれー女な半面こういう事平気でやるからこわい女 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:43.41 ID:5VggQmtw0<> ルーナ4マップ目のはずなのにラウンド1/5になってるんだが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:46.37 ID:q6OjwPsx0<> これ炎上したらホロじゃこのゲームもう出来ねぇな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:49.26 ID:xpP34Jx00<> 小豆0M耐久ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!! <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:50.50 ID:0AQvdbC70<> <a href="../test/read.cgi/livemegami/1673966543/781" rel="noopener noreferrer" target="_blank">&gt;&gt;781</a> <br> そもそもその二人になんの関わりが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:50.07 ID:RBIeO3yV0<> ID:a5fBZ4l+0 <br> したらばの勢いがー女神の勢いがーってやってるこいつはフィルくんって言ってにじライバーにスパチャして読んでもらえなかったから闇堕ちしてホロに転向して粘着アンチやってる中年ハゲね <br>  <br> 最近アンチアカツイッターの自演がバレた <br>  <br>  <br>  <br> 314 名無し＠18歳未満の入場禁止 無断転載禁止  2023/01/17(火) 15:14:27.57 ID:a5fBZ4l+0 <br> <a href="../test/read.cgi/livemegami/1673966543/189" rel="noopener noreferrer" target="_blank">&gt;&gt;189</a> <br> 中学のときかっとなって同級生包丁で刺したことあるからあんま大人しくないかも <br> イライラすると物事を正常に考えられなくなる癖は今も変わらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:51.89 ID:SdtxISJG0<> <a href="../test/read.cgi/livemegami/1673966543/781" rel="noopener noreferrer" target="_blank">&gt;&gt;781</a> <br> 凸されたは知らんけど <br> ここのねっ子が発狂してたw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:55.42 ID:vgfb9HXe0<> <a href="../test/read.cgi/livemegami/1673966543/767" rel="noopener noreferrer" target="_blank">&gt;&gt;767</a> <br> 白ばっかやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/18(水) 00:03:56.23 ID:afZt+TN/0<> <a href="../test/read.cgi/livemegami/1673966543/753" rel="noopener noreferrer" target="_blank">&gt;&gt;753</a> <br> すばちょこるなたんで一人だけちゃん付けしてるから距離感じるんだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:03:57.27 ID:FeN+i4EQ0<> 北海道か北関東かと思ったら当たったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:03:58.61 ID:olFwF6aG0<> AZKI｢寝る人は寝てくださいね。まだやりますよ～｣ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:01.26 ID:bI6GuZpP0<> <a href="../test/read.cgi/livemegami/1673966543/814" rel="noopener noreferrer" target="_blank">&gt;&gt;814</a> <br> ゴミピを捨てたんなに価値などない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:01.09 ID:GMqJEJtC0<> <a href="../test/read.cgi/livemegami/1673966543/808" rel="noopener noreferrer" target="_blank">&gt;&gt;808</a> <br> ブウかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:02.11 ID:rwSMs5ib0<> <a href="../test/read.cgi/livemegami/1673966543/523" rel="noopener noreferrer" target="_blank">&gt;&gt;523</a> <br> 小豆の通常枠ってこの前のGeoGuesserが初めてじゃなかったっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:02.56 ID:D3LdD8SJ0<> 5期生って炎上しないとダメな契約でもあるんか？ <br> 余計な発言多すぎやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:03.31 ID:JsGAKFoW0<> <a href="../test/read.cgi/livemegami/1673966543/748" rel="noopener noreferrer" target="_blank">&gt;&gt;748</a> <br> うさ吾郎の顔面は長澤まさみレベルらしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:03.46 ID:h2zrf6tQ0<> rustやり込んでた小豆が出てきてるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:07.71 ID:jUz5jLLO0<> <a href="../test/read.cgi/livemegami/1673966543/756" rel="noopener noreferrer" target="_blank">&gt;&gt;756</a> <br> 高校でもたびたび親呼び出されるくらいだしヤンキーみたいな倫理観なのかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:09.95 ID:aT0WKTEO0<> <a href="../test/read.cgi/livemegami/1673966543/399" rel="noopener noreferrer" target="_blank">&gt;&gt;399</a> <br> なんでこうリテラシーがないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:10.14 ID:0iwH8AU00<> <a href="../test/read.cgi/livemegami/1673966543/399" rel="noopener noreferrer" target="_blank">&gt;&gt;399</a> <br> これは謹慎 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:15.40 ID:WicKA5dq0<> お前らやっぱりアフィの仲間だよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:16.87 ID:00oKgzAf0<> <a href="../test/read.cgi/livemegami/1673966543/808" rel="noopener noreferrer" target="_blank">&gt;&gt;808</a> <br> 純粋っていっても <br> 現実問題としてもうとっくに子供ではないんだからねねちにはもうちょいしっかりしてほしいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:15.83 ID:oaAXSk1n0<> 人妻は子を成さんのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:18.16 ID:zHZG5JUz0<> 小豆rustもやってよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:19.28 ID:9MN6uiPm0<> <a href="../test/read.cgi/livemegami/1673966543/814" rel="noopener noreferrer" target="_blank">&gt;&gt;814</a> <br> 最近着実に数字伸ばしてるからな <br> 悔しい勢力がいるんだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:26.15 ID:zfBMoV7H0<> 栃木初か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:27.57 ID:Ir4uu7aB0<> <a href="../test/read.cgi/livemegami/1673966543/810" rel="noopener noreferrer" target="_blank">&gt;&gt;810</a> <br> 表に出して言ったのは不味い <br> 今のところキアラのアカウントでやりましたじゃないから全然セーフ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:29.48 ID:9JFPXe1j0<> 中岡県どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:30.72 ID:2xdmnLWu0<> 小豆がこんな実況されてるのライブ以外で初めて見た <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:31.60 ID:JsGAKFoW0<> <a href="../test/read.cgi/livemegami/1673966543/789" rel="noopener noreferrer" target="_blank">&gt;&gt;789</a> <br> カマホモじゃん生きてる価値ないよ <br> 自殺したら？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:32.69 ID:af9ZwRiD0<> <a href="../test/read.cgi/livemegami/1673966543/829" rel="noopener noreferrer" target="_blank">&gt;&gt;829</a> <br> お前ずっとゴミピって言ってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:32.72 ID:z7/GG4x+0<> <a href="../test/read.cgi/livemegami/1673966543/811" rel="noopener noreferrer" target="_blank">&gt;&gt;811</a> <br> これ以上面白くしたらマズイだろ <br> フレアより先に100万いっちゃうぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:33.24 ID:QC78FJ1w0<> <a href="../test/read.cgi/livemegami/1673966543/826" rel="noopener noreferrer" target="_blank">&gt;&gt;826</a> <br> 友達いなそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:34.17 ID:L7lNz8Aj0<> ねねちはトレパクとか垢共有とか何も悪く思ってなさそうなのがまずいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:36.24 ID:yM8s8LA/0<> 新宿でこんな迷う奴おる？田舎者かな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:39.00 ID:SdtxISJG0<> <a href="../test/read.cgi/livemegami/1673966543/833" rel="noopener noreferrer" target="_blank">&gt;&gt;833</a> <br> えっ、まじ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:44.46 ID:onOXAS8Z0<> <a href="../test/read.cgi/livemegami/1673966543/817" rel="noopener noreferrer" target="_blank">&gt;&gt;817</a> <br> まじでリテラシーの問題なんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:45.82 ID:fShx6qPF0<> デジャヴか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:47.34 ID:q6OjwPsx0<> <a href="../test/read.cgi/livemegami/1673966543/810" rel="noopener noreferrer" target="_blank">&gt;&gt;810</a> <br> そんなもん許可されてるサービスなんてあるわけねぇだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:47.24 ID:Q0CCWAUV0<> あずきち位健常でサクサク解いて行くか <br> ロボ子さん位ダメダメかの両極端が見てて面白いんだろうな <br> 中途半端だと見ててイライラしちゃう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:47.75 ID:OVlEDA+f0<> <a href="../test/read.cgi/livemegami/1673966543/831" rel="noopener noreferrer" target="_blank">&gt;&gt;831</a> <br> そうなのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:48.49 ID:I37HYRAA0<> <a href="../test/read.cgi/livemegami/1673966543/591" rel="noopener noreferrer" target="_blank">&gt;&gt;591</a> <br> あれほど司会の腕の差出るコラボないけどな <br> 次の問題行くタイミングでテンポと面白さと全然変わる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:51.74 ID:xPcS0RjQ0<> 解散後のマザー「(アステルとつな)良い人すぎない！？あったけぇって…」 <br>  <br> アステルの本性知りません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:55.38 ID:BVG6V32q0<> <a href="../test/read.cgi/livemegami/1673966543/632" rel="noopener noreferrer" target="_blank">&gt;&gt;632</a> <br> 家族の前では冴えないパッとしないおっさんがマフィア相手に無双するMr.ノーバディ　オススメ　ほぼジョン・ウィックのコメディ版 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:04:55.76 ID:748uV5wu0<> ねねちは漫画の貸し借りくらいの感覚だったんだろ無罪な解散 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:57.25 ID:5Vp2e+GC0<> <a href="../test/read.cgi/livemegami/1673966543/838" rel="noopener noreferrer" target="_blank">&gt;&gt;838</a> <br> 今更かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:04:58.75 ID:Fv3cPWKu0<> <a href="../test/read.cgi/livemegami/1673966543/755" rel="noopener noreferrer" target="_blank">&gt;&gt;755</a> <br> ちょっとモテてた時に調子に乗って付き合ってないヤツと付き合ってた話を友達にしてたら本人にバレた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:00.20 ID:oF42Ggob0<> <a href="../test/read.cgi/livemegami/1673966543/810" rel="noopener noreferrer" target="_blank">&gt;&gt;810</a> <br> どんなアカウントでも第三者にログインさせるのはまず規約違反になると思うぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:02.38 ID:9MN6uiPm0<> <a href="../test/read.cgi/livemegami/1673966543/819" rel="noopener noreferrer" target="_blank">&gt;&gt;819</a> <br> ランドマークは誰でも1/5になってるからバグでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:05:04.36 ID:ApmtWvEw0<> 友達にゲームのソフト借りるのと違うん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:08.68 ID:SdtxISJG0<> <a href="../test/read.cgi/livemegami/1673966543/847" rel="noopener noreferrer" target="_blank">&gt;&gt;847</a> <br> はい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:11.15 ID:K31JBPZd0<> るるどのツイ消し言われても画像無いからわかんねーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:11.76 ID:af9ZwRiD0<> ルーナめっちゃこだわるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:05:12.24 ID:T3KjfzKL0<> <a href="../test/read.cgi/livemegami/1673966543/399" rel="noopener noreferrer" target="_blank">&gt;&gt;399</a> <br> 東海の土人は倫理観ねえなマジで名古屋走りで轢かれて死ぬか？コラ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:05:15.54 ID:yTbg5ir70<> <a href="../test/read.cgi/livemegami/1673966543/860" rel="noopener noreferrer" target="_blank">&gt;&gt;860</a> <br> マザーがいいやつなんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/18(水) 00:05:15.89 ID:afZt+TN/0<> <a href="../test/read.cgi/livemegami/1673966543/850" rel="noopener noreferrer" target="_blank">&gt;&gt;850</a> <br> いないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:18.64 ID:85/UAhJ90<> スバル五島どりゃああああああああぁぁぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:21.39 ID:cf7odg280<> わためしぐれういとコラボ予定中 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:24.98 ID:JsGAKFoW0<> <a href="../test/read.cgi/livemegami/1673966543/864" rel="noopener noreferrer" target="_blank">&gt;&gt;864</a> <br> キモいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:26.78 ID:onOXAS8Z0<> <a href="../test/read.cgi/livemegami/1673966543/851" rel="noopener noreferrer" target="_blank">&gt;&gt;851</a> <br> 教えられたら理解するぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:26.78 ID:SdtxISJG0<> <a href="../test/read.cgi/livemegami/1673966543/867" rel="noopener noreferrer" target="_blank">&gt;&gt;867</a> <br> 同じだよ <br> ねねアンが騒いでるだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:28.10 ID:j6fWwcE20<> ───遅咲小豆二軍昇格。 <br>  <br> ttps://i.imgur.com/1rnIGMY.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:29.84 ID:3pUuaFw90<> アズキ頭いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:30.96 ID:rZlrfxgU0<> スバルさん五島列島をご存知ない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:32.22 ID:rwSMs5ib0<> <a href="../test/read.cgi/livemegami/1673966543/858" rel="noopener noreferrer" target="_blank">&gt;&gt;858</a> <br> ほとんど歌枠とコラボ枠だったはず <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:34.98 ID:5VggQmtw0<> ジオゲッサーの垢共有とか意味わかんなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:43.39 ID:0iwH8AU00<> キアラが1番悪いけど <br> もっと相手を理解してからやるべきだったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:43.52 ID:h5edb8kI0<> この時間にこんなとこに入り浸ってる奴がネットリテラシー語るってなんかのギャグか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:05:45.60 ID:GDIYdVlR0<> あずきちと俺が地図勝負したら普通に負けそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:48.12 ID:JsGAKFoW0<> <a href="../test/read.cgi/livemegami/1673966543/868" rel="noopener noreferrer" target="_blank">&gt;&gt;868</a> <br> 嘘だよ死なないで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:50.35 ID:lHUmYH/E0<> <a href="../test/read.cgi/livemegami/1673966543/871" rel="noopener noreferrer" target="_blank">&gt;&gt;871</a> <br> ライン超えを感知 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:53.59 ID:5VggQmtw0<> <a href="../test/read.cgi/livemegami/1673966543/866" rel="noopener noreferrer" target="_blank">&gt;&gt;866</a> <br> そうなんかありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:05:55.37 ID:LK8YRP010<> オフの間に横で一回プレイさせてもらうとかって意味じゃないんか <br> こんなことに目くじら立ててたら漫画の貸し借りもできなくなるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:05:56.10 ID:toQT9MzP0<> うんちが邪魔すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:05:57.86 ID:jf85+xVP0<> 早くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:00.18 ID:85/UAhJ90<> うんち邪魔スギィ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:01.08 ID:UElhqhuB0<> 0円カードぺこらに使わんの野うさぎ怖いから？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:07.59 ID:61hFc10C0<> 小豆速すぎだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:10.51 ID:eOLXyZaM0<> <a href="../test/read.cgi/livemegami/1673966543/756" rel="noopener noreferrer" target="_blank">&gt;&gt;756</a> <br> 垢共有とかトレースとかのいけなさは直感的じゃないからしかたない <br> 泥棒とか暴行とはやっぱ違うからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:11.34 ID:Cn2vbCzx0<> GUへの反応が速い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:10.98 ID:UbB3oJI90<> スバルはばらかもんを見ろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:16.41 ID:9JFPXe1j0<> <a href="../test/read.cgi/livemegami/1673966543/883" rel="noopener noreferrer" target="_blank">&gt;&gt;883</a> <br> 課金ゲーなのだよ <br> んでキアーラが課金垢持ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:16.43 ID:M1KId+mf0<> アズキは数字出てるから気持ちよくなってるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:17.41 ID:pKlW3ui70<> ホロメンはうんちがすき <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:18.55 ID:Fv3cPWKu0<> <a href="../test/read.cgi/livemegami/1673966543/876" rel="noopener noreferrer" target="_blank">&gt;&gt;876</a> <br> ガチで見栄張るのもうやめようと思ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:20.65 ID:HIEbSE4F0<> 人妻って他にいるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:24.46 ID:v67YXFU00<> まあやる前だからなんとかなるんじゃ <br> また叩かれてメンタルがあれするかもしれないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:27.97 ID:/+uXgSXs0<> あずきちは配信こそしなかったがRUSTもかなりやりこんでたからな <br> ハマったゲームはとことんやり込むぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:31.13 ID:GtFYRFG20<> 早い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:31.53 ID:8XkCGvDj0<> んなぁい… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:33.47 ID:gh9sJkZu0<> 人妻で処女って有り得る？0で無いなら俺はそれにかけようと思うんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:44.68 ID:S37VxOii0<> <a href="../test/read.cgi/livemegami/1673966543/399" rel="noopener noreferrer" target="_blank">&gt;&gt;399</a> <br> ルーナは多分山育ちだから都会の法に疎い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:45.71 ID:5VggQmtw0<> ルーナのチンポジずれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/18(水) 00:06:46.85 ID:hzH82ppx0<> 小豆ってこのまま毎日配信するようになるん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/18(水) 00:06:50.75 ID:JtQngpnP0<> ルーナまた満点です <>
