名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/06(日) 21:20:05.37 ID:9p395Q460<> 13万って <>ぺこーらお前がナンバーワンだ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:22.19 ID:JWCRxjDI0<> おつぺこでした <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:21.88 ID:5FkR4Nd40<> ん？一人目…？5凸すんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:22.29 ID:+ZL3ZHFd0<> &#128048;ｵｿｲﾖｰ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:22.64 ID:TBPPgdPb0<> セイバーじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:22.92 ID:qr3YUmTy0<> CV誰？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:22.91 ID:FW0hra+d0<> ぺこちゃんに「遅いよぉ・・・」って言われたいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:23.15 ID:Pvs9o9yV0<> はい！　おつかれさまでした！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:23.39 ID:5t3a4K0j0<> えっなにこの劣化セイバーみたいな絵 <br> こんなのがほしいぺこなの？ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:23.67 ID:G5ALmgjP0<> 13万人に「見てて良かった」と思わせる配信 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:24.31 ID:9fkauOZe0<> こよは30連で出ました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:24.84 ID:tYbdtqHT0<> 顔同じじゃんwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:25.10 ID:J/b5g8/l0<> これセイバーオルタと何が違うの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:26.27 ID:Ytyjg8cB0<> &#128048;きちゃあああ！（きちゃったかぁ） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:26.50 ID:qAuUcMWA0<> 出たのかつまらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:26.79 ID:sHC5TTr10<> ぺこみこしたらモルガン来ました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:28.09 ID:kkDTeWB/0<> ぺっさん（おい…はえーーーーーよ） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:28.84 ID:sJzsfcLY0<> あーここまでか <br> 十分伸びたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:29.07 ID:EJfgTdf60<> もっと沼って欲しかった <br> もっと数字伸ばせたろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:29.90 ID:bBtkEZC90<> どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:29.90 ID:Vr3dlesj0<> 惜しいな <br> ここまで来たらもう少し引っ張りたかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:29.68 ID:5V5l/Kxa0<> 同接はここまでか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:30.06 ID:9JeixwBo0<> おそいよぉ(もっと引っ張れよ…) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:29.79 ID:0H+hivpe0<> これからぺこーらはどんな配信でも１３万ださないとな！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:31.66 ID:joVVuXkS0<> ぺっさんお前が抜いたのはサロメンだよ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:31.81 ID:ouEGFbhB0<> 多分数字や宣伝に釣られてきてるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:32.07 ID:76XgkczD0<> にじスレでも んなたれwって使われてるんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:32.55 ID:yhML8Yl50<> 134500まで見た <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:33.18 ID:a2ObTGXF0<> はい下山開始 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:34.51 ID:whh6T9I10<> ガチで下山してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:35.05 ID:rhCNxnjb0<> 引いたからこれが最高になるのか？ <br> https://i.imgur.com/deH81uZ.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:35.27 ID:Txrf6J7A0<> フィニッシュだなよかったよかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:36.15 ID:FWCRhxlp0<> 無料回しきったら終わろう <br> 課金する価値もうない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:36.25 ID:k3xswXAQ0<> ここから完凸まではしれや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.15 ID:/q1KG9UW0<> 134600でフィニッシュです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.61 ID:CHBrfFbQ0<> <a href="../test/read.cgi/livemegami/1667737205/589" rel="noopener noreferrer" target="_blank">&gt;&gt;589</a> <br> いや、裏にホロメンが普通に配信してても13万は出てると思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.35 ID:iKFGF5iq0<> ぺこらが爆死　スパチャ１００万　　ぺこら神引き　スパチャ１０万 <br>  <br> 爆死の方が儲かってね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.45 ID:v3I/7ncF0<> あんま嬉しそうじゃなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.71 ID:IVBfGT8R0<> ぺっさん色々とやりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.83 ID:a/pDOkuN0<> <a href="../test/read.cgi/livemegami/1667737205/718" rel="noopener noreferrer" target="_blank">&gt;&gt;718</a> <br> 冒頭であと2枚って言ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:37.85 ID:HcdR/3K80<> &#128048;ｵｿｲﾖｫ…(ナイスゥ↑) <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:37.98 ID:NHi71v330<> &#128048;遅いよ！（はえーぺこだよ！もっと粘らせてくれぺこだよ！） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:38.86 ID:5COAEb7/0<> 遅いよォ…可愛くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:39.02 ID:PIVXfIP40<> あの…姉さんの罠スレで婆さんの正体わかりました… <br>  <br> プリコネ民 <br> ドラクエウォーク民 <br> なんG民野球民（阪神） <br> なんG兼野球民（横浜） <br> なんG兼野球民（福岡） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:39.51 ID:O2mUXBEW0<> みこへのリレー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:41.90 ID:LqpuUJgD0<> <a href="../test/read.cgi/livemegami/1667737205/725" rel="noopener noreferrer" target="_blank">&gt;&gt;725</a> <br> 5万4千円だけど？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:42.56 ID:odZFzF1V0<> こんなクソ絵のために大金つぎ込むやつとか終わってんなあこの国 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:43.17 ID:mQz7V3JR0<> 当然の下山 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:42.99 ID:hWxLqx8Z0<> 下山始まりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:44.20 ID:7qFDmh7v0<> これフブちゃん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:44.56 ID:xWYMoc/20<> <a href="../test/read.cgi/livemegami/1667737205/713" rel="noopener noreferrer" target="_blank">&gt;&gt;713</a> <br> 天井なくなるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:46.15 ID:1wGOJxuT0<> せめて200連星5なしの方がトレンドに乗りそうだったのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:46.95 ID:veuJS0n70<> ぺこちゃん泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:47.00 ID:dnM5YREv0<> <a href="../test/read.cgi/livemegami/1667737205/758" rel="noopener noreferrer" target="_blank">&gt;&gt;758</a> <br> 2か3引くはず <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:47.32 ID:GVuYLUG50<> ネタバレを要求するな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:47.87 ID:PF2aetVC0<> 完凸千連してかじーたと共に伝説にすべ&#128526; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:48.09 ID:68FaB0dZ0<> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)こよりは150連で3体でました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:48.19 ID:Pvs9o9yV0<> 180で１枚は標準レベルじゃね？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:48.08 ID:iOhHCW720<> 来ちゃったけど十分だな <br> サンキューモルガン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:48.38 ID:WZg3iCdb0<> ぺこら泣いてます… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:48.31 ID:bEX9erdm0<> モルガン空気読んだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:49.61 ID:Q7QVbdfX0<> <a href="../test/read.cgi/livemegami/1667737205/752" rel="noopener noreferrer" target="_blank">&gt;&gt;752</a> <br> 普通に考えたら伸びない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:50.38 ID:0ILPus5T0<> この後みこちの配信あります <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:50.80 ID:G9CAB3nS0<> 婆さん中華に媚びって負けたぞwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:52.68 ID:RK7JYqIh0<> <a href="../test/read.cgi/livemegami/1667737205/761" rel="noopener noreferrer" target="_blank">&gt;&gt;761</a> <br> 石川由依 <br> 進撃のミカサの人 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:53.17 ID:jnwPP5nj0<> まあまあ伸びたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:54.97 ID:1Y+9rYN90<> 180連て運悪いんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:55.02 ID:Rv67dd0d0<> 沙花叉クロヱ&#127907;リセポチリリース @sakamatachloe <br> 2022年11月6日 21:27:42 <br> @kazamairohach かざまいろは、喉を使うな！ましてや歌うな！！あほざむらい！！！もう知らない！！！！ <br> https://twitter.com/sakamatachloe/status/1589233058875863041 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:28:55.44 ID:STTDdF/l0<> もうちょい上がり続ける同接を見せて欲しかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:55.59 ID:FW0hra+d0<> 下山だりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:55.77 ID:1xiOjydm0<> ああひいいたのか <br> 爆速下山どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:57.50 ID:rb+5GxWB0<> &#128048;やったよみんなー！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:57.59 ID:ppLwf3WP0<> じゅっじゅうさんまん？！ <br> 運動会とは何だったのか・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:58.89 ID:oxKFaOSb0<> ぺこら王「まあ此処ら辺で勘弁してやるかW」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:28:59.94 ID:5Q/4yEBG0<> 完凸まで回すならまだ登るけどしないんだろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:00.44 ID:26ikR6Er0<> モルカスもうちょっと粘れや <br> 14万いけたろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:00.89 ID:mo1TE5Th0<> こう見ると時臣の礼装多いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:02.14 ID:dJ731sQa0<> まあ充分すぎるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:03.08 ID:fT5kM3EX0<> ぺこちゃん大勝利ィ！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:04.92 ID:EJlFIYJ50<> 下山とまんねえええええええ！！！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:05.01 ID:Txrf6J7A0<> これって天井リセットされる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:04.96 ID:+hRODUb70<> モルガン何やってんの天井まで出てくるなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:06.37 ID:2ZObNWwZ0<> 露骨に下山して草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:06.75 ID:y8nBWEKZ0<> <a href="../test/read.cgi/livemegami/1667737205/801" rel="noopener noreferrer" target="_blank">&gt;&gt;801</a> <br> 3万な <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:07.51 ID:P+zdm1nl0<> 大勝利！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:07.64 ID:5Zr8sfOB0<> この間のござるみたいなキャラもレアなの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:07.78 ID:RoYE49wx0<> ぺこーらあらゆる意味で大勝利です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:07.88 ID:bdtqayjq0<> ぺっさんよくやった。明日は休んでもいいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:07.45 ID:a4cdjqjU0<> よく考えたらこれただの復刻ガチャなんだよな <br> 年末に来る新章だと多分もっと行くぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:09.24 ID:kkDTeWB/0<> 判子絵どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:09.23 ID:a/pDOkuN0<> <a href="../test/read.cgi/livemegami/1667737205/758" rel="noopener noreferrer" target="_blank">&gt;&gt;758</a> <br> ３ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:09.58 ID:iKXFJQiK0<> モルガンよくここまで粘ったぞ <br> あとはどうでもいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:09.47 ID:JtrVdtzD0<> <a href="../test/read.cgi/livemegami/1667737205/510" rel="noopener noreferrer" target="_blank">&gt;&gt;510</a> <br> こよりは裏でやってるんでしょ？ <br> ストーリー配信はぺこらのみに許可されてるし、 <br> 理不尽な張り手じゃないかこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:10.92 ID:Gwz/k6jS0<> まだ回すのぺこら？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:12.96 ID:52YmM+8j0<> まあいい感じの数字だな <br> 来年の記念ライブで超えれそうな絶妙な数字だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:14.97 ID:7qFDmh7v0<> 負けだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:14.95 ID:0CxZIx+A0<> ガチャとかいう質無し配信で数字出るとそればっかになって衰退するけど大丈夫？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:17.74 ID:ZTr3Yk0y0<> <a href="../test/read.cgi/livemegami/1667737205/713" rel="noopener noreferrer" target="_blank">&gt;&gt;713</a> <br> リセットつかもう天井は回復しないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:18.16 ID:gd0lEYPp0<> こっから天井無いって地獄だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:19.21 ID:UbsArSya0<> 早く回せ下山する <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:19.66 ID:JGLb1itH0<> 兎田ぺこら大勝利です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:21.29 ID:R193zblh0<> 正直こんなに数字出るとは思ってなかった <br> モルガンさんありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:22.63 ID:xWYMoc/20<> <a href="../test/read.cgi/livemegami/1667737205/836" rel="noopener noreferrer" target="_blank">&gt;&gt;836</a> <br> 天井システムがなくなる <br> ここから青天井 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:22.51 ID:SboPYbuk0<> <a href="../test/read.cgi/livemegami/1667737205/812" rel="noopener noreferrer" target="_blank">&gt;&gt;812</a> <br> 同接2万…ぷっ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:23.32 ID:szhh4ZWS0<> もう撤退しとけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:23.48 ID:k3xswXAQ0<> いいぞぺこら <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:23.42 ID:4Xmaett+0<> 運動会とは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:23.60 ID:jPZvbCk80<> FGOってまだ人気あるんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:25.01 ID:PN1Ij3DN0<> <a href="../test/read.cgi/livemegami/1667737205/812" rel="noopener noreferrer" target="_blank">&gt;&gt;812</a> <br> ひぃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:25.35 ID:WIc5DmOe0<> ぺこちゃん続行します <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:25.30 ID:rYq1BMV90<> これホロライブの数字じゃなくて <br>  <br>  <br>  <br>  <br> FGOの数字です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:26.61 ID:EfFe/G4d0<> この瞬間を見るまでは配信から目を離せないもんな <br> ガチャ配信ってやっぱ数字の面では強えわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:27.85 ID:iKFGF5iq0<> ぺこらが神ひきするより　爆死した方が儲かってるんだけど <br>  <br> これなに？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:28.78 ID:whh6T9I10<> ぺっさんもういいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:29.14 ID:B92tL2hB0<> 欲しいピックアップが来るってことでいうと普通ぐらいの運じゃないの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:29.00 ID:Ntfll6HD0<> <a href="../test/read.cgi/livemegami/1667737205/201" rel="noopener noreferrer" target="_blank">&gt;&gt;201</a> <br> 45万じゃなかったっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:29.13 ID:Z15XnDor0<> 今久しぶりにお魚天国歌った？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:30.70 ID:qJIHEZwh0<> 続行どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:31.26 ID:1JcH8Pk30<> ぺっさん <br>  <br> お疲れ様 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:32.58 ID:C/SGIrK10<> ？？（はえぇよ…） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:32.99 ID:FW0hra+d0<> ３引くつもりなの？ <br>  <br> やべーやつじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:33.35 ID:EJlFIYJ50<> <a href="../test/read.cgi/livemegami/1667737205/854" rel="noopener noreferrer" target="_blank">&gt;&gt;854</a> <br> マジかよ <br> やばすぎだろこのゲーム <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:33.54 ID:2b12kwGc0<> 下山エグいな <br> ガチャ配信ってほんっと謎だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:34.18 ID:voZlSQaQ0<> 下山どりぁああああああああああああああ!!!! <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:34.69 ID:1AFSslXn0<> ガチャ配信が <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> にじのスプラ大会超えました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:34.62 ID:yAHdrzFM0<> でも、今月中にくるだろうオベロンガチャも引くんだろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:35.03 ID:9fkauOZe0<> こよは3枚出した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:35.03 ID:O1FHiRvl0<> 直角に下山 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:35.57 ID:HXUYz9b00<> こんなAIが描いたフブちゃんのイラストみたいのに金使ってんの…？&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:36.57 ID:sJzsfcLY0<> <a href="../test/read.cgi/livemegami/1667737205/799" rel="noopener noreferrer" target="_blank">&gt;&gt;799</a> <br> やっぱなんGか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:36.94 ID:XMBXgiGA0<> はい終わり <br> みこちのプロレスは抜けませんでした <br> イキってた野うさぎざまぁはよ死んどけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:37.20 ID:TGzHfZyX0<> 山クロは生き延びた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:37.91 ID:JWCRxjDI0<> 天井ないです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:38.59 ID:J0Nmitot0<> 思ったより下山しないな <br> はよ引け <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:39.56 ID:T1Yo0ALK0<> IKZ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:39.37 ID:PyXgor8C0<> ぺこちゃん <br>  <br> サロメ討伐して辞められません！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:40.04 ID:GVuYLUG50<> ペッキー！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:40.12 ID:+ZL3ZHFd0<> あーあ <br> 目標知らん勢が帰る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:40.70 ID:1wGOJxuT0<> あと100連しかできないが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:41.45 ID:ZTr3Yk0y0<> 数字のために続行きたあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:41.76 ID:yhML8Yl50<> <a href="../test/read.cgi/livemegami/1667737205/836" rel="noopener noreferrer" target="_blank">&gt;&gt;836</a> <br> モルガン引いたことにより天井システムが無くなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:42.46 ID:UC0RdOcu0<> 今日ホロライブ強いなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:42.11 ID:jrBLFezF0<> ぺこマリすいのライブでしか超えれないなもう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:42.40 ID:6SSx0hVm0<> こよりはぺこらの配信見て配信スキル学んでそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:42.52 ID:rLlOQvYR0<> 3D配信もライブもみんなどんどん過去のものになってて草 <br> FGOガチャ配信によってホロライブ全配信最高同接を目指していけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:43.50 ID:vOEek8pW0<> その先は地獄だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:45.20 ID:KmTfNiYd0<> <a href="../test/read.cgi/livemegami/1667737205/836" rel="noopener noreferrer" target="_blank">&gt;&gt;836</a> <br> リセットじゃなくて完全になくなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/06(日) 21:29:46.10 ID:PF2aetVC0<> 流石ぺこーら続行です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:46.98 ID:XMBXgiGA0<> はい終わり <br> みこちのプロレスは抜けませんでした <br> イキってた野うさぎざまぁはよ死んどけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/06(日) 21:29:47.86 ID:TocUaa910<> えっ天井ないの？ <>
