名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/23(日) 18:10:16.15 ID:ABS8FUKR0<> です <>デスぺこらvsデスピサロ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:29.37 ID:PpEQZzum0<> 立て直しは凄いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:28:32.73 ID:IataZfKY0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> まずい <br> https://images.microcms-assets.io/assets/3769dbdce2484cf69a68c243f1f2b248/ba6d7d912a224378bb2d720ed049d64a/dhj_tt_livearea_pc01.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:34.64 ID:U5xtNXpY0<> ぺこらって魅せるためにわざと低レベルで戦ってるんだろすごいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:35.52 ID:ypAtv/Lo0<> こういうところが配信者として持ってるんだよなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:38.70 ID:by312Hh30<> ジェクトどんだけつえーのかと思ったら自分でプレイしてみたらクソ雑魚だったわ <br> 連続魔法とものまねのチート連携に気づいてしまったからかもしれんが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:28:41.18 ID:hwFldNw30<> ぺっさん久々に&quot;質&quot;みせたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:28:43.32 ID:7H5P8c400<> ぺっさんおもしれえやん <br> ラミィのピサロも後でみてくるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:44.67 ID:F/9vX6vu0<> デスピサロがかがやく息使ったら一発で崩壊するんですけどね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:28:47.52 ID:xgT9jP480<> ガンマおわりかよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:28:49.69 ID:91lMDAPe0<> <a href="../test/read.cgi/livemegami/1682241016/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> わろたwwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:52.50 ID:qAkIGKIV0<> ただドラクエって自然回復とかいうチートあるから攻撃続けないと一生死なないんよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:52.82 ID:JtpIwfdH0<> ピオリムが一番重要なんだけどぺこちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:28:56.59 ID:iK4sLh9s0<> なんかいきなり下山したな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:01.43 ID:I2SJwTxE0<> ぺっさんのリアクション力下がったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:02.96 ID:tYG8lNcN0<> https://i.imgur.com/8io4vdT.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:07.46 ID:mFkncgfi0<> Youtube限界ですｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:08.65 ID:dOsDPwpf0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> 親ガチャ外れ枠 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:08.81 ID:JoeX2Kc50<> メルさんスケスケ好きです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:12.67 ID:yUsx0dsV0<> ミネアアアア <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:13.88 ID:qa12qRvF0<> &#128561;&#128561;&#128561;&#128561; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:15.77 ID:OzAXXbgy0<> かがやく炎のデスコンボ来たら一瞬で壊滅だからどっちにしろ厳しいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:17.27 ID:e7ttpQjU0<> <a href="../test/read.cgi/livemegami/1682241016/755" rel="noopener noreferrer" target="_blank">&gt;&gt;755</a> <br> 余りにも失礼ですね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:19.88 ID:TFW2VVk80<> ぺこらってやっぱりすごいな <br> 他の奴らは目障りだからクビにしろwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:20.98 ID:hUJ1Kmad0<> デスピサロ分かってんね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:20.97 ID:5Ypo1Rjn0<> クリフトのMPが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:22.81 ID:mP7oc2970<> MPあかんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:26.82 ID:Z36I36FZ0<> ミネアレイプされちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:27.92 ID:7VNdQ2fy0<> ぺこちゃんの心にハセシンが芽生えかけたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:27.79 ID:/E08xW5u0<> <a href="../test/read.cgi/livemegami/1682241016/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> なんかホロいて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:28.73 ID:xtFMSUtM0<> <a href="../test/read.cgi/livemegami/1682241016/321" rel="noopener noreferrer" target="_blank">&gt;&gt;321</a> <br> 出るのは格ゲーじゃなくてライブだから問題ないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:34.90 ID:YuLnnx2z0<> でもあり！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:35.76 ID:aDqCQ41z0<> <a href="../test/read.cgi/livemegami/1682241016/773" rel="noopener noreferrer" target="_blank">&gt;&gt;773</a> <br> 懐かしすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:41.25 ID:rSA6MfBA0<> MPないから詰んでるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:41.93 ID:yUsx0dsV0<> 一進一退や <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:44.45 ID:iUtZuo2K0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> こいつグラブルの絵は上手いのに何でルイはああなったんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:45.52 ID:PpEQZzum0<> 輝く息と炎でやられるのが怖い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:48.93 ID:BSRkJf+W0<> <a href="../test/read.cgi/livemegami/1682241016/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> え、なにやんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:54.55 ID:L3J51X070<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> &#10005;心 <br> ○金 <br> かなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:29:55.66 ID:36pwtMMK0<> 国内だけホロ鯖じゃ参加人少ないよなあ <br> ホロスタと海外組も入れないと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:56.66 ID:TL7AS9vS0<> MP回復させるやつあったっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:29:58.09 ID:F/9vX6vu0<> <a href="../test/read.cgi/livemegami/1682241016/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> ししわた！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:09.22 ID:Q47mGon10<> MPきつすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:15.81 ID:RT3QzV6q0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> (一般)が抜けてるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:16.72 ID:iUtZuo2K0<> クリフトMP13は終わってるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:21.79 ID:Pr0mhveK0<> <a href="../test/read.cgi/livemegami/1682241016/793" rel="noopener noreferrer" target="_blank">&gt;&gt;793</a> <br> コピーしか出来ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:26.73 ID:EVf7RS3+0<> ドラクエのボスでこんな死闘できるやつみたことないわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:27.23 ID:a9upxI2T0<> ！！！！！？？？？？？！？！？！！？！？？？？ <br>  <br> 激推しさんのみるきす残りあとギバラとﾕｷﾑﾗﾁｬﾝと後誰やろなあと思ってたら <br>  <br>  <br> まままままま待って待って待って待って待って待って待って&#128400;&#128400;&#128400; <br>  <br>  <br> &#128400; <br>  <br> 待って&#128400; <br>  <br> マジかよ？！ <br> https://i.imgur.com/rxkuncF.jpg <br> https://i.imgur.com/oEnhuZT.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:31.72 ID:SyXQjfIg0<> ドラクエってまだ優しい方だよな、ff8のラスボスとか強すぎて挫折したわ。レベル上げても無理だった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:32.27 ID:HF5EbYAT0<> 腕輪あるならまだ行けそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:34.49 ID:7H5P8c400<> エルフの飲み薬ネーノ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:35.18 ID:fb6kfilR0<> MPおわりやんもうあかん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:35.51 ID:WpBwKX6y0<> クリフトｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:35.76 ID:OZeexTAp0<> MP的に無理やろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:35.74 ID:vWbvZhFF0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> とうとう引退かな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:36.08 ID:aRhg1lpT0<> もしかしてデスピサロのターン回復力に火力が負けてるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:37.37 ID:yUsx0dsV0<> MP序盤に使いすぎたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:49.07 ID:zYzsj+0H0<> 久しぶりに見たけどぺこーらラスボスなのにテンション低くね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:49.14 ID:91lMDAPe0<> そういえばそろそろ郡道1ヶ月経つけど戻ってくるんかね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:51.45 ID:eWlgScDc0<> <a href="../test/read.cgi/livemegami/1682241016/765" rel="noopener noreferrer" target="_blank">&gt;&gt;765</a> <br> ラミィのピサロ戦もおもろいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:53.61 ID:F/9vX6vu0<> ピサーロありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:54.22 ID:OrWAChG70<> ゲーム実況で、ぺこらより面白いホロメン　←存在する？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:30:57.17 ID:383CHGpU0<> ぺこちゃん眠そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:30:59.25 ID:WpBwKX6y0<> しずく厨ゆけーい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:01.94 ID:uESgf8S/0<> &#128058;ルイ先輩 <br>  <br>  <br> ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:02.89 ID:hwFldNw30<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> なんでこいつが匂わせるわけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:04.75 ID:7VNdQ2fy0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> なるほどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:05.08 ID:ta8tMAqi0<> <a href="../test/read.cgi/livemegami/1682241016/813" rel="noopener noreferrer" target="_blank">&gt;&gt;813</a> <br> それFCだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:15.18 ID:c7oDSkkn0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> あ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:20.94 ID:OzAXXbgy0<> <a href="../test/read.cgi/livemegami/1682241016/815" rel="noopener noreferrer" target="_blank">&gt;&gt;815</a> <br> もう負け前提ムードになってるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:22.52 ID:UVIwx9d80<> <a href="../test/read.cgi/livemegami/1682241016/604" rel="noopener noreferrer" target="_blank">&gt;&gt;604</a> <br> すいちゃん全身GPS&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:22.97 ID:5Ypo1Rjn0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> ホロライブOB会かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:24.93 ID:383CHGpU0<> 30000人どりゃああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:28.78 ID:jnfO/Pk80<> ぺこちゃんてほんと凄いよなとても配信者とは思えないすばやさの概念理解できてるんだぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:28.80 ID:wcYNShAL0<> 自動回復はPS版は無い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:31.82 ID:45SLVLMt0<> <a href="../test/read.cgi/livemegami/1682241016/806" rel="noopener noreferrer" target="_blank">&gt;&gt;806</a> <br> 8はドローシステムさえ理解してりゃ雑魚やろ…。 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:32.17 ID:XRdhgxph0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> どりゃああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:33.98 ID:0OCXP9430<> ミオしゃ、ルイ姉より年上です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:36.60 ID:yUsx0dsV0<> ぺこーら逝ったああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:37.81 ID:iK4sLh9s0<> 終わっただろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:38.72 ID:DLbiSNb30<> えぐ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:44.67 ID:5Ypo1Rjn0<> 終わった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:45.00 ID:Q47mGon10<> これは無理 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:45.73 ID:PpEQZzum0<> かがやく息とかいうチートやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:47.74 ID:86qlG5CK0<> どりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:47.91 ID:WpBwKX6y0<> あっ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:50.83 ID:aLjA5G5f0<> デスぺこら～&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:50.85 ID:rnYl7keh0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> ｷﾀ━(ﾟ∀ﾟ)━!! <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:51.02 ID:mP7oc2970<> ぺこーら逝ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:52.31 ID:F/9vX6vu0<> かがやく息だけは使わんといてくださいよ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:52.86 ID:7VNdQ2fy0<> ヒエェ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:53.68 ID:ATq9Mq/C0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> マジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:55.40 ID:aerjsmqi0<> ｵﾂｶﾚｼﾀ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:31:56.18 ID:Zzpu1YDh0<> やったぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:56.53 ID:tkC0il7z0<> <a href="../test/read.cgi/livemegami/1682241016/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> かっさんとホロライブでリレーかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:31:57.35 ID:EVf7RS3+0<> 輝く息～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:00.96 ID:8g4OJO700<> ぺっさん <br> 負けです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:01.82 ID:Vxs6EwGe0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> うおおおおおおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:01.95 ID:rSA6MfBA0<> もう無理だろ&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:06.15 ID:fb6kfilR0<> 詰んだｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:07.57 ID:WpBwKX6y0<> フバーハのありがたさがわかる動画 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:08.63 ID:YDzIlK360<> かがやくいき最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:09.27 ID:5Ypo1Rjn0<> MP9で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:11.47 ID:dHKjTSUK0<> おつぺこでした&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:15.09 ID:45SLVLMt0<> 流石に終わったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:16.60 ID:383CHGpU0<> クリフトのMPがやばい！ <br>  <br> 可愛いかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:23.99 ID:k8rleT550<> スバルリスナーにネタバレくらいました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:24.34 ID:aerjsmqi0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> ドリームチームじゃん <br> みけさんも誘ってあげてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:26.90 ID:RDGcmOxi0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> る！もワンチャンあるか！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:31.52 ID:V/eqO9W30<> <a href="../test/read.cgi/livemegami/1682241016/760" rel="noopener noreferrer" target="_blank">&gt;&gt;760</a> <br> なんでだよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:31.73 ID:L3J51X070<> 歌い手のグループは赤字じゃねえかなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:34.41 ID:7H5P8c400<> 最終回だから倒すまでやるべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:34.71 ID:j1v5NFG00<> ぺっさん無理そうやしコンビニ行ってくるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:35.62 ID:S5ttCVD/0<> ぺっさんがかがやくいきで凍りついてガチガチに震えていたらお前らどうする？？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:32:36.68 ID:LIB6M7Le0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> どひぇぇぇぇぇぇぇぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:38.60 ID:IDsyPSBS0<> フバーハとか使ったことないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:40.60 ID:y5+kVqNW0<> かがやく息3連発はやめてもろて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:48.04 ID:n7oRUJxe0<> <a href="../test/read.cgi/livemegami/1682241016/806" rel="noopener noreferrer" target="_blank">&gt;&gt;806</a> <br> FF8はレベルを上げないRPG個人的なやり方としては <br> レベル上げずプレイしてラスボスも弱体化魔法メルトンかけてキャラクター瀕死してゼルのリミット攻撃しとけばまぁ簡単に勝てる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:49.44 ID:RT3QzV6q0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> みーちゃん、早く来い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:54.12 ID:Xf+IL3cq0<> <a href="../test/read.cgi/livemegami/1682241016/864" rel="noopener noreferrer" target="_blank">&gt;&gt;864</a> <br> 草 <br> また50年懲役くらうぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:55.54 ID:+2UNbJwt0<> てか全然攻撃してねえやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:56.80 ID:L3J51X070<> <a href="../test/read.cgi/livemegami/1682241016/828" rel="noopener noreferrer" target="_blank">&gt;&gt;828</a> <br> そんなんか。サンクス <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:32:59.38 ID:OymWJbUx0<> 厳しいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:00.58 ID:JtpIwfdH0<> 古戦場22時くらいかな配信 <br> 社畜月曜多いから皆泣いちゃうよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:33:01.53 ID:hwFldNw30<> YouTubeゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:33:02.27 ID:j1v5NFG00<> <a href="../test/read.cgi/livemegami/1682241016/864" rel="noopener noreferrer" target="_blank">&gt;&gt;864</a> <br> また？スバ友ほんまクソだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:33:02.28 ID:iTuISwHv0<> <a href="../test/read.cgi/livemegami/1682241016/161" rel="noopener noreferrer" target="_blank">&gt;&gt;161</a> <br> 通報してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:09.58 ID:4YVgPAb10<> アリーナが葉っぱ1枚あればいい <br> みんなハッピーだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:11.54 ID:K0YiiVXQ0<> おーーーい？ <br> ぺこらがスバルに負けてるとか言ってたやつどしたー？ <br> 毎回煽って負けてるけど何回やれば気が済むんだ？ <br>  <br> https://i.imgur.com/R60iXD3.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:33:13.01 ID:SyXQjfIg0<> ピサロ見てておもったがミルドラースてあれ相当弱い部類か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:15.07 ID:tjY5Ej+Z0<> <a href="../test/read.cgi/livemegami/1682241016/805" rel="noopener noreferrer" target="_blank">&gt;&gt;805</a> <br> みけさんはよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:21.34 ID:yUsx0dsV0<> かがやく息えぐいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:22.93 ID:by312Hh30<> <a href="../test/read.cgi/livemegami/1682241016/864" rel="noopener noreferrer" target="_blank">&gt;&gt;864</a> <br> なんの？？？ <br> もう枠離れちゃったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:24.45 ID:PpEQZzum0<> 息強すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:29.32 ID:WpBwKX6y0<> 波動きっついな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:30.64 ID:EVf7RS3+0<> ザオラルどりゃああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:30.64 ID:iCsW2zgb0<> ザオラルが仕事してるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:31.54 ID:W7wa8Kuv0<> スクルトMPもったいねえよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:32.00 ID:fb6kfilR0<> ぺこーらどりゃああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:33:33.32 ID:yUsx0dsV0<> ザオラル引いてるな <>
