名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/12(日) 21:03:09.15 ID:irsmnAHg0<> ？ <>許 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:23.58 ID:6fpRM6330<> <a href="../test/read.cgi/livemegami/1678622589/409" rel="noopener noreferrer" target="_blank">&gt;&gt;409</a> <br> PC版なら侵入してたわ <br> 黄金破で荒らしてやったのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:24.99 ID:lKP7Wrio0<> よかったシオンちゃんちゃんとダンス覚えてるために働いてた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:25.53 ID:Zq+7UjQ80<> クソガキ～&#128519; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:25.87 ID:bRZbTE3M0<> ソロで7万って強くない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:26.03 ID:g2syeptO0<> 大谷が三振したんだ…打てるわけ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:26.14 ID:Ee4D345Y0<> もう7万いったのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:26.80 ID:e1IJ5WLO0<> これ本人認定しちゃうとあとあとつらくなると思うけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:27.26 ID:pUsW43zo0<> ここはシオンだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:27.83 ID:Tlhgy+jp0<> <a href="../test/read.cgi/livemegami/1678622589/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> るぅ子はくるぞ <br> https://i.imgur.com/2FZ1tSs.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:28.56 ID:lG3KnCyo0<> <a href="../test/read.cgi/livemegami/1678622589/423" rel="noopener noreferrer" target="_blank">&gt;&gt;423</a> <br> すいちゃんは配信忙しくなくて別で忙しいんだけどそのへんはどうすんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:29.48 ID:o5TZNQEM0<> クソガキ&#12316;&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:31.18 ID:4DFnd3Ii0<> 村上昨日一本打ったせいで逆に見栄えがクソ悪くなってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:33.39 ID:/JM41ax00<> <a href="../test/read.cgi/livemegami/1678622589/443" rel="noopener noreferrer" target="_blank">&gt;&gt;443</a> <br> まじかよチンアナこういう時に使えんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:33.67 ID:UsSKmgd00<> <a href="../test/read.cgi/livemegami/1678622589/250" rel="noopener noreferrer" target="_blank">&gt;&gt;250</a> <br> 俺も2年以上メンシ入ってたけどぬけたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:30.41 ID:ywER9fCS0<> <a href="../test/read.cgi/livemegami/1678622589/354" rel="noopener noreferrer" target="_blank">&gt;&gt;354</a> <br> 鳥の歌 <br> エロゲとはいえ曲自体は真面目な曲なのにあんなふざけるために使うって性根ひん曲がってるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:37.53 ID:qE4rin/v0<> これ生？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:37.70 ID:SgFlGyts0<> ダンスも！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:38.35 ID:gqXvc3FA0<> ダンス本人です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:38.67 ID:BG6VSqg60<> にじさんじお得意の大会、クソガキに一瞬で超えられる&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:39.07 ID:gzHVyhXb0<> シオンのライブにマリン出るらしいぞ&#128513; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:39.27 ID:ENNMELOH0<> ダンス頑張ったは草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:39.24 ID:1/edfS6b0<> 結局これで7万行くんだもんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:39.54 ID:wSw9qowQ0<> ダンス頑張ったって言ってんだろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:39.75 ID:o5/i6Bza0<> ダンス？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:40.60 ID:ohMOnYCn0<> そりゃあみんな腐れ湖ブチギレルーナが見たいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:42.38 ID:QNQI+BZy0<> 村上これは打つよ <br> 大谷からのバトンうけとった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:43.07 ID:j9sdyRgc0<> <a href="../test/read.cgi/livemegami/1678622589/414" rel="noopener noreferrer" target="_blank">&gt;&gt;414</a> <br> 逆 <br> 被せ禁止は新衣装とかごく一部に狭まった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:43.03 ID:Hs6vW/pt0<> 動きはちょっとクソガキっぽくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:42.99 ID:2pDWHUuG0<> &#128294; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:43.70 ID:+/Dts0sO0<> これ本人か <br> 頑張ってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:45.44 ID:QLdYfXH00<> ダンスも？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:45.49 ID:QVQd5K5P0<> 単純に手足の先まで綺麗に動かせていてステップ踏んだりしても体幹がブレなければダンサー扱いしとるわ <br> 素人が踊るとバランスが安定しないわ動きが小さくわちゃわちゃになる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:46.17 ID:/4o9ilrv0<> <a href="../test/read.cgi/livemegami/1678622589/395" rel="noopener noreferrer" target="_blank">&gt;&gt;395</a> <br> ダンスレッスンで腰つかい練習しまくったんやろなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:46.17 ID:7Bq6hwKv0<> <a href="../test/read.cgi/livemegami/1678622589/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> 最協のメンバー発表早くしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:46.62 ID:be6w8vcb0<> シオン、ダンスも歌も頑張りました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:46.99 ID:qq+8B5ru0<> ダンス頑張ったらしいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:46.99 ID:zPMXfmse0<> 一言いい？　何こいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:47.80 ID:7Arj4sEu0<> スプラやってるのに笑ってしまった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:48.26 ID:z/jed70f0<> &#129412;このライブ終わったらまた配信しなくなるよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:48.73 ID:gi1ZgZzT0<> なんかぎこちなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:49.52 ID:8PZUSSUN0<> ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:49.82 ID:/vRjN2Qd0<> 見逃し三振だけはやめてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:50.77 ID:4zeXC+kP0<> クソガキのモデル直してやれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:51.07 ID:52XUTKvx0<> 雑トーク助かる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:51.42 ID:wMFWDz/v0<> 村上調子上がってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:51.55 ID:bXuHhePj0<> やっぱクソガキの腹 <br>  <br> エロくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:55.82 ID:q3jkVQYs0<> ダンスレッスンがんばったんだね&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:56.37 ID:tJoRel3H0<> <a href="../test/read.cgi/livemegami/1678622589/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> ここのアホがダンスとか歌わかるわけ無いやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:57.12 ID:gzHVyhXb0<> シオンめっちゃ声が余やんw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:57.84 ID:qE4rin/v0<> これ茶番で時間稼ぎです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:09:58.35 ID:33t6igWw0<> 許した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:09:59.11 ID:ze+FhEd+0<> pc版なら行けたんだがな&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:01.09 ID:8yaSMlTz0<> <a href="../test/read.cgi/livemegami/1678622589/489" rel="noopener noreferrer" target="_blank">&gt;&gt;489</a> <br> 村上 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:02.90 ID:9DcsnOrf0<> 誕生日今日じゃねーのかよ <br> 何アーニャさんに被せてんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:03.50 ID:FIGaJMX30<> WBCの裏でやらなければ10万いったのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:03.52 ID:r/W5ziqX0<> <a href="../test/read.cgi/livemegami/1678622589/165" rel="noopener noreferrer" target="_blank">&gt;&gt;165</a> <br> これフレルーナセンサー発動してるってこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:03.78 ID:IYzXsuqu0<> 「その年で童貞とかウケるんですけど～」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:03.85 ID:+g7L41PN0<> アーニャさん不安になってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:05.45 ID:wPCu7l+x0<> 箱大きくなってんだからそら人増えるだろ <br> すいちゃん控えてるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:05.45 ID:wxmvbTSz0<> <a href="../test/read.cgi/livemegami/1678622589/458" rel="noopener noreferrer" target="_blank">&gt;&gt;458</a> <br> それないと初心者狩りが流行るからしゃーないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:06.65 ID:97lC4SME0<> ルーナを蟻の巣に一人でぶち込みたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:06.98 ID:OQ4CzhPa0<> さかまたが出るたびにカワボかどうかハラハラするの嫌だ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:07.50 ID:MlStY/B70<> 野球女エッッッ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:07.53 ID:tTldQ0wl0<> 練習頑張っててえらい&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:09.49 ID:/4o9ilrv0<> パン君のこと思うとマジでこのライブ涙が止まらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:09.69 ID:fv0dLTJu0<> アーニャさん人が来るか不安です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:10.69 ID:MtaVeSZn0<> どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:12.07 ID:/vRjN2Qd0<> 村上どりゃあああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:12.13 ID:6hDmDYUo0<> 村上どりゃああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:12.33 ID:BwnvWloH0<> アーニャさんホロメン待ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:13.43 ID:YoQX8NfL0<> 2本目！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:12.63 ID:btv7peCb0<> <a href="../test/read.cgi/livemegami/1678622589/423" rel="noopener noreferrer" target="_blank">&gt;&gt;423</a> <br> 配信しないホロメンは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.03 ID:LvXKJlzn0<> アーニャ <br> 不安です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.16 ID:o5TZNQEM0<> 村上復活どりゃあああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.18 ID:L2cOBbJu0<> 村上！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.00 ID:hFgALx130<> <a href="../test/read.cgi/livemegami/1678622589/480" rel="noopener noreferrer" target="_blank">&gt;&gt;480</a> <br> アクターだともっとオーバーアクションだからここは本人ろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.06 ID:nYH/OrtI0<> 卍組はライブの同接だけはすごいんだよな毎回 <br> スバルですら勝ち目ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.68 ID:wMFWDz/v0<> 村上どりゃああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.60 ID:WT/cNrFu0<> ヒットきたああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:14.78 ID:KNFFeMCj0<> 村上どりゃあああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:14.79 ID:B6y7ICMW0<> 村上きたああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:15.01 ID:j+RWPVUg0<> 余みたいな声になってんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:15.54 ID:VBrOqPge0<> 村上どりゃあああああああああああ <br> あ <br> いあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:15.78 ID:MhBPJHFp0<> アーニャさん見ろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:15.81 ID:2uJ3Uo0q0<> 村上どりゃああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:15.74 ID:LJDjgflu0<> 村上ガチ質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:16.80 ID:EID7XhMS0<> 村上お目覚め <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:16.47 ID:vRrJMwD40<> 全部のセリフが&#128294;向けだと思うと笑える <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:16.76 ID:Xa3LD5qo0<> うおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:17.33 ID:WZlv+CPG0<> どりゃああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:17.87 ID:iljdMrzp0<> 収録ライブとかだったらあとで動きの調整くらいできそうなもんだけどどうなん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:17.93 ID:BzWk/INB0<> https://pbs.twimg.com/media/FrBIB06aMAsKT55?format=jpg&name=large <br> どうすんだよこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:18.48 ID:PqGrU8YE0<> 村上どりゃああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:18.46 ID:hscLwjyT0<> 村上どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:18.66 ID:zNQFJlU80<> んなたん1万で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:18.81 ID:YCCmVwD40<> クソガキやっぱドスケベ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:19.04 ID:CpLg6mHi0<> 村上どりゃああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:19.35 ID:J2ZLsozc0<> どりゃあああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:19.45 ID:ovamR80I0<> 本人どりゃあああああああああああああ <br>  <br>  <br>  <br> お前ら謝罪は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:19.36 ID:Ap3+4E1m0<> 村上どりゃああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:20.26 ID:nogwqOir0<> 村上どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:20.81 ID:MtlsjNCx0<> どりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:21.14 ID:lO4Edcke0<> ルーナかぶせてるけどいいんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:22.09 ID:AQNXy6yI0<> おいおい <br> またクソ茶番で時間稼ぎかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:21.97 ID:9/24Xtch0<> 村上どりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:22.27 ID:vNqflV6K0<> 村上どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:22.19 ID:98qyKAuO0<> 村上きたあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:22.69 ID:5p6T+RaL0<> アーニャさん時間が悪いよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:22.80 ID:WrFYoVDS0<> 血の指ーナイト出来なかったわ <br> 虹色石の矢いっぱい打ち込みまくろうとおもったのに… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:23.42 ID:iIw0dwgG0<> 村上どりゃああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:24.34 ID:j9sdyRgc0<> <a href="../test/read.cgi/livemegami/1678622589/495" rel="noopener noreferrer" target="_blank">&gt;&gt;495</a> <br> 配信しないのにいらんだろ <br> むしろ作り直したら配信しなきゃいけなくなるし負担になるまである <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:24.85 ID:r/GKVxUE0<> 村上どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:24.99 ID:XivWK9F50<> 村上どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:24.89 ID:GrrIAz5e0<> クソガキかわいいよ&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:25.62 ID:/vRjN2Qd0<> 村上覚醒！村上覚醒！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:26.31 ID:L/xenajs0<> さっき打てよデブ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:27.20 ID:2pDWHUuG0<> マイメロディーは流石にアクターな気がする <br> 2曲目は微妙 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:27.37 ID:wPCu7l+x0<> 村上どりゃああああああああああああああ <br> 復調詐欺でまた四番です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:28.98 ID:lxN111UT0<> 自ら帰ったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:29.30 ID:PufOPEwH0<> 村上どりゃああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:29.99 ID:aZb+470V0<> Hどりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:31.57 ID:8PZUSSUN0<> †村上覚醒† <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:31.83 ID:o5TZNQEM0<> 村上復活です！！！！！！！！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:32.04 ID:vXLtOtMG0<> <a href="../test/read.cgi/livemegami/1678622589/509" rel="noopener noreferrer" target="_blank">&gt;&gt;509</a> <br> ひん&#128116; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:32.52 ID:/4o9ilrv0<> 今の見てほしいですねーって一瞬関西弁のイントネーションに釣られたな <br>  <br>  <br>  <br>  <br>  <br> ほーーーーんまわかりやすいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:32.50 ID:uHdhdUIS0<> クソガキこんな声だっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:32.83 ID:ENNMELOH0<> 村上どりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:32.83 ID:GM+xKA180<> 村上復活どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:33.46 ID:slcb7+Ot0<> おまえら謝罪は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:33.86 ID:8pPlIzKL0<> 村上どりゃあああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:35.73 ID:KfVzVEf00<> マルチの仕様全然知らんのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:36.36 ID:lPF+wk6u0<> すげえ！村上が打った！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:36.61 ID:+qQr0m6t0<> アーニャさん3500なんだけどお前ら二窓しろや&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:36.70 ID:rEconGkv0<> <a href="../test/read.cgi/livemegami/1678622589/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> テンプレソシャゲみたいになったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:36.99 ID:bwVbBKPz0<> 打率倍増したな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:37.06 ID:bC9PVlNh0<> 今じゃねえよ村上 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:37.04 ID:DVdbJ5M30<> お前らはアクター舐めすぎてるよ <br> みこちのライブもう一回見てこい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:37.44 ID:z/jed70f0<> 今野球見てるやつはガイジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:38.68 ID:7Bq6hwKv0<> <a href="../test/read.cgi/livemegami/1678622589/374" rel="noopener noreferrer" target="_blank">&gt;&gt;374</a> <br> パンくんは死んだ！もういない！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:38.54 ID:FUc6lY9F0<> どりゃああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:39.75 ID:+/Dts0sO0<> なもりさぁ <br> もういい加減船乗れよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:39.32 ID:F1lM208a0<> 村神どりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:39.74 ID:TL6KcRUC0<> 今のは良いヒットや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:39.93 ID:Lr6xOnZZ0<> シオンどうでも良いし応援するなら普段配信している人だからアーニャさん見るってﾜｰｹ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:40.07 ID:mdHTg51w0<> 村上スレ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:40.88 ID:mZLfatcj0<> 村上質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:41.33 ID:pUs47vd80<> どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:41.51 ID:gi1ZgZzT0<> クソガキもっと元気だして&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:41.14 ID:nmTXvPfN0<> なもりどりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:42.94 ID:d3a+y/OW0<> なもり～&#9728; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:43.25 ID:fvNghJ8S0<> なもり！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:44.12 ID:2SQNxw1M0<> やっぱなもっさんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/12(日) 21:10:44.75 ID:ReGAQfeB0<> 今更だけどシオンってかなすいより胸でかくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:45.29 ID:LvXKJlzn0<> やっぱ大谷おらんと打つんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/12(日) 21:10:45.14 ID:9Grc1DE40<> アーニャさんクソガキのこと知らなそう <>
