名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/27(金) 22:42:20.87 ID:yy5GyaAj0<> みてください <>んなクラ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:02.95 ID:nMuKRjhl0<> 山田は定期的に歌動画だけ出す謎の人として残れよ <br> ホロメンには関わるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:04.82 ID:zr6QllXA0<> みこちジョーカーか <br> 典型的な話題になっただけの過大評価映画だよなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:06.05 ID:pDmvXe3+0<> 魔女狩りって現代に復活させていいんじゃね？ <br> 死んだ方がいいよ魔女なんて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/27(金) 22:58:05.81 ID:XrZye0b10<> <a href="../test/read.cgi/livemegami/1674826940/674" rel="noopener noreferrer" target="_blank">&gt;&gt;674</a> <br> オリーの雑コラ感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:05.69 ID:0IqO9I2W0<> 今度はあずき入れてハンデ戦もみたいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:06.87 ID:lluK9PCv0<> <a href="../test/read.cgi/livemegami/1674826940/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 余とヴァロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:10.98 ID:g4mafMfh0<> ラミィのFEはもう買ってあるのに今から何をやれって本当に支持中はアホだなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:11.86 ID:JUzy34LO0<> <a href="../test/read.cgi/livemegami/1674826940/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> その為に余が頑張ってくれてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:12.66 ID:jm41a+JF0<> <a href="../test/read.cgi/livemegami/1674826940/717" rel="noopener noreferrer" target="_blank">&gt;&gt;717</a> <br> 無修正版か楽しみやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:15.26 ID:x0u4I3K+0<> <a href="../test/read.cgi/livemegami/1674826940/742" rel="noopener noreferrer" target="_blank">&gt;&gt;742</a> <br> 大丈夫かよお前普通に心配だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:15.83 ID:gGNh7ifq0<> 山田はmocopiつけて動きながら雑談してればそれでええんや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:23.27 ID:d/ufUvUT0<> さくらみこ&#127800;2/13~鳴門鯛焼本舗コラボ開始&#127881; @sakuramiko35 (2023/01/27 22:56:37) <br> 23時からの同時視聴 <br> 準備で３０分からに変更で <br> おねがいします(^_　&#811; _^)&#128591;!! <br>  <br> 今夜はジョーカー(吹替版) <br> 同時視聴予定にぇ！！！&#127916; <br> https://watch.amazon.co.jp/detail?gti=amzn1.dv.gti.04b76145-3890-ef05-e630-0be00ad38f0d&territory=JP&ref_=share_ios_movie&r=web <br> https://ohayua.cyou/card_img/1618424735377035265/MEEOwQkh.jpg <br> http://twitter.com/sakuramiko35/status/1618971241767129090 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:23.92 ID:ZbH6EI7w0<> ？？？「3月のライブまでに配信復帰してください」 <br> 山ちゃん「我輩は…我輩は…」←これ <br>  <br> 精神病患者に対して可哀想じゃない？&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:24.31 ID:KV6Th7T10<> みこち同時視聴やるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:25.02 ID:l6jSJtj50<> みこちジョーカー見んの！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:26.41 ID:yk5+VuXK0<> <a href="../test/read.cgi/livemegami/1674826940/718" rel="noopener noreferrer" target="_blank">&gt;&gt;718</a> <br> なんかもう悲しいわ <br> どうしてこうなった... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:28.57 ID:NybQ56WI0<> 明日もあくたん見れる喜び <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:32.41 ID:Pkr5sRvB0<> 事実を述べただけでわためいとにされちまったのら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:32.87 ID:+rwVqkCL0<> <a href="../test/read.cgi/livemegami/1674826940/746" rel="noopener noreferrer" target="_blank">&gt;&gt;746</a> <br> そら下のレートだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:33.96 ID:NMiheH4G0<> <a href="../test/read.cgi/livemegami/1674826940/718" rel="noopener noreferrer" target="_blank">&gt;&gt;718</a> <br> こよりはもうあくあ超えている <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:34.88 ID:GSPFy9430<> ネギスパイスまだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:34.93 ID:ikMuNATB0<> <a href="../test/read.cgi/livemegami/1674826940/742" rel="noopener noreferrer" target="_blank">&gt;&gt;742</a> <br> ポルカバカタレ三連敗か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:37.64 ID:u5PzDIkr0<> ここで突っ張ることある？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:45.90 ID:ogIpxKYN0<> ジョーカーか…みるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:46.69 ID:oH1SNy9M0<> ﾁｪｽﾄ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:48.45 ID:/XaqKUEe0<> ガンソ面白いけど2クールアニメは同時視聴駄目だな <br> 時間食いすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:50.14 ID:kL604UEZ0<> ジョーカーはマジでつまらんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:52.74 ID:fdIFL14z0<> 弱者男性映画見るのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:54.10 ID:1zP9vCkU0<> あくたんテラスの仕様知りません... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:54.21 ID:eD71jehm0<> ちょっと待って <br> 今日って低気圧じゃないん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:53.80 ID:MPV6LOFr0<> 乙事主「戻ってきた！黄泉の国からスプラで離れたエルフレたちが帰ってきた！」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:56.80 ID:Pkr5sRvB0<> ルーナ死にました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:58:58.36 ID:ilSdjV720<> <a href="../test/read.cgi/livemegami/1674826940/742" rel="noopener noreferrer" target="_blank">&gt;&gt;742</a> <br> ポルカってもうちょっと整然とした文章書けないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:58.47 ID:3Digalbw0<> 地図どうだった？ <br> 途中から他のみてた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:58.58 ID:5PM0mm5V0<> ジョーカー自体は駄作だけど同時視聴には良いかも <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:59.57 ID:aonpdnGF0<> あくあってポケモンやってたんだよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:58:59.40 ID:hmRUnlSB0<> 2023年になってもあくたんの配信が見られるなんてありがたいことだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:00.01 ID:Bm59095Q0<> ジョーカー見てないから見てみようかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:00.52 ID:N5wZx3aG0<> <a href="../test/read.cgi/livemegami/1674826940/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> 興味なし <br> 今週はスルーだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:00.18 ID:jrPSF/sK0<> 質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:00.66 ID:w2uIlIDc0<> <a href="../test/read.cgi/livemegami/1674826940/752" rel="noopener noreferrer" target="_blank">&gt;&gt;752</a> <br> ダークナイトの印象からヴィランを期待するとマジでゴミなんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:00.13 ID:zXBnfgIj0<> <a href="../test/read.cgi/livemegami/1674826940/566" rel="noopener noreferrer" target="_blank">&gt;&gt;566</a> <br> ARKは2万何回か超えてたけど去年のポケモン配信とかそれより遥かに低かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:01.69 ID:gGgFgrJa0<> んなああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:02.63 ID:/ejgLNaw0<> <a href="../test/read.cgi/livemegami/1674826940/718" rel="noopener noreferrer" target="_blank">&gt;&gt;718</a> <br> やっぱこよりが上位互換だったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:02.98 ID:I9eCss0z0<> 質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:03.32 ID:BHvpvK8p0<> ルーナうるせぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:03.73 ID:skuZUKLx0<> ジョーカーみてえけど眠いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:04.41 ID:H4mEXpmj0<> んなああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:04.75 ID:tYrdVbca0<> <a href="../test/read.cgi/livemegami/1674826940/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> ジョーカー質だしみこちと見ようかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:04.42 ID:agc4pGqY0<> うるせえ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:04.89 ID:ZukSxUkm0<> んなたん死んじゃったのら&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:04.87 ID:dz7DSygM0<> ジョーカーとかクソぺこじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:05.77 ID:Q6EpoEwf0<> (  ･&#7620;&#7109;･&#7621; )あくたん仕様理解してないじゃん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:06.63 ID:RtYbGciR0<> <a href="../test/read.cgi/livemegami/1674826940/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> みこって同時視聴金曜に戻したの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:07.25 ID:iQhjvp9u0<> ルーナ質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:07.17 ID:ufjVjG1f0<> うるせえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:08.79 ID:rqF7SxzH0<> みこちジョーカーみるの？ <br>  <br>  <br>  <br> 山上が敬愛するジョーカーを <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:09.49 ID:lt55pEDn0<> <a href="../test/read.cgi/livemegami/1674826940/768" rel="noopener noreferrer" target="_blank">&gt;&gt;768</a> <br> かなた叩いたらわためいとがへい民の常識だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:10.48 ID:YzLmAM/n0<> あくあこんだけ数字落としてたら明日のあくあマリンどうすんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:10.78 ID:5+6Clbz10<> んなあ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:13.23 ID:fdIFL14z0<> ジョー力一かぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:14.20 ID:4ALncRQ+0<> ラジコンになるくらいポケモン興味ないなら、やらない方がましまであるよな&#9785; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:14.67 ID:G+lEAsNI0<> みこ今日同時視聴なんて初耳なんだけどどっかで言ってたか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:18.35 ID:Lyg4jYnY0<> みこちジョー力一か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:18.84 ID:OOjsyPg20<> ジョーカーっｔ成功者が見ても微妙じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:19.88 ID:QksG7PBA0<> ルーナめっちゃつまんなそうにマイクラやるやん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:19.98 ID:PIgakvNM0<> ぺこねねの方ねねちが操作してたらって言うけど <br> 多分ねねちが操作してたらある程度立場逆の感じになってたとは思うぞ <br> 操作側は操作も意識しないといけないのに対して相方は画面に集中できるってのは大きいと思うし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:20.29 ID:Lic6/pYa0<> <a href="../test/read.cgi/livemegami/1674826940/690" rel="noopener noreferrer" target="_blank">&gt;&gt;690</a> <br> 凄いな <br> ファンが一番求めている物は“謝罪”だったんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:20.33 ID:sJJg6oag0<> <a href="../test/read.cgi/livemegami/1674826940/770" rel="noopener noreferrer" target="_blank">&gt;&gt;770</a> <br> こよりは頑張ってるしいいんだけど <br> 絶望的に華がない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:20.61 ID:Pl6yBEG10<> <a href="../test/read.cgi/livemegami/1674826940/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> 吹き替えアンチ出番だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:22.29 ID:BCSGzzpj0<> 今日みこ同時視聴やんのかよ <br> 明日じゃねえの？マジでいつやんのかわかんねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:23.63 ID:ogIpxKYN0<> ジョーカーってキングオブコメディとタクシードライバー出して2で割った作品だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:24.08 ID:i6CakF9B0<> ジョーカー見るくらいなら寝るわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:24.33 ID:TP1wdwN90<> 死んでしまうとは情けねえのら… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:28.51 ID:a9gGVhiF0<> ルーナ無理してやりたくもないマイクラとかしなくていいぞ好きなことやれ <br> ただ漠然と大した目的もなくマイクラやられてもつまらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:29.23 ID:RYqVxytp0<> みこちはなんでそのツイートを優先的に出来んのだ…w <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:29.43 ID:TTjTOuCP0<> <a href="../test/read.cgi/livemegami/1674826940/777" rel="noopener noreferrer" target="_blank">&gt;&gt;777</a> <br> やたら暗い鬱々してるやつだっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:30.25 ID:9sudUK3Z0<> 神っぽいなだけで生きている女　山田 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:31.01 ID:bsUnmHVq0<> あくたん全然ポケモンの知識なくて草 <br> ゲーマーメイドの片鱗消えたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:33.61 ID:4szDMbff0<> さんでーまんでーねねーち！&#127825;&#129375;グッズ販売中！ <br> @momosuzunene <br> さんでーまんでーねねーち時報、本日はふらいでーです&#129782; <br> 午後10:56 ・ 2023年1月27日 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:38.70 ID:nuy7XVVZ0<> あくたんテラスタルの仕様すら知らないのやばいだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:40.49 ID:BzhGUqav0<> フレア自然を活かしたいとか言ってマップアート作って壮大に景観ぶち壊してんの草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:41.27 ID:01fdlisx0<> 配信者って普通の人間だったら理性でリミッターがかかるようなレベルの大声で絶叫するけど <br> やっぱアレなの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:41.39 ID:+rwVqkCL0<> <a href="../test/read.cgi/livemegami/1674826940/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> ジョーカーはつまらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:41.42 ID:BkNYA8N+0<> んなたん全ロスです… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:42.63 ID:HUlDoEBD0<> <a href="../test/read.cgi/livemegami/1674826940/780" rel="noopener noreferrer" target="_blank">&gt;&gt;780</a> <br> 今日は喉が渇いたから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:43.23 ID:vvq0v8Op0<> うるせーのら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:43.65 ID:wzQ8zAdr0<> いやああああああ整地婆がくるううううううううううううううううううううううううううう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:44.15 ID:mqv4C3vi0<> んなああああああああ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:44.51 ID:TIZtB7Mc0<> あくあはこより以下の女になっちまったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:46.15 ID:RzmigHFy0<> <a href="../test/read.cgi/livemegami/1674826940/731" rel="noopener noreferrer" target="_blank">&gt;&gt;731</a> <br> 余がヴァロをして居場所作ってあげてる段階だぞ <br> 余の優しさに感謝しないとな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:46.22 ID:bpwUXiXg0<> 今の所は新鯖でのフレアのマイクラ配信って <br> 前の鯖でフレア邸を建築して数字出るようになった頃のマイクラ配信に近いから <br> フレアのマイクラが一番数字出やすい状態になってんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:47.34 ID:WelViFAa0<> <a href="../test/read.cgi/livemegami/1674826940/742" rel="noopener noreferrer" target="_blank">&gt;&gt;742</a> <br> 案件でも無いのにずっと待ってた座員よりモーリーの方が優先なんだな <br>  <br> なるほどね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:48.64 ID:3049ibqI0<> あくたん3連勝きちゃああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:48.64 ID:FbclLHBV0<> あくたん、マスボ耐久にしよう <br> 辛うじて2万は乗るはずや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:49.68 ID:aonpdnGF0<> <a href="../test/read.cgi/livemegami/1674826940/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> 普通に数字出るやろぺこらも妖怪だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:59:50.24 ID:Bu6CzZCY0<> 谷さん「少数精鋭こそ至高」 <br> https://i.imgur.com/dmbkkst.jpg <br> 谷さん「メタバースの原住民」 <br>  <br> 原住民？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:50.64 ID:+bKufCOk0<> <a href="../test/read.cgi/livemegami/1674826940/792" rel="noopener noreferrer" target="_blank">&gt;&gt;792</a> <br> 2万超えたのは2回かな <br> ユニコーンの回とアベレーション初回 <br> アベ初回はあつ森大会からの特大放流だけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:51.00 ID:H2sFRgxV0<> あくたんスカーフドラパで三タテしまして… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:52.77 ID:GQr3o8Jp0<> あくたん3連勝どりゃああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:56.07 ID:vIZ7a2+R0<> 霊テラステラバの意味は <br> ゴーストダイブ使いたくないだけか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:56.61 ID:0IqO9I2W0<> <a href="../test/read.cgi/livemegami/1674826940/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> そっちは普通に数字でるだろマリン枠ちゃうの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:56.15 ID:SpLL7ljf0<> あくたん3連勝です最強です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:56.35 ID:yk5+VuXK0<> モンボ～ハイパー級ってネットの真似てきましたってのばかりでNPCと戦ってるようなもんで負ける方が難しいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:59:57.17 ID:PBaNRR/U0<> ルーナは音上げてないと何言ってるか分からんし上げてると急に叫ぶのがきつい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:01.41 ID:BAytAQAu0<> <a href="../test/read.cgi/livemegami/1674826940/813" rel="noopener noreferrer" target="_blank">&gt;&gt;813</a> <br> 昨日のマリオで土曜にすいちゃん同時視聴やるから金曜ウォチパやるって言ってた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:03.03 ID:l7dAxxAJ0<> <a href="../test/read.cgi/livemegami/1674826940/819" rel="noopener noreferrer" target="_blank">&gt;&gt;819</a> <br> こよりの努力認めないのは“罪”な <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:04.58 ID:e12zVDVq0<> よぉ…クルー…満足か…？こんな…配信で…… <br> 俺は…嫌だね……！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:05.11 ID:NMiheH4G0<> <a href="../test/read.cgi/livemegami/1674826940/809" rel="noopener noreferrer" target="_blank">&gt;&gt;809</a> <br> 一味が数字出ないのはあくあのせいにできる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:05.25 ID:TP1wdwN90<> んなクラ限界が近いです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:05.87 ID:Pkr5sRvB0<> ジョーカーは弱者弾性による社会への復讐がテーマだから <br> 刺さるやつには刺さるよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:06.57 ID:Lic6/pYa0<> <a href="../test/read.cgi/livemegami/1674826940/819" rel="noopener noreferrer" target="_blank">&gt;&gt;819</a> <br> 茎はあるのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:08.61 ID:H2sFRgxV0<> 三連勝どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:08.91 ID:ZYLoYnC40<> <a href="../test/read.cgi/livemegami/1674826940/762" rel="noopener noreferrer" target="_blank">&gt;&gt;762</a> <br> 吹き替えかよ <br> こういう映画で吹き替えにするの理解出来ん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:10.35 ID:/MNWnGQ90<> ストーリー未プレイw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:13.13 ID:ZukSxUkm0<> ジョーカーってなんだよ <br> ゾンビマックス見るんじゃなかったのかよ&#128545; <br> ゾンビーバー見ようぜ&#128545;&#128545;&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:12.87 ID:VXKV2lw60<> あくたんのポケモン見た？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:13.59 ID:kL604UEZ0<> <a href="../test/read.cgi/livemegami/1674826940/827" rel="noopener noreferrer" target="_blank">&gt;&gt;827</a> <br> そう <br> 最後まで盛り上がらない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:16.36 ID:Qp+KHv9C0<> あくたん <br> 最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:17.69 ID:jm41a+JF0<> みこち？！とか言うかと思ったけど言わなかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:18.29 ID:Q6EpoEwf0<> (  ･&#7620;&#7109;･&#7621; )ドラゴンアロー以外技いる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:19.10 ID:lzBNWp+m0<> <a href="../test/read.cgi/livemegami/1674826940/675" rel="noopener noreferrer" target="_blank">&gt;&gt;675</a> <br> 絶対やめた方がいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:19.37 ID:xGX7Ei6S0<> なんか俺たちの知ってるあくたんいなくなってんのが辛いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:20.64 ID:E6JQw3Un0<> あくたん3連勝です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:21.42 ID:SuBkS9dz0<> みちこ、ジャック・ライアンみよう <br> シーズン2は見なくていいからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 23:00:21.88 ID:e2Qb5LAy0<> あくたんってポケモン初心者？ <br> みこちぺこらスバルねねちの方がまだポケモン上手いやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:22.21 ID:5RIutjRN0<> マイクラ運営指示なんだろうな <br> これ遠からず7期来るのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:22.63 ID:Ce/usjtE0<> あくたんもう本気でゲームしてくれないんか&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 23:00:23.51 ID:HC7rg4HX0<> あくたんすまんこよりとメン限デートしてくる <>
