名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/02(水) 20:35:48.53 ID:0aVFUYW00<> 地獄 <>&#128058;（やべぇ…） 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:48.56 ID:L3xmccUY0<> ( ^)o(^ )　泣きたいのはこの空気の後にやるあてぃしだよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:49.48 ID:180CDryk0<> <a href="../test/read.cgi/livemegami/1690976148/109" rel="noopener noreferrer" target="_blank">&gt;&gt;109</a> <br> 現場の作戦指示する人 <br> リーダー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:49.47 ID:0SASDa5D0<> この前、運営に怒られた人や <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:50.33 ID:8kI5z/QX0<> 俺たちのあくあ王 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:50.24 ID:2K3+3pev0<> <a href="../test/read.cgi/livemegami/1690976148/376" rel="noopener noreferrer" target="_blank">&gt;&gt;376</a> <br> 収録だから関係ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:50.79 ID:Yza1huNB0<> <a href="../test/read.cgi/livemegami/1690976148/439" rel="noopener noreferrer" target="_blank">&gt;&gt;439</a> <br> ギャハハハハハハハハハハハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:50.86 ID:Y+9bF/JJ0<> あくたん泣かせたら許さんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:51.20 ID:CUCvi0oB0<> あてぃしとこよりは流石だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:51.86 ID:rHzcK74b0<> あくたん悩みないでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:51.99 ID:oY+Yd0q90<> ホロライブの主人公の風格だわこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:52.13 ID:wqMekmOY0<> これが一軍よな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:52.25 ID:n4sjspIq0<> <a href="../test/read.cgi/livemegami/1690976148/441" rel="noopener noreferrer" target="_blank">&gt;&gt;441</a> <br> ホロライブやべぇな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:52.85 ID:jy4W2Ykt0<> 悩み？ないです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:52.92 ID:NDk/c+9c0<> ( ^)o(^ )なんだこの空気 <br> &#128058;今まで3人とも号泣し始めちゃってw <br> ( ^)o(^ )泣けてきちゃうかもなぁw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:53.33 ID:nn2wafNd0<> これぞ1軍なんだよなあ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:53.34 ID:VIaItmzv0<> おい待て、全員泣いてんのかよ。こええよこの箱 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:53.34 ID:NmNNx4e90<> 空気入れ替わったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:54.96 ID:RxGkPAzH0<> やっぱおもれーわあくたん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:37:55.10 ID:p+KIkjNX0<> 泣きたいのはクルーだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:54.79 ID:d0KWFkvo0<> あくたんならヴァロというゲーム自体を楽しめるというのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:56.00 ID:/DJlul690<> ミオ露骨に元気になってて笑う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:56.35 ID:Wbw+xWwW0<> 箸休めです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:56.96 ID:ngkMjADk0<> あてぃし <br> 悩んでるんだよね <br> どうやったら泣ける？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:57.35 ID:dfdy5k+f0<> あくたん今悩みなさそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:37:57.59 ID:DqWuiPBX0<> あくたんってほんと主人公だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:01.84 ID:jz/qCOba0<> <a href="../test/read.cgi/livemegami/1690976148/424" rel="noopener noreferrer" target="_blank">&gt;&gt;424</a> <br> ブハハｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:03.31 ID:/IyhjS6Z0<> 嘘つけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:03.80 ID:I2nieSF/0<> お前はやりたい放題でも人ついてくるし… <br> 認められるし悩みなんてないだろ！w <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:03.65 ID:59tkQU260<> さぼってる奴は気楽でいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:03.71 ID:nYOHLhpd0<> 光の王あくあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:03.95 ID:6CZEiLWj0<> 泣かせろ！ <br> 腕の見せどころやぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:04.15 ID:XooUOdlx0<> <a href="../test/read.cgi/livemegami/1690976148/429" rel="noopener noreferrer" target="_blank">&gt;&gt;429</a> <br> 割りと大事だからなーw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:04.12 ID:yu0LiHPd0<> やっぱあくたんだなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:04.16 ID:kSOHDVnI0<> え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:04.66 ID:twCZO35e0<> これクリスマス歌リレーでねねの次になったあてぃし状態じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:04.78 ID:LXIF7D930<> あくあに救われるなんて誰が予想したか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:04.98 ID:/HHBr+y70<> 結果的にこよりが1番中身ないみたいになってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:05.35 ID:ep3uOl/R0<> あくあに救われたと思ったのは初めてかもしれん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:05.83 ID:ejANbDyL0<> 悩みあるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:06.83 ID:n/Z7XgGJ0<> コメント「10日連続配信してるけど大丈夫？」 <br>  <br>  <br> &#128048;え！？10日連続！？してないでしょ。あれ、休んでなかったっけ？ <br> &#128048;あ、配信はあったけど自枠はなかったから休んだと思ってただけだ！ <br> &#128048;でも辛くはないから全然。 <br> &#128048;これでさーｗぺこちゃんが「もう…もう辛いです…」って言いながら配信してたらもう休めってなるけどｗ <br> &#128048;喉が平気なら普通に配信したいから基本的に。 <br> &#128048;喉休めしなきゃダメなんだろうけど、前みたいなガラガラじゃないんだよねー。 <br> &#128048;1日って24時間あるわけじゃん？ <br> &#128048;そのうちの1日2&#12316;3時間配信するだけで成り立ってるって恵まれてるなって思う。 <br> &#128048;もちろん他のこともあるよ。提出物だったり打ち合わせだったりね。 <br> &#128048;でも1日2&#12316;3時間配信するだけで過ごしてるってー、ぺこちゃん恵まれてるなってｗファファファファｗｗｗ <br> &#128048;って健康体＆ポジティブ思考の時に思ったの！ <br> &#128048;「あれ？ぺこちゃんってすごい恵まれてねぇ？」って。 <br> &#128048;でも配信なんてマジで趣味だから、普通の人に比べたらマジで恵まれてる生活ではないかって思って。 <br> &#128048;これは大切にしていかないとなって思ったの。ファファファｗｗｗｗｗ <br> &#128048;毎日ハッピーだ！って思ったの！これで過ごせてる自分ってハッピーな人じゃん！って。 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:07.43 ID:ROc5A85X0<> あくあが泣いたら馬鹿にしすぎだわ <br> 泣きたいのはクルーだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:08.88 ID:XRAaUxYo0<> こいつは悩みを一切表に出さないからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:09.44 ID:/+3HCPmg0<> お前ら、ミオスプレッドじゃない人は安心できるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:10.08 ID:bjgu6AHD0<> <a href="../test/read.cgi/livemegami/1690976148/424" rel="noopener noreferrer" target="_blank">&gt;&gt;424</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:10.77 ID:+umnxsIE0<> <a href="../test/read.cgi/livemegami/1690976148/455" rel="noopener noreferrer" target="_blank">&gt;&gt;455</a> <br> 本当にこれなんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:11.47 ID:/f7ZKnhf0<> <a href="../test/read.cgi/livemegami/1690976148/437" rel="noopener noreferrer" target="_blank">&gt;&gt;437</a> <br> まじで流石よ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:12.53 ID:u4YqL0IF0<> <a href="../test/read.cgi/livemegami/1690976148/484" rel="noopener noreferrer" target="_blank">&gt;&gt;484</a> <br> これコピペ化 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:12.53 ID:S8XKcpBp0<> さかまた20時半過ぎってツイートしてるけどなんであくあ先にやってんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:12.65 ID:Yza1huNB0<> 占いババア <br>  <br> あくたん泣かせてみろよ <br> できねぇだろうがな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:13.16 ID:dRlBtrVN0<> 泣くぐらいならヴァロやめればよくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:13.16 ID:evZjQv4U0<> ( ^)o(^ )悩みあります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:14.07 ID:9zY7YLFE0<> 皆同じ悩みやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:15.27 ID:UtLIs0z40<> あっこりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:15.14 ID:9tXeSyJS0<> やべえやつきてるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:16.26 ID:H04yZR/l0<> <a href="../test/read.cgi/livemegami/1690976148/386" rel="noopener noreferrer" target="_blank">&gt;&gt;386</a> <br> 半以降だからこのあとやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:16.35 ID:fsNTBrAm0<> はいはい（笑） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:16.22 ID:BFEltYx60<> 配信しろしか言うことねえだろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:16.78 ID:MgmYPoTv0<> 間違ってるよ <br> 配信しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:17.58 ID:5a/Z16Zz0<> これリレーの話？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:17.69 ID:oY+Yd0q90<> <a href="../test/read.cgi/livemegami/1690976148/424" rel="noopener noreferrer" target="_blank">&gt;&gt;424</a> <br> ギャハハハｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:17.66 ID:ZXpzxcML0<> <a href="../test/read.cgi/livemegami/1690976148/322" rel="noopener noreferrer" target="_blank">&gt;&gt;322</a> <br> 泣いてたやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:17.69 ID:fEmoElpo0<> 音割れしてんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:18.08 ID:xvwdC1aD0<> <a href="../test/read.cgi/livemegami/1690976148/486" rel="noopener noreferrer" target="_blank">&gt;&gt;486</a> <br> こよりは泣いてないが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:17.89 ID:70LvdmQ/0<> ミオしゃのタロットって出たらヤバいタワーのカード抜いてるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:18.02 ID:XCHzZb+Q0<> 判断したか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:18.27 ID:0T7bzMzF0<> 悩みねえだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:18.83 ID:g0Ho15nD0<> こよりとあてぃししか勝たん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:19.24 ID:gML6ZFXO0<> この流れまずいです <br> 話してるうちに泣いちゃう奴です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:19.17 ID:+a0dqcL10<> ヴァロ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:20.13 ID:HswHl8kp0<> アンカーの件どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:20.26 ID:tfWEHkaE0<> こんなこと言うとあれだけどさ、やっぱ数字あんまり出てないホロメンが泣いてるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:21.09 ID:rFmHb16m0<> 泣くやつは彼氏いないし平気そうな奴は彼氏いるよね&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:21.08 ID:MwIAj/FZ0<> 歌枠だろこれwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:19.70 ID:GOa3QTA00<> <a href="../test/read.cgi/livemegami/1690976148/14" rel="noopener noreferrer" target="_blank">&gt;&gt;14</a> <br> ほんとやばいよなこいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:21.52 ID:33OWzZ/S0<> 正しくないよ配信しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:21.52 ID:mgPs0fuQ0<> あくたんの空気変える力しゅげえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:21.59 ID:/DJlul690<> あっこれ非公式歌枠リレーの話だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:21.66 ID:s/JHDmgX0<> 悩んでる配信頻度か？ <br> https://i.imgur.com/egpp9zc.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:21.80 ID:aEhXMnRg0<> <a href="../test/read.cgi/livemegami/1690976148/439" rel="noopener noreferrer" target="_blank">&gt;&gt;439</a> <br> &#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:21.88 ID:9+HG9ovs0<> 配信しないっていう判断？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:22.45 ID:Evq7MRPS0<> リヴァイ兵長定期 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:22.24 ID:mCyRDBKJ0<> あと何人くらい来るか言ってた？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.18 ID:Y0UVfxBL0<> ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.23 ID:Wn1VwLaW0<> いやゲップの音だろ <br> きったねえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:23.00 ID:PI35qhVa0<> さすがに一度明るくならんと放送事故だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:23.24 ID:NgJSb3ZV0<> １軍は悩むことなんてないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.60 ID:u2YCMyxI0<> 歌枠リレーのことじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.33 ID:cXw0CEAS0<> 判断ってあの水着で <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.67 ID:oKFRsSqm0<> <a href="../test/read.cgi/livemegami/1690976148/429" rel="noopener noreferrer" target="_blank">&gt;&gt;429</a> <br> 流石だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.76 ID:DqWuiPBX0<> 迷える子羊よ、まずは配信しなさい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:23.70 ID:SOkrf10V0<> ホロで1番好き放題やってて悩みなんて欠片もないやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:24.65 ID:GKTUbkip0<> リレーどりゃあああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:24.70 ID:VIaItmzv0<> ホリゾンタルのこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:24.91 ID:RxGkPAzH0<> <a href="../test/read.cgi/livemegami/1690976148/486" rel="noopener noreferrer" target="_blank">&gt;&gt;486</a> <br> こよりとかなたそは泣かなかったから… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:25.03 ID:4Dlwqhry0<> アメリカだったらメンタルケアの医者との定期的面談とか義務付けるんだろうけど、日本の会社じゃ無理かなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:25.54 ID:Q1acJOxX0<> それカラオケリレーのこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:25.53 ID:TgCC3kh80<> あくたんがミオの配信に出てる裏でラミィの配信でりんこが出てくる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:25.67 ID:u2i97m+v0<> 重くなりそうで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:26.13 ID:+ieFO3lC0<> ガチやんあんたも <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:26.79 ID:L29Z2ra/0<> 配信してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:26.82 ID:s5Qq3QMl0<> リレー？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:26.87 ID:9zY7YLFE0<> これ先日のゲリラリレーじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:27.22 ID:ELcAXsXo0<> 彼氏いるやつは安定してるんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:27.60 ID:4wfD6ya+0<> あくたんホロにいてよかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:27.73 ID:4cXN+7zQ0<> <a href="../test/read.cgi/livemegami/1690976148/14" rel="noopener noreferrer" target="_blank">&gt;&gt;14</a> <br> 全部自業自得で潰れたのにそのケアとか地獄だろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:28.13 ID:PJTvUzYA0<> 歌枠とかね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:28.44 ID:n60bbI6a0<> カバー産業医雇えや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:28.84 ID:GiLS7fvJ0<> 水着歌枠！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:29.31 ID:n4sjspIq0<> 19:20から歌枠やります！( ^)o(^ ) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:29.50 ID:EoQpOiVP0<> リレーやっとけばよかったかなぁ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:29.74 ID:WL6l9Lm50<> APEXやりたそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:30.23 ID:yu0LiHPd0<> あくたんあるあるすぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:30.58 ID:CaaVFBpp0<> <a href="../test/read.cgi/livemegami/1690976148/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> あくあは一昨年の年末歌枠リレーでもねねちがとんでもねえ空気にした直後にしっかり立て直したからな <br>  <br> こいつ凄えよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:31.25 ID:jz/qCOba0<> 配信しろ配信しろ配信しろ配信しろ配信しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:31.60 ID:CTcXpBKq0<> ホリゾンタルのことか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:31.84 ID:HrX1wgWX0<> あくあは何してんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:31.71 ID:DuCnG0Wx0<> 正しくねーから歌枠消すハメになったんだろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:32.05 ID:NmNNx4e90<> これこないだのマリンリレーだろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:32.16 ID:kD9KLW7P0<> ( ^)o(^ )これ（ホリメン、アバメン）やめとこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:32.61 ID:53V9Bc+J0<> 歌リレー！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:32.89 ID:oY+Yd0q90<> ( ^)o(^ )あっ、今日は配信やめとこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:33.06 ID:nn2wafNd0<> これ歌枠リレーだろ！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:33.92 ID:AtosuQtf0<> 歌枠リレーの話です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:33.97 ID:DlasIbuT0<> 歌枠リレーの話やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:34.25 ID:4iXxBJYB0<> あくたんなんか声が変だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:34.08 ID:e2CQWcgR0<> V最協のこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:34.70 ID:4clcenrV0<> ( ^)o(^ )配信やめとこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:35.02 ID:jy4W2Ykt0<> ミオシャ笑ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:35.04 ID:VIaItmzv0<> リレーか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:34.96 ID:nnx6EjgC0<> リレーか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:35.45 ID:dnD6HxZs0<> リレー&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:35.60 ID:IVX1Wa3J0<> 歌リレーじゃねえか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:35.44 ID:8cxJUxSR0<> 歌リレーだろこれｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:35.92 ID:fsNTBrAm0<> 水着リレーの話？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:36.12 ID:1HNGRadf0<> 歌枠リレーのこと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:36.19 ID:ngkMjADk0<> マリンの数字吸えなかった悩み <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:35.95 ID:V5Ub85zZ0<> ( ^)o(^ )あくぺこへ本格的に踏み出そうか迷ってます… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:36.24 ID:S1d3+hz/0<> あてぃしの判断でうたリレーやめたってことか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:36.52 ID:n7rkwHqR0<> 才能の塊に悩み無いだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:36.66 ID:/HHBr+y70<> リレー歌枠の話かい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:36.98 ID:P4QIPPZ+0<> うっすいｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:37.94 ID:adPa0d960<> <a href="../test/read.cgi/livemegami/1690976148/471" rel="noopener noreferrer" target="_blank">&gt;&gt;471</a> <br> 確かにwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:38.29 ID:gML6ZFXO0<> リレーどりゃああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:38.18 ID:FkoDolDh0<> 歌枠リレーじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:39.20 ID:HANYEKFo0<> 歌枠リレーのやつかな? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:40.00 ID:OvIOYVZz0<> おまえ配信してねえじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:39.78 ID:wH/ubh/C0<> 配信はやれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:40.21 ID:rHzcK74b0<> どっちも歌枠の件じゃねえか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:38:40.03 ID:755v9vjJ0<> 先輩Vとかみんな問題起こしてるし相談する相手はいなさそうだよな活動で <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:38:40.55 ID:H04yZR/l0<> リレーじゃんw <>
